split,method,route_id,base_instance,n_customers,network_group,feasible,reason,completion_time,n_station_visits,n_station_revisits,consecutive_same_station,loop_guard_hit,return_value,horizon,n_continue,n_charge
train,GreedyFullCharge,rc101C25_NL__v1,rc101,5,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,17,0,0,False,-349.7675946457644,240.0,3,17
train,GreedyFullCharge,rc101C25_NL__v2,rc101,4,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0,False,-292.4907903574674,240.0,2,2
train,GreedyFullCharge,rc101C25_NL__v3,rc101,7,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0,False,-357.7782488337481,240.0,3,2
train,GreedyFullCharge,rc101C25_NL__v4,rc101,6,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,0,0,0,False,-415.305550702457,240.0,0,0
train,GreedyFullCharge,rc103C25_NL__v0,rc103,10,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,4,0,0,False,-350.72713328363454,240.0,4,4
train,GreedyFullCharge,rc103C25_NL__v1,rc103,5,Medium_Network,True,,213.3893965461283,1,0,0,False,-213.3893965461283,240.0,6,1
train,GreedyFullCharge,rc103C25_NL__v2,rc103,6,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,6,0,0,False,-342.09639582875684,240.0,4,6
train,GreedyFullCharge,rc103C25_NL__v3,rc103,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0,False,-258.02775637732,240.0,4,1
train,GreedyFullCharge,rc104C25_NL__v0,rc104,5,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,10,0,0,False,-301.3628317688175,240.0,4,10
train,GreedyFullCharge,rc104C25_NL__v1,rc104,8,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0,False,-318.33272688788344,240.0,6,3
train,GreedyFullCharge,rc104C25_NL__v2,rc104,6,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0,False,-293.45731852796257,240.0,4,3
train,GreedyFullCharge,rc104C25_NL__v3,rc104,6,Medium_Network,True,,209.81138830084188,1,0,0,False,-209.81138830084188,240.0,7,1
train,GreedyFullCharge,rc106C25_NL__v0,rc106,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,21,0,0,False,-305.1961082979433,240.0,5,21
train,GreedyFullCharge,rc106C25_NL__v1,rc106,5,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0,False,-327.85481222470855,240.0,2,2
train,GreedyFullCharge,rc106C25_NL__v2,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0,False,-306.41966070458705,240.0,3,0
train,GreedyFullCharge,rc106C25_NL__v3,rc106,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,21,0,0,False,-370.6043339902569,240.0,3,21
train,GreedyFullCharge,rc106C25_NL__v4,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0,False,-286.6996332582443,240.0,4,0
train,GreedyFullCharge,c104C10_L__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-2040.6740777431735,1236.0,3,0
train,GreedyFullCharge,c104C10_NL__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,6,0,0,False,-1930.1281387618988,1236.0,4,6
train,GreedyFullCharge,c104C10_VG__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0,False,-1787.9745195202775,1236.0,5,2
train,GreedyFullCharge,r103C10_L__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-311.648486196566,230.0,3,0
train,GreedyFullCharge,r103C10_L__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0,False,-267.8035085019828,230.0,4,3
train,GreedyFullCharge,r103C10_NL__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-311.648486196566,230.0,3,0
train,GreedyFullCharge,r103C10_NL__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-235.0,230.0,5,0
train,GreedyFullCharge,r103C10_VG__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-293.58622844826743,230.0,4,0
train,GreedyFullCharge,r103C10_VG__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,4,0,0,False,-267.8035085019828,230.0,4,4
train,GreedyFullCharge,r203C10_L__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,1,0,0,False,-1173.2582254824758,1000.0,6,1
train,GreedyFullCharge,r203C10_NL__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0,False,-1200.2876118484023,1000.0,5,0
train,GreedyFullCharge,r203C10_VG__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,3,0,0,False,-1173.2582254824758,1000.0,6,3
train,GreedyFullCharge,rc201C10_L__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,7,0,0,False,-1238.4953476893818,960.0,4,7
train,GreedyFullCharge,rc201C10_NL__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0,False,-1288.3196073932968,960.0,3,1
train,GreedyFullCharge,rc201C10_VG__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0,False,-1288.3196073932968,960.0,3,1
train,GreedyFullCharge,c103C15_L__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,5,0,0,False,-1734.0248354640744,1236.0,3,5
train,GreedyFullCharge,c103C15_L__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,5,0,0,False,-1835.9269820789439,1236.0,3,5
train,GreedyFullCharge,c103C15_NL__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,6,0,0,False,-1734.0248354640744,1236.0,3,6
train,GreedyFullCharge,c103C15_NL__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,6,0,0,False,-1818.8814273514245,1236.0,3,6
train,GreedyFullCharge,c103C15_VG__v0,c103,7,Small_Network,False,ZERO_CHARGE_NOOP,1236.0,2,0,0,False,-1875.0203632335279,1236.0,1,2
train,GreedyFullCharge,c103C15_VG__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1818.8814273514242,1236.0,3,4
train,GreedyFullCharge,c106C15_L__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1680.0775581979156,1236.0,3,0
train,GreedyFullCharge,c106C15_L__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1557.1850415144693,1236.0,5,0
train,GreedyFullCharge,c106C15_NL__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1680.0775581979156,1236.0,3,0
train,GreedyFullCharge,c106C15_NL__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,3,0,0,False,-1784.185041514469,1236.0,3,3
train,GreedyFullCharge,c106C15_VG__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1695.4247332847858,1236.0,3,4
train,GreedyFullCharge,c106C15_VG__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1762.9547701624788,1236.0,3,0
train,GreedyFullCharge,c208C15_L__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,0,0,0,False,-4710.172921655155,3390.0,3,0
train,GreedyFullCharge,c208C15_NL__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,3,0,0,False,-4641.069205802892,3390.0,4,3
train,GreedyFullCharge,c208C15_VG__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,3,0,0,False,-4623.693274246069,3390.0,4,3
train,GreedyFullCharge,r105C15_L__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,7,0,0,False,-313.79126957218045,230.0,5,7
train,GreedyFullCharge,r105C15_L__v1,r105,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-289.8855702072658,230.0,3,0
train,GreedyFullCharge,r105C15_L__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,6,0,0,False,-270.3661858806794,230.0,3,6
train,GreedyFullCharge,r105C15_NL__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-352.43658257148525,230.0,2,0
train,GreedyFullCharge,r105C15_NL__v1,r105,5,Small_Network,False,ZERO_CHARGE_NOOP,230.0,1,0,0,False,-304.8855702072658,230.0,2,1
train,GreedyFullCharge,r105C15_NL__v2,r105,4,Small_Network,False,ZERO_CHARGE_NOOP,230.0,4,0,0,False,-244.4063122595237,230.0,3,4
train,GreedyFullCharge,r105C15_VG__v0,r105,6,Small_Network,False,ZERO_CHARGE_NOOP,230.0,3,0,0,False,-404.45324692397986,230.0,1,3
train,GreedyFullCharge,r105C15_VG__v1,r105,5,Small_Network,False,ZERO_CHARGE_NOOP,230.0,1,0,0,False,-304.8855702072658,230.0,2,1
train,GreedyFullCharge,r105C15_VG__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,5,0,0,False,-277.94733192202057,230.0,3,5
train,GreedyFullCharge,r202C15_L__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,7,0,0,False,-1478.6095284462867,1000.0,3,7
train,GreedyFullCharge,r202C15_NL__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,6,0,0,False,-1538.9922724541902,1000.0,2,6
train,GreedyFullCharge,r202C15_VG__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,6,0,0,False,-1368.4036378125174,1000.0,5,6
train,GreedyFullCharge,rc103C15_L__v0,rc103,5,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0,False,-285.8654172888031,240.0,4,0
train,GreedyFullCharge,rc103C15_L__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,6,0,0,False,-364.9574951608848,240.0,3,6
train,GreedyFullCharge,rc103C15_L__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0,False,-319.15475947422647,240.0,4,0
train,GreedyFullCharge,rc103C15_NL__v0,rc103,5,Small_Network,False,NO_FEASIBLE_ACTION,240.0,3,0,0,False,-341.5600559239865,240.0,3,3
train,GreedyFullCharge,rc103C15_NL__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0,False,-347.1841989932485,240.0,2,0
train,GreedyFullCharge,rc103C15_NL__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,4,0,0,False,-420.43903072168837,240.0,2,4
train,GreedyFullCharge,rc103C15_VG__v0,rc103,5,Small_Network,False,NO_FEASIBLE_ACTION,240.0,3,0,0,False,-341.5600559239865,240.0,3,3
train,GreedyFullCharge,rc103C15_VG__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,3,0,0,False,-383.40083918166044,240.0,2,3
train,GreedyFullCharge,rc103C15_VG__v2,rc103,6,Small_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0,False,-376.24973903051955,240.0,2,2
train,GreedyFullCharge,rc202C15_L__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,7,0,0,False,-1527.9358398599516,960.0,5,7
train,GreedyFullCharge,rc202C15_NL__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0,False,-1487.686499688757,960.0,5,1
train,GreedyFullCharge,rc202C15_VG__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,7,0,0,False,-1527.9358398599516,960.0,5,7
train,GreedyFullCharge,rc204C15_L__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,0,0,0,False,-1326.2505401544913,960.0,3,0
train,GreedyFullCharge,rc204C15_NL__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,2,0,0,False,-1205.0971938079272,960.0,7,2
train,GreedyFullCharge,rc204C15_VG__v0,rc204,15,Small_Network,False,ZERO_CHARGE_NOOP,960.0,8,0,0,False,-1200.9521396183668,960.0,7,8
train,GreedyFullCharge,c103C5_L__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1621.6155142875664,1236.0,2,0
train,GreedyFullCharge,c103C5_NL__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1621.6155142875664,1236.0,2,0
train,GreedyFullCharge,c103C5_VG__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0,False,-1621.6155142875664,1236.0,2,0
train,GreedyFullCharge,c206C5_L__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0,False,-3585.8210237470794,3390.0,4,1
train,GreedyFullCharge,c206C5_NL__v0,c206,5,Small_Network,True,,2814.8112797438116,5,0,0,False,-2814.8112797438116,3390.0,6,5
train,GreedyFullCharge,c206C5_VG__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,3,0,0,False,-3947.266018743752,3390.0,1,3
train,GreedyFullCharge,c208C5_L__v0,c208,5,Small_Network,True,,2399.495313058383,2,0,0,False,-2399.495313058383,3390.0,6,2
train,GreedyFullCharge,c208C5_NL__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0,False,-3430.3112887414927,3390.0,5,1
train,GreedyFullCharge,c208C5_VG__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0,False,-3430.3112887414927,3390.0,5,1
train,GreedyFullCharge,r104C5_L__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0,False,-269.698484809835,230.0,4,1
train,GreedyFullCharge,r104C5_NL__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,5,0,0,False,-323.74391590092546,230.0,3,5
train,GreedyFullCharge,r104C5_VG__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-352.74081808129307,230.0,2,0
train,GreedyFullCharge,r105C5_L__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0,False,-236.32455532033674,230.0,2,0
train,GreedyFullCharge,r105C5_L__v1,r105,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0,False,-328.2479411793702,230.0,1,3
train,GreedyFullCharge,r105C5_NL__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0,False,-271.32455532033674,230.0,1,3
train,GreedyFullCharge,r105C5_NL__v1,r105,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0,False,-328.2479411793702,230.0,1,3
train,GreedyFullCharge,r105C5_VG__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0,False,-271.32455532033674,230.0,1,3
train,GreedyFullCharge,r105C5_VG__v1,r105,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,2,0,0,False,-282.7546125673168,230.0,1,2
train,GreedyFullCharge,r202C5_L__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0,False,-1109.1615891833942,1000.0,2,0
train,GreedyFullCharge,r202C5_NL__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0,False,-1109.1615891833942,1000.0,2,0
train,GreedyFullCharge,r202C5_VG__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0,False,-1109.1615891833942,1000.0,2,0
train,GreedyFullCharge,r203C5_L__v0,r203,5,Small_Network,True,,690.4602405903871,3,0,0,False,-690.4602405903871,1000.0,6,3
train,GreedyFullCharge,r203C5_NL__v0,r203,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0,False,-1184.5111860951715,1000.0,1,0
train,GreedyFullCharge,r203C5_VG__v0,r203,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,5,0,0,False,-1155.0639538402447,1000.0,2,5
train,GreedyFullCharge,rc105C5_L__v0,rc105,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,4,0,0,False,-327.1985103520034,240.0,1,4
train,GreedyFullCharge,rc105C5_L__v1,rc105,2,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0,False,-275.0,240.0,2,0
train,GreedyFullCharge,rc105C5_NL__v0,rc105,3,Small_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0,False,-285.7980272630345,240.0,1,3
train,GreedyFullCharge,rc105C5_NL__v1,rc105,2,Small_Network,True,,195.64494901193152,1,0,0,False,-195.64494901193152,240.0,3,1
train,GreedyFullCharge,rc105C5_VG__v0,rc105,3,Small_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0,False,-285.7980272630345,240.0,1,3
train,GreedyFullCharge,rc105C5_VG__v1,rc105,2,Small_Network,True,,191.3636493809546,1,0,0,False,-191.3636493809546,240.0,3,1
train,GreedyFullCharge,rc204C5_L__v0,rc204,5,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0,False,-998.0525951808809,960.0,5,1
train,GreedyFullCharge,rc204C5_NL__v0,rc204,5,Small_Network,True,,920.3631263440752,2,0,0,False,-920.3631263440752,960.0,6,2
train,GreedyFullCharge,rc204C5_VG__v0,rc204,5,Small_Network,False,ZERO_CHARGE_NOOP,960.0,5,0,0,False,-1035.2472796628454,960.0,4,5
train,OneStepLookahead,c102_50_21_NL__v0,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,9,0,0,False,-2309.5865668644806,1236.0,0,9
train,OneStepLookahead,c102_50_21_NL__v1,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,3,0,0,False,-2222.4059145977385,1236.0,1,3
train,OneStepLookahead,c102_50_21_NL__v2,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-2147.0589822147886,1236.0,2,4
train,OneStepLookahead,c102_50_21_NL__v3,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,19,0,0,False,-2262.2446428545027,1236.0,0,19
train,OneStepLookahead,c102_50_21_NL__v4,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,13,0,0,False,-2297.072800436845,1236.0,0,13
train,OneStepLookahead,r107_50_21_NL__v0,r107,11,Large_Network,False,NO_FEASIBLE_ACTION,230.0,9,0,0,False,-387.810489662847,230.0,4,9
train,OneStepLookahead,r107_50_21_NL__v1,r107,7,Large_Network,False,NO_FEASIBLE_ACTION,230.0,6,0,0,False,-363.9608675472594,230.0,2,6
train,OneStepLookahead,r107_50_21_NL__v2,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,6,0,0,False,-418.6614472213304,230.0,1,6
train,OneStepLookahead,r107_50_21_NL__v3,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0,False,-344.7929420585659,230.0,3,1
train,OneStepLookahead,r107_50_21_NL__v4,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,20,0,0,False,-438.0379876907881,230.0,2,20
train,OneStepLookahead,r107_50_21_NL__v5,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,13,0,0,False,-397.53330691243445,230.0,4,13
train,OneStepLookahead,c102C25_NL__v0,c102,9,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0,False,-2040.3830090405404,1236.0,2,2
train,OneStepLookahead,c102C25_NL__v1,c102,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,15,0,0,False,-2050.5385928140217,1236.0,1,15
train,OneStepLookahead,c102C25_NL__v2,c102,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0,False,-1894.1532004380267,1236.0,2,2
train,OneStepLookahead,c104C25_NL__v0,c104,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,12,0,0,False,-1709.8125130052374,1236.0,4,12
train,OneStepLookahead,c104C25_NL__v1,c104,9,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0,False,-1760.7870866461908,1236.0,4,2
train,OneStepLookahead,c104C25_NL__v2,c104,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,8,0,0,False,-1350.422205101856,1236.0,7,8
train,OneStepLookahead,r104C25_NL__v0,r104,9,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,17,0,0,False,-436.71703023464903,230.0,1,17
train,OneStepLookahead,r104C25_NL__v1,r104,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,6,0,0,False,-276.7032973226652,230.0,6,6
train,OneStepLookahead,r104C25_NL__v2,r104,9,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,20,0,0,False,-470.92399515386774,230.0,0,20
train,OneStepLookahead,r107C25_NL__v0,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,8,0,0,False,-272.09038390576774,230.0,6,8
train,OneStepLookahead,r107C25_NL__v1,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,11,0,0,False,-456.57926170825044,230.0,0,11
train,OneStepLookahead,r107C25_NL__v2,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,7,0,0,False,-400.5917861362035,230.0,0,7
train,OneStepLookahead,r107C25_NL__v3,r107,4,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,22,0,0,False,-270.6654037492092,230.0,3,22
train,OneStepLookahead,rc101C25_NL__v0,rc101,3,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,17,0,0,False,-389.3176095267304,240.0,1,17
train,OneStepLookahead,rc101C25_NL__v1,rc101,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,6,0,0,False,-322.20407221060066,240.0,3,6
train,OneStepLookahead,rc101C25_NL__v2,rc101,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,8,0,0,False,-379.21975175582224,240.0,0,8
train,OneStepLookahead,rc101C25_NL__v3,rc101,7,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,17,0,0,False,-452.2038482928257,240.0,2,17
train,OneStepLookahead,rc101C25_NL__v4,rc101,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,18,0,0,False,-457.7865507133954,240.0,0,18
train,OneStepLookahead,rc103C25_NL__v0,rc103,10,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,14,0,0,False,-419.4009214489602,240.0,2,14
train,OneStepLookahead,rc103C25_NL__v1,rc103,5,Medium_Network,True,,229.81067801310763,4,0,0,False,-229.81067801310763,240.0,6,4
train,OneStepLookahead,rc103C25_NL__v2,rc103,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,24,0,0,False,-377.01201470057526,240.0,4,24
train,OneStepLookahead,rc103C25_NL__v3,rc103,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,2,0,0,False,-258.02775637732,240.0,4,2
train,OneStepLookahead,rc104C25_NL__v0,rc104,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,19,0,0,False,-364.3943668156869,240.0,4,19
train,OneStepLookahead,rc104C25_NL__v1,rc104,8,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,15,0,0,False,-337.1685336011265,240.0,5,15
train,OneStepLookahead,rc104C25_NL__v2,rc104,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,16,0,0,False,-375.9593668287528,240.0,3,16
train,OneStepLookahead,rc104C25_NL__v3,rc104,6,Medium_Network,True,,231.61281767675948,3,0,0,False,-231.61281767675948,240.0,7,3
train,OneStepLookahead,rc106C25_NL__v0,rc106,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,17,0,0,False,-330.6310208014254,240.0,5,17
train,OneStepLookahead,rc106C25_NL__v1,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,25,0,0,False,-376.70831746635974,240.0,2,25
train,OneStepLookahead,rc106C25_NL__v2,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,20,0,0,False,-417.9695214351667,240.0,0,20
train,OneStepLookahead,rc106C25_NL__v3,rc106,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,9,0,0,False,-298.67620816560026,240.0,3,9
train,OneStepLookahead,rc106C25_NL__v4,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,20,0,0,False,-357.4555815484972,240.0,2,20
train,OneStepLookahead,c104C10_L__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-2302.4206127335738,1236.0,1,4
train,OneStepLookahead,c104C10_NL__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1910.3627890016808,1236.0,4,4
train,OneStepLookahead,c104C10_VG__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1910.3627890016808,1236.0,4,4
train,OneStepLookahead,r103C10_L__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,2,0,0,False,-257.58622844826743,230.0,5,2
train,OneStepLookahead,r103C10_L__v1,r103,5,Small_Network,True,,189.37278694784055,2,0,0,False,-189.37278694784055,230.0,6,2
train,OneStepLookahead,r103C10_NL__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,6,0,0,False,-309.34745448390964,230.0,4,6
train,OneStepLookahead,r103C10_NL__v1,r103,5,Small_Network,True,,189.37278694784055,2,0,0,False,-189.37278694784055,230.0,6,2
train,OneStepLookahead,r103C10_VG__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,2,0,0,False,-311.648486196566,230.0,3,2
train,OneStepLookahead,r103C10_VG__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0,False,-294.7704616807979,230.0,2,3
train,OneStepLookahead,r203C10_L__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0,False,-1173.2582254824758,1000.0,6,2
train,OneStepLookahead,r203C10_NL__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0,False,-1173.2582254824758,1000.0,6,2
train,OneStepLookahead,r203C10_VG__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0,False,-1200.2876118484023,1000.0,5,2
train,OneStepLookahead,rc201C10_L__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,6,0,0,False,-1325.8332403776917,960.0,2,6
train,OneStepLookahead,rc201C10_NL__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0,False,-1349.3098025292245,960.0,2,1
train,OneStepLookahead,rc201C10_VG__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0,False,-1349.3098025292247,960.0,2,1
train,OneStepLookahead,c103C15_L__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,6,0,0,False,-1933.3059045576872,1236.0,1,6
train,OneStepLookahead,c103C15_L__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0,False,-1686.8338352681671,1236.0,4,2
train,OneStepLookahead,c103C15_NL__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1714.4101791534567,1236.0,3,4
train,OneStepLookahead,c103C15_NL__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,3,0,0,False,-1591.8338352681671,1236.0,5,3
train,OneStepLookahead,c103C15_VG__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1933.3059045576872,1236.0,1,4
train,OneStepLookahead,c103C15_VG__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0,False,-1591.8338352681671,1236.0,5,4
