method,scenario,split,n,feasibility_mean,feasibility_ci95_lo,feasibility_ci95_hi,time_feasible_mean,time_feasible_ci95_lo,time_feasible_ci95_hi,time_all_mean,time_all_ci95_lo,time_all_ci95_hi,time_all_hier_mean,time_all_hier_lo,time_all_hier_hi,sd_across_seeds,n_seeds,resampling_unit,runtime_mean
FRVCPGreedyFull,frvcpy_native,,133,0.21804511278195488,0.15037593984962405,0.2932330827067669,7.519649868494679,6.986898384175634,8.038758038289842,2.0277154768989067,1.4606257086992667,2.6358601967502144,2.0277154768989067,1.4606257086992667,2.6358601967502144,0.0,1,training_seed_then_base_instance,
FRVCPGreedyMin,frvcpy_native,,133,0.17293233082706766,0.11278195488721804,0.24060150375939848,6.19084817110112,5.699071356489873,6.702325732233241,1.0705978040250055,0.691392827966615,1.4967732396465268,1.0705978040250055,0.691392827966615,1.4967732396465268,0.0,1,training_seed_then_base_instance,
frvcpy_Solver,frvcpy_native,,133,1.0,1.0,1.0,7.93595754758522,7.683876994818771,8.174472327620087,7.93595754758522,7.683876994818771,8.174472327620087,7.93595754758522,7.683876994818771,8.174472327620087,0.0,1,training_seed_then_base_instance,0.0012192022553435002
