Total Episodes: 135672
Total Time: 673.4 min
Final Epsilon: 0.0100
Mean Reward: -0.42 +/- 0.18
Best Reward: -0.14
Worst Reward: -1.29

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
458     -0.47       0.16      -1.01     -0.23     0.0100    
459     -0.42       0.21      -0.99     -0.19     0.0100    
460     -0.45       0.15      -1.05     -0.23     0.0100    
461     -0.49       0.17      -0.99     -0.21     0.0100    
462     -0.48       0.20      -1.00     -0.20     0.0100    
463     -0.39       0.19      -1.02     -0.18     0.0100    
464     -0.40       0.20      -0.96     -0.20     0.0100    
465     -0.46       0.20      -0.96     -0.19     0.0100    
466     -0.46       0.21      -1.10     -0.22     0.0100    
467     -0.45       0.14      -0.97     -0.21     0.0100    
468     -0.43       0.18      -0.98     -0.17     0.0100    
469     -0.44       0.15      -0.98     -0.16     0.0100    
470     -0.40       0.19      -0.99     -0.18     0.0100    
471     -0.43       0.19      -1.02     -0.18     0.0100    
472     -0.43       0.23      -1.08     -0.16     0.0100    
473     -0.47       0.17      -1.00     -0.17     0.0100    
474     -0.44       0.14      -0.89     -0.16     0.0100    
475     -0.47       0.19      -1.00     -0.23     0.0100    
476     -0.41       0.15      -0.94     -0.21     0.0100    
477     -0.45       0.15      -0.99     -0.23     0.0100    
478     -0.45       0.17      -1.07     -0.21     0.0100    
479     -0.45       0.17      -1.01     -0.21     0.0100    
480     -0.43       0.14      -0.89     -0.21     0.0100    
481     -0.43       0.16      -1.01     -0.22     0.0100    
482     -0.45       0.17      -1.01     -0.16     0.0100    
483     -0.42       0.16      -0.96     -0.16     0.0100    
484     -0.45       0.18      -0.89     -0.20     0.0100    
485     -0.49       0.15      -0.96     -0.18     0.0100    
486     -0.46       0.16      -1.07     -0.17     0.0100    
487     -0.45       0.17      -0.93     -0.21     0.0100    
488     -0.50       0.19      -1.00     -0.21     0.0100    
489     -0.43       0.17      -0.94     -0.22     0.0100    
490     -0.42       0.21      -1.00     -0.16     0.0100    
491     -0.39       0.17      -0.86     -0.16     0.0100    
492     -0.45       0.16      -0.95     -0.21     0.0100    
493     -0.40       0.19      -0.96     -0.16     0.0100    
494     -0.47       0.20      -1.01     -0.18     0.0100    
495     -0.44       0.17      -1.03     -0.16     0.0100    
496     -0.39       0.17      -0.95     -0.18     0.0100    
497     -0.37       0.20      -0.86     -0.16     0.0100    
498     -0.46       0.14      -0.94     -0.21     0.0100    
499     -0.48       0.18      -1.04     -0.19     0.0100    
500     -0.46       0.16      -1.01     -0.21     0.0100    
