step,station_loss,portion_loss
1,0.12692182254977524,0.21635438734665513
2,0.10234994556230959,0.17354668769985437
3,0.04022655336302705,0.10833834618097171
4,0.02628553454997018,0.07156445144210011
5,0.044541361334268004,0.09422881686259643
6,0.09370213601675914,0.048549432824074756
7,0.8149253610099549,0.10856744312332012
8,0.09488399845940876,0.050442740983271506
9,0.08773637743433937,0.06457894667983055
10,3.067101744847605,0.04211233535897918
11,4.127377878237212,0.03795478388201445
12,4.227777390419419,0.10427656315732747
13,0.19502486733836122,0.03935403659124859
14,0.04784334705436777,0.07996812869168934
15,2.368391407188028,0.026547590252910425
16,12.579545036889613,0.07231864368077368
17,2.636468135897303,0.0289556087609526
18,0.2155119578819722,0.016777084263594588
19,4.971454293779971,0.08843539549805968
20,53.98662886535749,0.01995905695366673
21,6.7540452079847455,0.03654079791508025
22,1.162088317731559,0.055303386411651445
23,0.11642582796048373,0.027897707144802553
24,0.0716703219259216,0.06382659373264232
25,0.21297915454488248,0.017641526443185285
26,0.14479381870478392,0.0696854930720292
27,0.15895655148779042,0.05285883713077055
28,0.13986578486219514,0.0962224638205953
29,0.32612753710418474,0.24589608349197078
30,0.2653913092799485,0.032440175005831406
31,0.9708228061208501,0.0071208382869372144
32,0.8456939166062512,0.06970744888531044
33,1.9010052991798148,0.02620944828959182
34,0.09689232939854264,0.02848623449222032
35,0.3816959271207452,0.0696572981250938
36,0.17668021691497415,0.0714511151617856
37,0.34191179129993543,0.0945830839118571
38,0.07276883353915764,0.05852406204212457
39,0.12505620665615425,0.0582847039331682
40,0.2050746196655382,0.040292627512826584
41,0.09889044269220904,0.02729562050080858
42,0.0894620809413027,0.07629907958835247
43,0.08191216048589922,0.04461702324624639
44,0.06422332806687336,0.031640760658774525
45,0.11572048726509543,0.033904854994034395
46,0.06375775167907705,0.4791715530791407
47,0.11330142081715167,0.10252667794702575
48,0.10874938976485282,0.17146934010088444
49,0.16833517977772772,0.28676332443137653
50,0.7269701613113284,1.1187691350933164
51,0.3888790395722026,0.09772571851863177
52,0.3882080866023898,0.44336918857879937
53,2.269364963111002,1.2531010640086606
54,0.9762074423779268,0.2616942431195639
55,1.2144894329885574,0.8712423792603659
56,0.5220069568604231,0.23942331186526644
57,0.1391470839153044,0.19022229945403524
58,0.3216865132199018,0.10243931470904499
59,0.08436018106294796,0.0332588356523047
60,0.17133539088536054,0.043251901249050206
61,0.19958782172761858,0.01912533587164944
62,0.1195722349486914,0.026367246289737523
63,0.11078014556551352,0.05492319150653202
64,0.16391735084471293,0.053330739989178255
