Total Episodes: 27713
Total Time: 208.7 min
Final Epsilon: 0.0100
Mean Reward: -4.43 +/- 1.69
Best Reward: -1.14
Worst Reward: -10.97

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -6.09       1.99      -9.80     -1.77     0.7579    
2       -5.60       2.00      -10.39    -1.47     0.5756    
3       -5.34       1.95      -10.31    -1.61     0.4350    
4       -5.21       1.88      -9.15     -1.52     0.3300    
5       -5.08       1.77      -9.64     -1.81     0.2494    
6       -5.00       1.72      -8.58     -1.46     0.1887    
7       -4.77       1.73      -10.23    -1.44     0.1430    
8       -4.73       1.80      -9.55     -1.50     0.1086    
9       -4.86       1.71      -8.87     -1.55     0.0826    
10      -4.93       1.79      -9.32     -1.84     0.0626    
11      -4.33       1.76      -9.11     -1.16     0.0476    
12      -4.65       1.70      -9.30     -1.38     0.0361    
13      -4.31       1.67      -7.86     -1.57     0.0275    
14      -4.61       1.61      -9.09     -1.55     0.0208    
15      -4.36       1.64      -8.17     -1.55     0.0158    
16      -4.43       1.68      -7.90     -1.55     0.0119    
17      -4.44       1.67      -8.13     -1.63     0.0100    
18      -4.48       1.72      -8.36     -1.48     0.0100    
19      -4.30       1.61      -7.86     -1.42     0.0100    
20      -4.42       1.62      -8.38     -1.34     0.0100    
21      -4.19       1.57      -8.06     -1.34     0.0100    
22      -4.21       1.67      -8.90     -1.50     0.0100    
23      -4.45       1.73      -8.86     -1.62     0.0100    
24      -4.23       1.54      -7.43     -1.27     0.0100    
25      -4.29       1.63      -9.11     -1.14     0.0100    
26      -4.28       1.66      -8.79     -1.34     0.0100    
27      -4.28       1.56      -8.47     -1.54     0.0100    
28      -4.32       1.55      -8.61     -1.57     0.0100    
29      -4.19       1.64      -8.54     -1.55     0.0100    
30      -4.43       1.72      -8.05     -1.55     0.0100    
31      -4.38       1.65      -7.99     -1.61     0.0100    
32      -4.44       1.70      -7.99     -1.34     0.0100    
33      -4.42       1.73      -8.49     -1.57     0.0100    
34      -4.38       1.59      -8.35     -1.26     0.0100    
