episode,reward,epsilon
1,-1.8745332214528572,0.999
2,-3.6552136648904283,0.998001
3,-2.926463899855293,0.997002999
4,-1.840713950316419,0.996005996001
5,-2.136873525339095,0.995009990004999
6,-6.581117003360545,0.994014980014994
7,-3.5727957200812077,0.993020965034979
8,-5.338135220026741,0.9920279440699441
9,-2.969644035183777,0.9910359161258742
10,-2.058764288214263,0.9900448802097482
11,-5.069636676546331,0.9890548353295385
12,-6.318533976368098,0.988065780494209
13,-3.900252002474362,0.9870777147137147
14,-3.631886258494632,0.986090636999001
15,-3.6008374127215252,0.9851045463620021
16,-3.019205921079207,0.98411944181564
17,-3.6615557890583164,0.9831353223738244
18,-4.993284181609136,0.9821521870514506
19,-7.146468344857436,0.9811700348643991
20,-1.7162299833835197,0.9801888648295347
21,-7.124767313033603,0.9792086759647052
22,-6.684376452973987,0.9782294672887405
23,-3.292309273173131,0.9772512378214517
24,-3.240168067753246,0.9762739865836303
25,-6.577360273933414,0.9752977125970467
26,-2.398248060703835,0.9743224148844496
27,-6.222005898934702,0.9733480924695651
28,-6.555741739565547,0.9723747443770956
29,-7.177104798462548,0.9714023696327185
30,-2.2805999138878077,0.9704309672630859
31,-6.660340912618992,0.9694605362958227
32,-1.7622781472624134,0.9684910757595269
33,-5.66295777124192,0.9675225846837673
34,-5.513940301478922,0.9665550620990835
35,-4.631762832110773,0.9655885070369844
36,-6.517925236397898,0.9646229185299474
37,-7.662220294292448,0.9636582956114175
38,-4.5219767158738104,0.9626946373158061
39,-5.245869068118889,0.9617319426784903
40,-4.7197478055406155,0.9607702107358118
41,-1.5748552137858105,0.959809440525076
42,-3.20673410949232,0.9588496310845509
43,-5.155150071572079,0.9578907814534664
44,-5.605047843369432,0.9569328906720129
45,-2.864426507311694,0.9559759577813409
46,-6.121281266030222,0.9550199818235596
47,-6.52065493916032,0.9540649618417361
48,-1.747396592726973,0.9531108968798944
49,-7.460713863224831,0.9521577859830145
50,-3.0806257075447783,0.9512056281970315
51,-3.3970958561967364,0.9502544225688344
52,-4.894187124605421,0.9493041681462656
53,-3.272837812549693,0.9483548639781193
54,-6.6213530189917,0.9474065091141411
55,-5.07015721428297,0.946459102605027
56,-2.0809304536729387,0.9455126435024219
57,-5.008066602499166,0.9445671308589195
58,-6.882728877779485,0.9436225637280606
59,-6.058355544440733,0.9426789411643326
60,-7.100742117283415,0.9417362622231683
61,-6.442034264226269,0.9407945259609451
62,-4.756677702758767,0.9398537314349842
63,-2.1233608538931983,0.9389138777035492
64,-4.592430754353694,0.9379749638258457
65,-6.729365484102358,0.9370369888620198
66,-3.3259707734528847,0.9360999518731578
67,-6.239319539133614,0.9351638519212846
68,-7.709234759748479,0.9342286880693633
69,-6.659348908416479,0.933294459381294
70,-6.354054919119143,0.9323611649219127
71,-8.282628167545301,0.9314288037569908
72,-7.499534012427869,0.9304973749532338
73,-2.2626984843736606,0.9295668775782806
74,-5.885453938707706,0.9286373107007023
75,-2.5162919171756464,0.9277086733900016
76,-4.683701120437571,0.9267809647166116
77,-7.950999107340966,0.925854183751895
78,-5.998891918469019,0.9249283295681431
79,-9.152917080743428,0.9240034012385749
80,-5.5885599797593635,0.9230793978373364
81,-3.415358151611564,0.9221563184394991
82,-6.215995084145785,0.9212341621210596
83,-6.243004178304028,0.9203129279589385
84,-4.19373566914391,0.9193926150309796
85,-4.466161304275447,0.9184732224159486
86,-6.238552515149229,0.9175547491935327
87,-4.9109457512588355,0.9166371944443392
88,-5.9615232497681365,0.9157205572498949
89,-7.81002018888199,0.914804836692645
90,-4.296252475784729,0.9138900318559524
91,-7.79186736858108,0.9129761418240965
92,-6.758417064686615,0.9120631656822724
93,-7.820172069859909,0.9111511025165902
94,-9.030406479359645,0.9102399514140735
95,-6.906095233522525,0.9093297114626595
96,-3.9837201709005745,0.9084203817511969
97,-3.6186878773610607,0.9075119613694457
98,-5.546905522170421,0.9066044494080763
99,-5.538607976908719,0.9056978449586682
100,-5.866360434890879,0.9047921471137096
101,-2.966182714970128,0.9038873549665959
102,-1.9108124760272798,0.9029834676116293
103,-3.0833595411668613,0.9020804841440176
104,-5.772342160366183,0.9011784036598737
105,-6.471628651937056,0.9002772252562138
106,-5.708554014580991,0.8993769480309576
107,-5.100675621951816,0.8984775710829266
108,-1.4943764608128685,0.8975790935118436
