Total Episodes: 87734
Total Time: 785.2 min
Final Epsilon: 0.0124
Mean Reward: -4.41 +/- 1.64
Best Reward: -0.82
Worst Reward: -10.30

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
39      -5.03       1.86      -9.96     -1.20     0.5653    
40      -4.94       1.72      -9.80     -1.21     0.5571    
41      -4.88       1.74      -9.15     -1.41     0.5491    
42      -5.20       1.77      -9.00     -1.29     0.5411    
43      -4.80       1.76      -9.74     -1.29     0.5333    
44      -5.00       1.74      -9.01     -1.38     0.5255    
45      -4.96       1.64      -9.64     -1.25     0.5179    
46      -5.17       1.81      -10.10    -1.33     0.5104    
47      -4.96       1.94      -9.74     -0.96     0.5029    
48      -4.85       1.60      -8.95     -1.37     0.4956    
49      -4.87       1.84      -9.49     -1.46     0.4885    
50      -4.77       1.71      -8.87     -1.21     0.4815    
51      -4.74       1.76      -9.44     -1.15     0.4745    
52      -4.62       1.75      -8.67     -1.00     0.4676    
53      -4.87       1.66      -9.59     -0.89     0.4607    
54      -4.67       1.71      -10.22    -1.21     0.4540    
55      -5.11       1.70      -9.57     -1.18     0.4474    
56      -4.67       1.68      -8.98     -1.33     0.4409    
57      -4.63       1.78      -9.15     -0.83     0.4345    
58      -5.09       1.71      -9.38     -1.23     0.4282    
59      -4.90       1.65      -9.47     -1.15     0.4219    
60      -5.20       1.62      -9.48     -1.50     0.4158    
61      -5.02       1.58      -8.85     -1.34     0.4098    
62      -5.07       1.68      -9.38     -1.26     0.4038    
63      -4.74       1.77      -9.88     -0.89     0.3980    
64      -4.80       1.70      -9.01     -0.96     0.3922    
65      -4.71       1.73      -9.32     -1.45     0.3865    
66      -4.61       1.76      -9.35     -1.18     0.3809    
67      -4.70       1.74      -9.12     -1.22     0.3754    
68      -4.74       1.67      -9.22     -1.15     0.3700    
69      -4.85       1.83      -8.72     -0.84     0.3646    
70      -4.69       1.55      -10.09    -1.30     0.3592    
71      -4.56       1.81      -9.48     -1.38     0.3540    
72      -4.67       1.67      -8.79     -1.18     0.3489    
73      -4.61       1.65      -8.66     -1.20     0.3438    
74      -4.54       1.70      -9.49     -1.15     0.3389    
75      -4.78       1.59      -8.40     -1.19     0.3340    
76      -4.53       1.69      -8.43     -1.01     0.3292    
77      -4.31       1.62      -8.82     -1.20     0.3244    
78      -4.57       1.77      -9.53     -1.18     0.3197    
79      -4.28       1.79      -8.88     -1.22     0.3150    
80      -4.51       1.65      -9.45     -1.00     0.3104    
81      -4.59       1.58      -8.20     -1.33     0.3059    
82      -4.43       1.87      -9.97     -1.20     0.3015    
83      -4.51       1.65      -9.09     -1.04     0.2971    
84      -4.41       1.69      -8.56     -1.23     0.2928    
85      -4.53       1.65      -8.92     -1.22     0.2886    
86      -4.52       1.67      -9.25     -0.90     0.2844    
87      -4.69       1.71      -9.58     -1.04     0.2803    
88      -4.34       1.68      -9.90     -0.84     0.2762    
89      -4.64       1.81      -9.69     -1.20     0.2722    
90      -4.56       1.72      -9.18     -1.32     0.2683    
91      -4.47       1.64      -10.24    -1.18     0.2644    
92      -4.44       1.51      -9.36     -1.20     0.2605    
93      -4.42       1.55      -8.36     -1.16     0.2567    
94      -4.48       1.56      -9.16     -1.22     0.2530    
95      -4.48       1.60      -8.44     -1.17     0.2493    
96      -4.41       1.62      -9.36     -1.15     0.2457    
97      -4.37       1.58      -8.58     -1.39     0.2422    
98      -4.34       1.61      -8.80     -0.90     0.2386    
99      -4.35       1.56      -9.40     -1.33     0.2352    
100     -4.43       1.66      -8.90     -1.21     0.2317    
101     -4.26       1.50      -9.43     -1.10     0.2284    
102     -4.36       1.54      -9.40     -1.45     0.2251    
103     -4.43       1.65      -9.40     -1.01     0.2218    
104     -4.42       1.58      -8.77     -1.18     0.2186    
105     -4.38       1.64      -8.80     -0.96     0.2154    
106     -4.47       1.56      -8.11     -1.46     0.2123    
107     -4.35       1.53      -8.75     -1.36     0.2092    
108     -4.32       1.73      -9.69     -0.82     0.2062    
109     -4.36       1.52      -8.82     -0.96     0.2032    
110     -4.33       1.54      -9.45     -1.00     0.2002    
111     -4.32       1.60      -9.16     -1.22     0.1973    
112     -4.20       1.59      -8.14     -1.01     0.1944    
113     -4.29       1.60      -8.70     -1.23     0.1916    
114     -4.51       1.50      -8.68     -1.24     0.1888    
115     -4.54       1.63      -9.56     -0.89     0.1861    
116     -4.32       1.46      -8.82     -1.01     0.1834    
117     -4.11       1.55      -8.08     -1.17     0.1807    
118     -4.37       1.54      -8.90     -1.22     0.1781    
119     -4.49       1.59      -8.73     -1.10     0.1755    
120     -4.00       1.51      -8.31     -1.03     0.1730    
121     -3.96       1.50      -9.22     -1.08     0.1705    
122     -4.18       1.57      -9.22     -1.26     0.1680    
123     -4.17       1.64      -9.03     -1.20     0.1656    
124     -4.19       1.65      -8.44     -0.82     0.1632    
125     -4.23       1.48      -8.62     -1.35     0.1608    
126     -4.24       1.47      -8.55     -1.28     0.1585    
127     -4.10       1.46      -8.96     -1.28     0.1562    
128     -4.22       1.53      -8.78     -0.89     0.1539    
129     -4.40       1.52      -8.12     -1.27     0.1517    
130     -4.22       1.54      -8.44     -1.02     0.1494    
131     -4.46       1.57      -9.18     -1.32     0.1473    
132     -4.04       1.67      -8.29     -0.83     0.1451    
133     -4.05       1.54      -8.82     -1.23     0.1430    
134     -4.07       1.47      -8.06     -1.19     0.1409    
135     -4.26       1.58      -8.44     -0.96     0.1389    
136     -4.21       1.41      -8.22     -1.01     0.1369    
137     -4.28       1.51      -8.37     -1.21     0.1349    
138     -4.43       1.47      -9.17     -1.38     0.1329    
139     -4.51       1.51      -8.72     -1.01     0.1310    
140     -4.06       1.53      -8.89     -1.15     0.1291    
141     -4.67       1.60      -9.66     -1.10     0.1272    
142     -4.05       1.65      -8.67     -1.15     0.1253    
143     -4.12       1.44      -8.43     -1.34     0.1235    
144     -3.97       1.36      -7.95     -1.33     0.1217    
145     -3.85       1.53      -10.03    -1.00     0.1200    
146     -4.16       1.58      -8.75     -1.15     0.1182    
147     -3.73       1.44      -8.46     -1.17     0.1165    
148     -3.71       1.42      -8.06     -1.23     0.1148    
149     -3.95       1.40      -8.32     -1.15     0.1132    
150     -3.86       1.49      -7.82     -1.11     0.1116    
151     -4.02       1.57      -8.68     -0.84     0.1099    
152     -4.04       1.49      -8.46     -0.89     0.1084    
153     -4.06       1.40      -8.76     -1.26     0.1068    
154     -4.57       1.80      -8.84     -1.15     0.1052    
155     -4.00       1.39      -8.12     -1.33     0.1037    
156     -3.95       1.31      -7.26     -0.95     0.1022    
157     -3.93       1.41      -9.15     -0.95     0.1007    
158     -3.90       1.52      -8.51     -1.04     0.0993    
159     -3.77       1.43      -8.17     -0.84     0.0978    
160     -4.05       1.39      -8.06     -1.18     0.0964    
161     -4.05       1.46      -8.10     -1.22     0.0950    
162     -3.94       1.33      -8.09     -1.38     0.0936    
163     -3.76       1.52      -8.73     -1.31     0.0923    
164     -4.15       1.31      -7.25     -1.53     0.0910    
165     -4.04       1.37      -8.38     -1.18     0.0896    
166     -4.16       1.52      -8.54     -0.89     0.0883    
167     -3.89       1.44      -8.77     -1.04     0.0870    
168     -3.67       1.35      -7.95     -1.04     0.0858    
169     -3.74       1.43      -7.98     -0.82     0.0845    
170     -3.87       1.32      -7.23     -1.15     0.0833    
171     -3.81       1.50      -7.81     -1.22     0.0821    
172     -4.19       1.32      -8.05     -1.26     0.0809    
173     -3.96       1.39      -7.88     -1.08     0.0797    
174     -3.94       1.38      -9.02     -1.18     0.0786    
175     -3.92       1.52      -8.31     -0.95     0.0774    
176     -4.04       1.33      -7.93     -1.28     0.0763    
177     -3.66       1.42      -8.92     -1.04     0.0752    
178     -3.92       1.35      -7.67     -1.04     0.0741    
179     -3.94       1.40      -8.53     -1.25     0.0730    
180     -4.20       1.46      -8.31     -1.25     0.0720    
181     -4.11       1.41      -9.01     -1.23     0.0709    
182     -4.23       1.28      -8.67     -1.47     0.0699    
183     -4.38       1.62      -9.26     -0.89     0.0688    
184     -3.70       1.36      -8.00     -1.10     0.0678    
185     -3.98       1.44      -8.31     -1.08     0.0669    
186     -4.16       1.55      -8.95     -1.18     0.0659    
187     -4.07       1.25      -7.58     -1.26     0.0649    
188     -3.85       1.44      -7.50     -1.08     0.0640    
189     -3.99       1.34      -9.18     -1.31     0.0630    
190     -3.83       1.35      -8.05     -1.04     0.0621    
191     -3.82       1.46      -8.11     -1.18     0.0612    
192     -3.99       1.41      -8.09     -1.22     0.0604    
193     -3.85       1.22      -7.61     -1.45     0.0595    
194     -3.86       1.41      -8.79     -1.08     0.0586    
195     -3.96       1.43      -8.54     -0.89     0.0578    
196     -3.89       1.31      -8.39     -0.96     0.0569    
197     -4.08       1.40      -8.37     -1.23     0.0561    
198     -4.23       1.31      -8.27     -0.96     0.0553    
199     -3.86       1.18      -7.25     -1.27     0.0545    
200     -4.05       1.39      -8.16     -1.31     0.0537    
201     -4.20       1.36      -7.45     -1.22     0.0529    
202     -4.02       1.47      -8.96     -1.32     0.0521    
203     -4.13       1.31      -8.52     -1.01     0.0514    
204     -4.05       1.48      -8.58     -1.15     0.0506    
205     -4.18       1.36      -7.73     -1.50     0.0499    
206     -4.08       1.36      -9.04     -1.23     0.0492    
207     -4.13       1.41      -8.10     -0.96     0.0485    
208     -3.96       1.31      -7.67     -1.16     0.0478    
209     -3.91       1.29      -6.89     -1.23     0.0471    
210     -4.07       1.39      -8.89     -1.10     0.0464    
211     -3.91       1.37      -8.10     -1.03     0.0457    
212     -3.69       1.34      -8.44     -1.41     0.0450    
213     -4.23       1.35      -7.57     -1.10     0.0444    
214     -4.44       1.46      -8.70     -1.31     0.0437    
215     -4.09       1.42      -8.23     -0.82     0.0431    
216     -4.22       1.45      -7.58     -1.03     0.0425    
217     -4.31       1.43      -7.90     -1.20     0.0419    
218     -4.03       1.40      -7.68     -1.04     0.0413    
219     -4.31       1.41      -7.83     -1.31     0.0407    
220     -4.14       1.33      -8.07     -1.08     0.0401    
221     -4.00       1.50      -8.70     -0.89     0.0395    
222     -4.03       1.36      -8.09     -1.04     0.0389    
223     -4.08       1.39      -7.74     -1.10     0.0384    
224     -3.79       1.32      -8.04     -1.21     0.0378    
225     -3.88       1.43      -7.45     -1.04     0.0373    
226     -4.20       1.23      -7.20     -1.26     0.0367    
227     -4.13       1.28      -7.13     -1.01     0.0362    
228     -4.23       1.41      -8.16     -1.23     0.0356    
229     -4.04       1.44      -8.36     -1.15     0.0351    
230     -4.47       1.69      -9.65     -1.01     0.0346    
231     -4.91       1.86      -10.21    -1.10     0.0341    
232     -4.41       1.46      -9.53     -0.83     0.0336    
233     -4.18       1.34      -8.62     -1.17     0.0331    
234     -4.23       1.36      -8.84     -1.15     0.0327    
235     -4.04       1.29      -7.74     -1.08     0.0322    
236     -3.96       1.29      -7.26     -1.20     0.0317    
237     -3.99       1.43      -7.39     -0.89     0.0312    
238     -4.00       1.36      -7.87     -0.89     0.0308    
239     -4.23       1.35      -7.35     -1.22     0.0303    
240     -4.19       1.32      -8.00     -1.50     0.0299    
241     -3.92       1.22      -7.49     -1.32     0.0295    
242     -3.86       1.24      -7.81     -1.25     0.0290    
243     -3.81       1.35      -7.00     -1.15     0.0286    
244     -3.94       1.26      -7.57     -1.32     0.0282    
245     -3.94       1.28      -7.46     -1.33     0.0278    
246     -3.82       1.40      -8.45     -1.00     0.0274    
247     -4.08       1.32      -7.91     -1.15     0.0270    
248     -3.83       1.28      -7.10     -1.04     0.0266    
249     -3.66       1.44      -8.44     -1.04     0.0262    
250     -3.73       1.20      -7.69     -1.32     0.0258    
251     -3.85       1.35      -8.71     -0.96     0.0255    
252     -3.91       1.43      -8.12     -1.15     0.0251    
253     -3.86       1.30      -6.94     -1.04     0.0247    
254     -3.96       1.22      -6.77     -1.21     0.0244    
255     -3.97       1.31      -8.41     -1.14     0.0240    
256     -3.93       1.35      -8.14     -1.31     0.0237    
257     -4.16       1.29      -8.08     -1.26     0.0233    
258     -4.28       1.42      -8.02     -0.89     0.0230    
259     -4.21       1.46      -8.25     -1.04     0.0227    
260     -4.01       1.36      -8.74     -1.27     0.0223    
261     -4.73       1.38      -8.44     -1.46     0.0220    
262     -4.38       1.32      -8.25     -1.47     0.0217    
263     -4.42       1.54      -8.34     -1.18     0.0214    
264     -4.86       1.45      -8.15     -1.31     0.0211    
265     -4.69       1.61      -8.25     -1.50     0.0208    
266     -4.75       1.50      -8.32     -1.44     0.0205    
267     -4.74       1.58      -8.48     -1.29     0.0202    
268     -5.04       1.66      -8.89     -1.45     0.0199    
269     -4.91       1.76      -9.12     -1.18     0.0196    
270     -4.36       1.43      -7.29     -1.11     0.0193    
271     -4.25       1.39      -8.51     -1.25     0.0190    
272     -4.27       1.61      -8.00     -1.01     0.0187    
273     -4.23       1.45      -7.25     -1.20     0.0185    
274     -4.34       1.37      -8.35     -1.45     0.0182    
275     -4.07       1.26      -7.90     -1.20     0.0179    
276     -4.08       1.41      -7.99     -1.16     0.0177    
277     -4.26       1.40      -8.01     -1.16     0.0174    
278     -3.95       1.42      -8.24     -1.43     0.0172    
279     -4.03       1.43      -8.15     -1.21     0.0169    
280     -3.79       1.28      -7.98     -1.21     0.0167    
281     -4.07       1.45      -8.71     -1.16     0.0164    
282     -4.10       1.36      -8.64     -1.18     0.0162    
283     -4.03       1.30      -7.85     -1.43     0.0160    
284     -3.98       1.43      -8.64     -1.17     0.0157    
285     -3.87       1.34      -7.88     -1.16     0.0155    
286     -3.92       1.39      -7.91     -1.27     0.0153    
287     -4.20       1.41      -8.15     -1.48     0.0150    
288     -4.08       1.17      -8.12     -1.41     0.0148    
289     -4.11       1.38      -7.48     -1.27     0.0146    
290     -3.92       1.30      -7.35     -1.26     0.0144    
291     -3.84       1.25      -7.13     -1.33     0.0142    
292     -3.86       1.36      -8.00     -1.29     0.0140    
293     -4.14       1.44      -8.51     -1.48     0.0138    
294     -3.99       1.39      -8.13     -1.16     0.0136    
295     -4.31       1.43      -7.74     -1.27     0.0134    
296     -4.77       1.70      -8.60     -1.42     0.0132    
297     -4.18       1.34      -7.31     -1.42     0.0130    
298     -4.16       1.43      -8.06     -1.17     0.0128    
299     -4.22       1.48      -8.69     -1.15     0.0126    
300     -4.26       1.35      -8.21     -1.27     0.0124    
