episode,reward,epsilon
1,-6.633766539359611,0.99995
2,-5.55177478279395,0.9999000025
3,-5.656064670468359,0.999850007499875
4,-7.78702832866582,0.9998000149995
5,-6.707393528177674,0.99975002499875
6,-6.20153548345973,0.9997000374975
7,-5.48479532519406,0.9996500524956251
8,-4.857909552942518,0.9996000699930003
9,-4.960163350200659,0.9995500899895007
10,-2.8661359636243926,0.9995001124850013
11,-6.5295527350821185,0.999450137479377
12,-5.365864620195698,0.9994001649725031
13,-5.576461612832881,0.9993501949642545
14,-5.0819607894441,0.9993002274545063
15,-2.1674770444388143,0.9992502624431336
16,-4.189709033696468,0.9992002999300115
17,-5.408489531754,0.999150339915015
18,-5.86243021925784,0.9991003823980192
19,-6.940078992412258,0.9990504273788994
20,-3.860315399730624,0.9990004748575304
21,-4.406452336420571,0.9989505248337875
22,-6.837634200998751,0.9989005773075459
23,-4.459498952459775,0.9988506322786805
24,-5.387075011854057,0.9988006897470666
25,-4.0507914675959,0.9987507497125793
26,-2.678301970001625,0.9987008121750937
27,-6.715796678192647,0.9986508771344849
28,-6.277041068731235,0.9986009445906281
29,-1.787174047541188,0.9985510145433986
30,-5.444443383246192,0.9985010869926714
31,-7.66246315773197,0.9984511619383217
32,-5.470182534758262,0.9984012393802248
33,-5.82918634678674,0.9983513193182558
34,-4.994250425437947,0.9983014017522899
35,-6.607154995620062,0.9982514866822023
36,-7.82079056981112,0.9982015741078683
37,-6.434458462519585,0.9981516640291629
38,-8.15396714499783,0.9981017564459614
39,-2.671971075778834,0.9980518513581391
40,-7.909446038543325,0.9980019487655712
41,-5.086822803154408,0.9979520486681329
42,-6.625198505627146,0.9979021510656996
43,-6.752015173642252,0.9978522559581463
44,-7.126458416122739,0.9978023633453484
45,-7.392281719448313,0.9977524732271812
46,-4.871008386080982,0.9977025856035199
47,-8.332621129550366,0.9976527004742397
48,-7.015420876411836,0.997602817839216
49,-8.481414092674369,0.9975529376983241
50,-8.38085632665229,0.9975030600514392
51,-3.3151053518926927,0.9974531848984366
52,-6.166451202903854,0.9974033122391917
53,-6.5191884334387,0.9973534420735797
54,-2.7693264432679197,0.997303574401476
55,-6.459532080250048,0.9972537092227559
56,-4.53222307514635,0.9972038465372948
57,-4.261679253833987,0.9971539863449679
58,-7.428336786689144,0.9971041286456507
59,-6.657662582060585,0.9970542734392184
60,-5.600744372937429,0.9970044207255464
61,-5.189573424083221,0.9969545705045101
62,-3.764779136017223,0.9969047227759849
63,-6.832654925647693,0.996854877539846
64,-9.797936521123487,0.996805034795969
65,-3.388265453228069,0.9967551945442292
66,-6.162659689280443,0.996705356784502
67,-6.915633064785119,0.9966555215166628
68,-6.646282799889359,0.996605688740587
69,-8.136441553132807,0.9965558584561499
70,-7.917027798396211,0.9965060306632271
71,-6.3064580167299225,0.9964562053616939
72,-7.651769174334878,0.9964063825514258
73,-5.843502396488642,0.9963565622322982
74,-6.685923203400586,0.9963067444041865
75,-8.275527166125313,0.9962569290669664
76,-5.97812709672896,0.9962071162205131
77,-7.237009650242173,0.9961573058647021
78,-6.117858349588591,0.9961074979994089
79,-8.823499323123993,0.9960576926245089
80,-6.528926305033945,0.9960078897398777
