Total Episodes: 27760
Total Time: 1419.1 min
Final Epsilon: 0.0100
Mean Reward: -4.82 +/- 1.81
Best Reward: -0.98
Worst Reward: -11.50

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -5.83       1.91      -9.99     -1.47     0.7595    
2       -5.69       2.02      -10.71    -1.45     0.5751    
3       -5.34       1.75      -9.58     -1.58     0.4381    
4       -5.30       2.02      -10.12    -1.34     0.3337    
5       -5.10       1.74      -10.00    -1.81     0.2527    
6       -5.11       1.82      -9.63     -1.67     0.1911    
7       -5.01       1.90      -10.29    -0.98     0.1446    
8       -4.77       1.73      -8.58     -1.25     0.1098    
9       -4.93       1.88      -10.38    -1.89     0.0831    
10      -4.70       1.72      -9.12     -1.44     0.0631    
11      -4.54       1.75      -8.62     -1.49     0.0478    
12      -4.59       1.67      -8.98     -1.45     0.0362    
13      -4.47       1.67      -8.84     -1.35     0.0273    
14      -4.42       1.73      -8.52     -1.49     0.0208    
15      -4.47       1.65      -9.97     -1.14     0.0156    
16      -4.50       1.73      -8.45     -1.33     0.0118    
17      -4.46       1.70      -9.32     -1.53     0.0100    
18      -4.35       1.71      -7.93     -1.63     0.0100    
19      -4.32       1.67      -8.84     -1.34     0.0100    
20      -4.25       1.71      -8.87     -1.49     0.0100    
21      -4.34       1.59      -7.92     -1.54     0.0100    
22      -4.37       1.71      -8.82     -1.60     0.0100    
23      -4.63       1.61      -9.11     -1.67     0.0100    
24      -4.35       1.68      -8.15     -1.50     0.0100    
25      -4.54       1.72      -8.56     -1.34     0.0100    
26      -4.59       1.84      -9.56     -1.64     0.0100    
27      -4.47       1.71      -8.62     -1.60     0.0100    
28      -4.56       1.78      -9.75     -1.62     0.0100    
29      -4.50       1.62      -8.07     -1.38     0.0100    
30      -4.45       1.71      -8.94     -1.64     0.0100    
31      -4.56       1.72      -8.75     -1.32     0.0100    
32      -4.31       1.69      -8.72     -1.35     0.0100    
33      -4.49       1.67      -9.37     -1.71     0.0100    
34      -4.44       1.74      -9.37     -1.62     0.0100    
35      -4.73       1.73      -9.88     -1.71     0.0100    
36      -4.76       1.74      -8.92     -1.50     0.0100    
37      -4.57       1.75      -8.69     -1.75     0.0100    
38      -4.68       1.74      -9.04     -1.44     0.0100    
39      -4.65       1.85      -8.87     -1.61     0.0100    
40      -4.54       1.73      -8.40     -1.50     0.0100    
41      -4.36       1.71      -8.65     -1.67     0.0100    
42      -4.67       1.72      -8.45     -1.64     0.0100    
43      -4.63       1.75      -8.69     -1.25     0.0100    
44      -4.52       1.68      -8.62     -1.49     0.0100    
45      -4.68       1.72      -8.39     -1.15     0.0100    
46      -4.75       1.72      -9.06     -1.55     0.0100    
47      -4.69       1.79      -8.84     -1.69     0.0100    
48      -4.92       1.82      -8.94     -1.69     0.0100    
49      -4.70       1.72      -8.86     -1.50     0.0100    
50      -4.96       1.75      -9.44     -1.72     0.0100    
51      -4.65       1.76      -8.48     -1.55     0.0100    
52      -5.04       1.69      -8.95     -1.63     0.0100    
53      -4.85       1.85      -9.12     -1.55     0.0100    
54      -5.00       1.86      -9.22     -1.39     0.0100    
55      -4.78       1.81      -9.73     -1.62     0.0100    
56      -4.81       1.78      -8.56     -1.49     0.0100    
57      -5.09       1.83      -8.93     -1.76     0.0100    
58      -4.90       1.81      -9.22     -1.73     0.0100    
59      -4.86       1.94      -9.19     -1.50     0.0100    
60      -4.95       1.85      -10.18    -1.82     0.0100    
61      -4.98       1.84      -9.24     -1.55     0.0100    
62      -5.01       1.94      -10.19    -1.62     0.0100    
63      -5.11       1.86      -9.19     -1.34     0.0100    
64      -5.11       1.75      -8.83     -1.49     0.0100    
65      -5.03       2.04      -9.29     -1.62     0.0100    
66      -5.00       1.82      -9.17     -1.17     0.0100    
67      -5.24       1.77      -10.08    -1.55     0.0100    
68      -5.00       1.92      -9.22     -1.34     0.0100    
69      -4.94       1.75      -8.30     -1.64     0.0100    
70      -4.83       1.86      -9.14     -1.49     0.0100    
71      -5.17       1.90      -10.23    -1.67     0.0100    
72      -5.18       1.76      -9.08     -1.70     0.0100    
73      -4.98       1.83      -8.72     -1.64     0.0100    
74      -4.97       1.85      -10.12    -1.62     0.0100    
75      -4.93       1.81      -9.08     -1.50     0.0100    
