Total Episodes: 67867
Total Time: 338.1 min
Final Epsilon: 0.0100
Mean Reward: -0.39 +/- 0.17
Best Reward: -0.14
Worst Reward: -1.21

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
44      -0.44       0.17      -0.98     -0.16     0.3026    
45      -0.40       0.16      -0.88     -0.18     0.2945    
46      -0.43       0.19      -1.04     -0.17     0.2867    
47      -0.44       0.17      -0.91     -0.18     0.2791    
48      -0.43       0.16      -0.82     -0.17     0.2717    
49      -0.44       0.17      -0.98     -0.20     0.2646    
50      -0.39       0.17      -0.86     -0.18     0.2574    
51      -0.41       0.17      -0.90     -0.18     0.2504    
52      -0.42       0.16      -0.83     -0.14     0.2438    
53      -0.39       0.16      -0.97     -0.15     0.2371    
54      -0.41       0.17      -0.88     -0.16     0.2307    
55      -0.38       0.17      -1.05     -0.16     0.2243    
56      -0.41       0.17      -0.93     -0.16     0.2184    
57      -0.41       0.16      -0.87     -0.16     0.2126    
58      -0.39       0.16      -0.95     -0.19     0.2070    
59      -0.39       0.17      -0.88     -0.16     0.2016    
60      -0.38       0.15      -0.84     -0.14     0.1962    
61      -0.40       0.17      -0.91     -0.15     0.1910    
62      -0.41       0.16      -0.82     -0.16     0.1860    
63      -0.36       0.17      -0.99     -0.18     0.1809    
64      -0.40       0.17      -0.89     -0.17     0.1761    
65      -0.40       0.16      -0.85     -0.18     0.1715    
66      -0.36       0.16      -0.88     -0.16     0.1668    
67      -0.37       0.17      -0.91     -0.18     0.1623    
68      -0.37       0.14      -0.90     -0.16     0.1580    
69      -0.40       0.17      -0.95     -0.17     0.1538    
70      -0.41       0.19      -0.96     -0.19     0.1497    
71      -0.38       0.17      -0.87     -0.17     0.1458    
72      -0.37       0.14      -0.75     -0.16     0.1418    
73      -0.40       0.17      -0.88     -0.19     0.1380    
74      -0.43       0.18      -0.92     -0.19     0.1343    
75      -0.39       0.17      -0.91     -0.14     0.1308    
76      -0.38       0.17      -1.01     -0.16     0.1273    
77      -0.37       0.15      -0.86     -0.14     0.1239    
78      -0.38       0.15      -0.82     -0.20     0.1206    
79      -0.42       0.16      -0.81     -0.19     0.1174    
80      -0.39       0.17      -1.04     -0.19     0.1142    
81      -0.38       0.15      -0.84     -0.17     0.1112    
82      -0.41       0.16      -0.80     -0.18     0.1083    
83      -0.40       0.16      -0.87     -0.20     0.1054    
84      -0.41       0.16      -0.86     -0.16     0.1026    
85      -0.38       0.15      -0.86     -0.17     0.0998    
86      -0.38       0.15      -0.84     -0.18     0.0971    
87      -0.39       0.15      -0.80     -0.18     0.0945    
88      -0.38       0.18      -0.86     -0.16     0.0919    
89      -0.39       0.15      -0.82     -0.19     0.0895    
90      -0.38       0.15      -0.97     -0.20     0.0870    
91      -0.34       0.17      -0.91     -0.16     0.0847    
92      -0.39       0.16      -0.87     -0.16     0.0824    
93      -0.37       0.16      -0.88     -0.16     0.0802    
94      -0.37       0.15      -0.86     -0.18     0.0780    
95      -0.37       0.18      -0.88     -0.14     0.0759    
96      -0.38       0.17      -0.89     -0.16     0.0739    
97      -0.37       0.17      -0.85     -0.18     0.0720    
98      -0.38       0.15      -0.90     -0.20     0.0701    
99      -0.40       0.16      -0.87     -0.18     0.0682    
100     -0.39       0.16      -0.91     -0.19     0.0664    
101     -0.39       0.19      -0.98     -0.20     0.0646    
102     -0.40       0.17      -0.85     -0.18     0.0629    
103     -0.38       0.17      -0.85     -0.16     0.0612    
104     -0.35       0.14      -0.78     -0.14     0.0595    
105     -0.36       0.15      -0.98     -0.14     0.0579    
106     -0.36       0.15      -1.09     -0.17     0.0564    
107     -0.38       0.17      -0.87     -0.17     0.0549    
108     -0.37       0.15      -0.92     -0.18     0.0534    
109     -0.36       0.15      -0.94     -0.18     0.0519    
110     -0.37       0.17      -0.88     -0.17     0.0506    
111     -0.36       0.17      -0.92     -0.16     0.0492    
112     -0.36       0.17      -0.92     -0.17     0.0478    
113     -0.36       0.14      -0.94     -0.21     0.0466    
114     -0.39       0.17      -0.79     -0.20     0.0453    
115     -0.35       0.17      -0.89     -0.16     0.0441    
116     -0.38       0.15      -0.80     -0.16     0.0429    
117     -0.34       0.13      -0.86     -0.16     0.0418    
118     -0.36       0.16      -0.80     -0.18     0.0406    
119     -0.38       0.16      -0.81     -0.20     0.0396    
120     -0.38       0.16      -0.87     -0.16     0.0385    
121     -0.36       0.15      -0.90     -0.16     0.0375    
122     -0.37       0.15      -0.93     -0.14     0.0364    
123     -0.38       0.15      -0.94     -0.19     0.0355    
124     -0.39       0.16      -0.91     -0.19     0.0345    
125     -0.33       0.14      -0.85     -0.18     0.0336    
126     -0.37       0.15      -0.99     -0.18     0.0327    
127     -0.38       0.17      -0.85     -0.18     0.0318    
128     -0.38       0.15      -0.88     -0.15     0.0309    
129     -0.34       0.14      -0.83     -0.18     0.0301    
130     -0.35       0.19      -1.03     -0.16     0.0293    
131     -0.36       0.16      -0.82     -0.18     0.0285    
132     -0.37       0.15      -0.89     -0.20     0.0278    
133     -0.39       0.17      -0.91     -0.20     0.0270    
134     -0.39       0.16      -0.83     -0.14     0.0263    
135     -0.38       0.15      -0.86     -0.19     0.0256    
136     -0.39       0.18      -0.98     -0.19     0.0249    
137     -0.38       0.17      -0.89     -0.19     0.0243    
138     -0.36       0.18      -0.83     -0.17     0.0236    
139     -0.34       0.15      -0.85     -0.16     0.0230    
140     -0.40       0.17      -0.86     -0.18     0.0224    
141     -0.38       0.17      -0.97     -0.18     0.0218    
142     -0.34       0.14      -0.94     -0.16     0.0212    
143     -0.35       0.18      -0.88     -0.16     0.0206    
144     -0.37       0.17      -0.84     -0.20     0.0201    
145     -0.37       0.17      -0.86     -0.18     0.0195    
146     -0.37       0.16      -0.83     -0.19     0.0190    
147     -0.38       0.16      -0.90     -0.19     0.0185    
148     -0.38       0.16      -0.77     -0.18     0.0180    
149     -0.35       0.15      -0.93     -0.16     0.0175    
150     -0.36       0.15      -0.87     -0.18     0.0170    
151     -0.37       0.17      -0.89     -0.17     0.0166    
152     -0.38       0.17      -0.87     -0.18     0.0161    
153     -0.38       0.18      -0.95     -0.18     0.0157    
154     -0.35       0.15      -0.77     -0.18     0.0153    
155     -0.36       0.18      -0.88     -0.16     0.0149    
156     -0.36       0.16      -0.90     -0.18     0.0145    
157     -0.35       0.14      -0.83     -0.16     0.0141    
158     -0.37       0.15      -0.82     -0.18     0.0137    
159     -0.37       0.15      -0.83     -0.18     0.0134    
160     -0.37       0.15      -0.79     -0.18     0.0130    
161     -0.37       0.19      -0.88     -0.16     0.0126    
162     -0.36       0.15      -0.90     -0.19     0.0123    
163     -0.38       0.18      -0.92     -0.16     0.0120    
164     -0.37       0.16      -0.85     -0.18     0.0117    
165     -0.35       0.13      -0.76     -0.18     0.0113    
166     -0.35       0.15      -0.92     -0.16     0.0110    
167     -0.33       0.16      -0.98     -0.16     0.0107    
168     -0.38       0.16      -0.80     -0.19     0.0104    
169     -0.36       0.16      -0.89     -0.20     0.0102    
170     -0.39       0.15      -0.89     -0.14     0.0100    
171     -0.34       0.17      -0.91     -0.16     0.0100    
172     -0.38       0.16      -0.86     -0.19     0.0100    
173     -0.37       0.16      -0.83     -0.19     0.0100    
174     -0.36       0.15      -0.81     -0.21     0.0100    
175     -0.34       0.15      -0.82     -0.16     0.0100    
176     -0.38       0.16      -0.83     -0.18     0.0100    
177     -0.33       0.13      -0.83     -0.16     0.0100    
178     -0.38       0.16      -0.89     -0.17     0.0100    
179     -0.37       0.15      -0.99     -0.21     0.0100    
180     -0.36       0.16      -0.80     -0.18     0.0100    
181     -0.38       0.15      -0.84     -0.19     0.0100    
182     -0.33       0.16      -0.88     -0.16     0.0100    
183     -0.36       0.17      -0.89     -0.16     0.0100    
184     -0.39       0.16      -0.88     -0.17     0.0100    
185     -0.35       0.16      -0.95     -0.17     0.0100    
186     -0.34       0.16      -0.78     -0.16     0.0100    
187     -0.38       0.15      -0.80     -0.14     0.0100    
188     -0.33       0.15      -0.75     -0.16     0.0100    
189     -0.36       0.16      -0.88     -0.21     0.0100    
190     -0.37       0.17      -0.94     -0.18     0.0100    
191     -0.34       0.14      -0.84     -0.16     0.0100    
192     -0.36       0.16      -0.77     -0.16     0.0100    
193     -0.36       0.16      -0.87     -0.17     0.0100    
194     -0.35       0.15      -0.85     -0.16     0.0100    
195     -0.37       0.15      -0.80     -0.16     0.0100    
196     -0.36       0.16      -0.90     -0.17     0.0100    
197     -0.36       0.17      -0.88     -0.18     0.0100    
198     -0.38       0.16      -0.88     -0.14     0.0100    
199     -0.35       0.14      -0.80     -0.20     0.0100    
200     -0.39       0.17      -0.88     -0.19     0.0100    
201     -0.34       0.17      -0.78     -0.16     0.0100    
202     -0.38       0.18      -0.92     -0.18     0.0100    
203     -0.33       0.12      -0.74     -0.19     0.0100    
204     -0.35       0.14      -0.84     -0.18     0.0100    
205     -0.38       0.16      -0.89     -0.18     0.0100    
206     -0.36       0.18      -0.83     -0.18     0.0100    
207     -0.36       0.16      -0.79     -0.18     0.0100    
208     -0.37       0.15      -0.88     -0.20     0.0100    
209     -0.38       0.17      -0.78     -0.18     0.0100    
210     -0.36       0.15      -0.77     -0.17     0.0100    
211     -0.34       0.14      -0.79     -0.18     0.0100    
212     -0.34       0.14      -0.83     -0.18     0.0100    
213     -0.35       0.18      -0.85     -0.16     0.0100    
214     -0.36       0.15      -0.78     -0.19     0.0100    
215     -0.34       0.13      -0.95     -0.19     0.0100    
216     -0.34       0.16      -0.83     -0.17     0.0100    
217     -0.34       0.15      -0.79     -0.17     0.0100    
218     -0.37       0.16      -0.91     -0.19     0.0100    
219     -0.39       0.17      -0.90     -0.20     0.0100    
220     -0.36       0.15      -0.86     -0.14     0.0100    
221     -0.35       0.15      -0.81     -0.19     0.0100    
222     -0.36       0.17      -0.79     -0.18     0.0100    
223     -0.34       0.14      -0.82     -0.16     0.0100    
224     -0.37       0.16      -0.88     -0.18     0.0100    
225     -0.36       0.16      -0.87     -0.14     0.0100    
226     -0.36       0.15      -0.82     -0.18     0.0100    
227     -0.36       0.15      -0.82     -0.17     0.0100    
228     -0.38       0.16      -0.84     -0.14     0.0100    
229     -0.35       0.15      -0.92     -0.21     0.0100    
230     -0.35       0.15      -0.83     -0.20     0.0100    
231     -0.36       0.17      -0.92     -0.14     0.0100    
232     -0.38       0.18      -0.89     -0.18     0.0100    
233     -0.41       0.20      -0.98     -0.18     0.0100    
234     -0.36       0.19      -1.03     -0.16     0.0100    
235     -0.39       0.17      -0.84     -0.19     0.0100    
236     -0.36       0.15      -0.81     -0.20     0.0100    
237     -0.38       0.16      -0.79     -0.18     0.0100    
238     -0.35       0.15      -0.79     -0.17     0.0100    
239     -0.38       0.15      -0.73     -0.20     0.0100    
240     -0.36       0.15      -0.86     -0.16     0.0100    
241     -0.36       0.16      -0.78     -0.17     0.0100    
242     -0.34       0.15      -0.85     -0.22     0.0100    
243     -0.37       0.15      -0.76     -0.17     0.0100    
244     -0.35       0.15      -0.86     -0.18     0.0100    
245     -0.36       0.16      -0.84     -0.18     0.0100    
246     -0.39       0.17      -0.81     -0.17     0.0100    
247     -0.39       0.16      -0.93     -0.14     0.0100    
248     -0.35       0.16      -0.84     -0.18     0.0100    
249     -0.36       0.14      -0.79     -0.16     0.0100    
250     -0.38       0.14      -0.78     -0.17     0.0100    
