Total Episodes: 14631
Total Time: 153.1 min
Final Epsilon: 0.4812
Mean Reward: -5.40 +/- 1.86
Best Reward: -0.89
Worst Reward: -10.36

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -5.70       1.90      -10.36    -1.33     0.9855    
2       -6.06       1.84      -9.91     -1.65     0.9712    
3       -6.11       1.83      -10.08    -1.53     0.9571    
4       -5.73       1.86      -9.97     -1.57     0.9431    
5       -5.63       1.90      -10.02    -1.16     0.9294    
6       -5.74       1.69      -9.33     -1.20     0.9159    
7       -5.79       1.81      -10.02    -1.31     0.9025    
8       -5.56       1.87      -9.59     -1.51     0.8895    
9       -5.98       1.90      -10.28    -1.04     0.8766    
10      -5.62       1.81      -9.78     -1.52     0.8640    
11      -5.84       1.94      -9.88     -1.49     0.8514    
12      -5.90       1.92      -9.74     -1.17     0.8391    
13      -5.73       1.72      -9.42     -1.25     0.8270    
14      -5.47       1.83      -9.69     -1.38     0.8150    
15      -5.35       1.84      -9.28     -1.26     0.8032    
16      -5.71       1.79      -9.96     -1.51     0.7914    
17      -5.83       1.87      -10.27    -1.15     0.7800    
18      -5.28       1.77      -9.16     -1.28     0.7687    
19      -5.29       1.85      -9.51     -1.36     0.7576    
20      -5.90       1.91      -9.99     -1.46     0.7467    
21      -5.25       1.85      -9.52     -1.38     0.7359    
22      -5.39       1.92      -9.63     -0.96     0.7252    
23      -5.51       1.76      -9.36     -1.22     0.7147    
24      -5.56       1.83      -10.19    -1.21     0.7043    
25      -5.71       1.77      -9.18     -1.38     0.6941    
26      -5.18       1.79      -9.86     -1.25     0.6839    
27      -5.45       1.81      -9.78     -1.18     0.6740    
28      -5.37       1.82      -9.39     -1.02     0.6641    
29      -5.31       1.81      -8.97     -1.10     0.6545    
30      -5.16       1.76      -9.70     -1.34     0.6449    
31      -5.44       1.86      -9.79     -1.21     0.6355    
32      -5.15       1.79      -9.91     -1.15     0.6262    
33      -5.12       1.88      -9.96     -1.32     0.6171    
34      -5.26       1.90      -9.88     -0.89     0.6081    
35      -5.07       1.83      -9.04     -1.25     0.5992    
36      -5.36       1.94      -9.57     -0.89     0.5905    
37      -5.15       1.81      -9.89     -1.20     0.5819    
38      -5.34       1.73      -9.59     -1.30     0.5734    
39      -5.44       1.77      -8.96     -1.44     0.5651    
40      -5.18       1.81      -9.41     -0.96     0.5568    
41      -5.29       1.84      -9.91     -1.26     0.5488    
42      -5.09       1.74      -8.75     -1.20     0.5408    
43      -5.06       1.95      -9.70     -1.08     0.5330    
44      -4.83       1.87      -9.60     -0.89     0.5252    
45      -4.82       1.79      -9.38     -1.26     0.5176    
46      -4.80       1.67      -9.05     -1.10     0.5101    
47      -5.10       1.85      -10.11    -1.38     0.5027    
48      -5.08       1.92      -9.32     -1.45     0.4954    
49      -4.66       1.63      -8.96     -1.34     0.4883    
50      -4.85       1.90      -9.11     -1.34     0.4812    
