episode,reward,epsilon
1,-6.290197405242765,0.99995
2,-3.915801077207828,0.9999000025
3,-4.657398490731985,0.999850007499875
4,-5.9387434711389595,0.9998000149995
5,-3.049851095302626,0.99975002499875
6,-5.074009740953228,0.9997000374975
7,-5.072224754040381,0.9996500524956251
8,-4.950222341654011,0.9996000699930003
9,-2.6367635133014753,0.9995500899895007
10,-1.9338727989072346,0.9995001124850013
11,-6.5730027493411125,0.999450137479377
12,-2.019471624232719,0.9994001649725031
13,-2.3851620291807083,0.9993501949642545
14,-1.3343805626913492,0.9993002274545063
15,-2.2316704036286943,0.9992502624431336
16,-2.4324821872157303,0.9992002999300115
17,-2.852188917371405,0.999150339915015
18,-5.3599262884022565,0.9991003823980192
19,-8.39121012486262,0.9990504273788994
20,-2.648501882567358,0.9990004748575304
21,-3.961787714042257,0.9989505248337875
22,-6.863682786418536,0.9989005773075459
23,-4.864594067907249,0.9988506322786805
24,-8.981843389986045,0.9988006897470666
25,-1.9793553670803736,0.9987507497125793
26,-1.88888580998958,0.9987008121750937
27,-5.980963883033942,0.9986508771344849
28,-2.0601574325875447,0.9986009445906281
29,-2.685866436129304,0.9985510145433986
30,-5.998440105901146,0.9985010869926714
31,-5.959145066113587,0.9984511619383217
32,-2.696038768881992,0.9984012393802248
33,-3.460489114512916,0.9983513193182558
34,-1.9864061806109543,0.9983014017522899
35,-4.403982283209339,0.9982514866822023
36,-7.13240871036312,0.9982015741078683
37,-4.657402015380459,0.9981516640291629
38,-6.419739929330517,0.9981017564459614
39,-6.024512172373686,0.9980518513581391
40,-3.3834575094702624,0.9980019487655712
41,-6.250750083226642,0.9979520486681329
42,-5.354518236642978,0.9979021510656996
43,-6.669346131133098,0.9978522559581463
44,-6.888921192185924,0.9978023633453484
45,-4.517845447611796,0.9977524732271812
46,-7.233135864048896,0.9977025856035199
47,-8.075329580804848,0.9976527004742397
48,-6.3795929225159425,0.997602817839216
49,-5.829709758970454,0.9975529376983241
50,-2.6615989366634065,0.9975030600514392
51,-2.500986105761614,0.9974531848984366
52,-6.4355479002654015,0.9974033122391917
53,-6.53752992272912,0.9973534420735797
54,-6.686241878909648,0.997303574401476
55,-3.364511411689448,0.9972537092227559
56,-5.943918606882367,0.9972038465372948
57,-5.625255743993275,0.9971539863449679
58,-8.23985436168395,0.9971041286456507
59,-1.638121263715765,0.9970542734392184
60,-6.2805704734935475,0.9970044207255464
61,-3.376974884065122,0.9969545705045101
62,-3.5619143388538133,0.9969047227759849
63,-3.348996713484513,0.996854877539846
