epoch,episode_count,mean_reward,std_reward,min_reward,max_reward,epsilon,time
1,293,-5.697353962680106,1.9015135124319755,-10.362510126800487,-1.3343805626913492,0.9854564281915569,216.57405591011047
2,292,-6.062726249506572,1.8432208966076016,-9.910512570321774,-1.6480239202479146,0.9711729305105865,199.9536681175232
3,292,-6.1119360462904035,1.82994421253386,-10.08046533718754,-1.5344922597722492,0.9570964620803947,169.12260031700134
4,294,-5.734807894583916,1.8602314838551626,-9.969947701389067,-1.5695776306511577,0.9431297021134745,185.02031445503235
5,293,-5.628621191301418,1.8996409303374509,-10.018647949527288,-1.1629824355821912,0.9294132275661118,168.60689854621887
6,292,-5.74205938629259,1.6919039626818744,-9.334138235233139,-1.2001991873342381,0.9159420366531205,189.32654666900635
7,295,-5.790985653677921,1.813852882164325,-10.016973181747936,-1.3145465994359133,0.9025307080304504,159.59621691703796
8,290,-5.556269609350205,1.8655763917949928,-9.588778898389016,-1.5094018025254434,0.8895381119142478,153.71857714653015
9,292,-5.982865182795783,1.9018440213681347,-10.278234905116552,-1.0384758536754866,0.8766448827514143,164.30685305595398
10,291,-5.6231519606664575,1.8098346203822682,-9.779462200344714,-1.5197609541734463,0.8639817309617569,154.1847643852234
11,294,-5.842829024007962,1.9420803027728282,-9.884664145117235,-1.4868435042983974,0.8513737797988007,154.45388412475586
12,291,-5.8977553333320465,1.9157251039451126,-9.742721139347664,-1.1717979991021272,0.8390756695657396,170.7810492515564
13,291,-5.729534989990325,1.717443946372378,-9.420093001330455,-1.2533626770930764,0.826955205765881,209.48998475074768
14,292,-5.472588257522481,1.8309972421268728,-9.685360707724683,-1.3764889919750594,0.8149690718020495,211.25356793403625
15,292,-5.346687090746325,1.8440302988666588,-9.28338443755559,-1.2640745004010685,0.8031566684180569,186.97650170326233
16,294,-5.707059868830892,1.7889488368523605,-9.955107832664016,-1.5099521936805544,0.7914363279424014,176.70550060272217
17,291,-5.831935607037306,1.8723170094525237,-10.267920406566471,-1.1460395043324938,0.7800040153266842,156.97335290908813
18,293,-5.284067023237814,1.773815436369878,-9.160919373703074,-1.2835316038490754,0.7686599709189073,180.5375382900238
19,290,-5.28578018848997,1.85405670354157,-9.505348929996979,-1.3628278624606238,0.7575945429351482,163.04216527938843
20,290,-5.895519496347194,1.9134087494971561,-9.993180393596214,-1.457080805050719,0.7466884099597104,195.38137793540955
21,291,-5.249076264963914,1.848924375646543,-9.516031972293433,-1.3764889919750594,0.7359024818593595,168.15516066551208
22,292,-5.389661079974233,1.9194078105685393,-9.628168845493454,-0.9581975989204348,0.7252360930750814,158.47070908546448
23,292,-5.509382180232556,1.7646002881854534,-9.356885949609218,-1.217064710781698,0.7147243060926739,156.79702019691467
24,295,-5.562122896361414,1.8348697700148784,-10.192022540801478,-1.2072181720584978,0.7042592306184178,157.93012881278992
25,292,-5.71057816626073,1.7719982644002408,-9.181717882023175,-1.3812815759115495,0.6940514885005852,173.03138971328735
26,294,-5.176335869362345,1.791968173255431,-9.85819263156511,-1.2476642385762173,0.6839233029637788,173.75205421447754
27,293,-5.451287297663209,1.8125164199716444,-9.777491946288368,-1.1771293198788,0.6739766152956579,234.58209204673767
28,295,-5.3707434226539155,1.8187640358474932,-9.387603943346985,-1.0200213724863203,0.6641081721955302,183.05026745796204
29,292,-5.306511472436397,1.8124943393948454,-8.969192731019056,-1.0998060101190452,0.6544823914242022,165.50640654563904
30,295,-5.157177602117527,1.7620088973743475,-9.704641352328304,-1.3413100878711002,0.6448993849915953,202.0367193222046
31,293,-5.4353927313101105,1.8631005552706812,-9.78767491718757,-1.2104426714095553,0.6355202444767492,192.5172679424286
32,296,-5.146459778316956,1.785630541296966,-9.905924839552055,-1.1460395043324938,0.6261835732359601,219.4371852874756
33,292,-5.117778108003235,1.8843621501076417,-9.959394080893588,-1.322256828145496,0.6171074828474779,160.63999676704407
34,293,-5.262899629842298,1.9005709035777807,-9.87583497510435,-0.8852819691194348,0.6081325358571584,156.34681844711304
35,296,-5.067615147343101,1.8286703730954315,-9.041482044544985,-1.2536333817417251,0.5991982279299579,162.12393879890442
36,292,-5.361731008556076,1.9434783407009892,-9.574978584320432,-0.8852819691194348,0.5905132711381237,161.000333070755
37,293,-5.147278073539524,1.8139617506443875,-9.88644446152558,-1.2024096650314215,0.581925098975488,171.50932908058167
38,295,-5.338419447452062,1.733471485231716,-9.59005425496741,-1.2952051620704297,0.5734044847621077,177.65178108215332
39,293,-5.436618217599967,1.7694731135033444,-8.957887878956251,-1.4370393363071148,0.5650651354626876,183.1412169933319
40,293,-5.18120433621898,1.805923956205262,-9.407849331808563,-0.9582744870044265,0.5568470700886374,222.83032655715942
41,292,-5.291334698755354,1.835718394872073,-9.911085100844698,-1.2602844143445986,0.5487759635366593,220.88705372810364
42,293,-5.088229099189653,1.74352228563466,-8.74559374907824,-1.2035826284404716,0.5407948009042168,229.18226265907288
43,291,-5.057057748786226,1.950699169476733,-9.695282606607186,-1.0775739736854484,0.5329830098521626,234.3814570903778
44,293,-4.832787611328134,1.8704410323705771,-9.600359989055402,-0.8852819691194348,0.5252315331756983,192.37626791000366
45,292,-4.82435245248525,1.7932890063644997,-9.377595540735356,-1.2602844143445986,0.5176186715904778,201.8070969581604
46,293,-4.801384758226053,1.6677179539910638,-9.052511884590988,-1.0998060101190452,0.5100906472708103,173.5143735408783
47,293,-5.100469793683899,1.8502197782715202,-10.109695774804262,-1.3764889919750594,0.5026721073134119,199.75396275520325
48,291,-5.081962605372234,1.9166698487699627,-9.31787994082907,-1.450438821739752,0.495410999285999,162.80930137634277
49,291,-4.6604086689515904,1.6262591835344125,-8.964911612052182,-1.335524446808036,0.48825477810036383,189.2157337665558
50,293,-4.852699688721342,1.9023208628265216,-9.109685198181836,-1.335524446808036,0.4811538096742459,205.49072098731995
