step,station_loss,portion_loss
1,10.62906950712204,10.107629537582397
2,9.430567413568497,9.650179475545883
3,9.10689628124237,7.81882281601429
4,6.867172710597515,5.935509356670082
5,1.4608390387357986,1.6323960478184745
6,7.646404835924841,1.2218545681098476
7,2.585069991599994,3.227443605894223
8,4.538828118704259,2.9697951880516484
9,2.808065782097401,0.4054911161256314
10,4.947475185930671,4.184593863674081
11,5.299723302014172,1.7111273069749586
12,4.762455654330552,1.0327088609337807
13,6.073260641191155,1.160199816687964
14,4.547711366787553,2.1305167162790895
15,16.226434223353863,1.6163962021528278
16,4.167729465232696,2.875191633065697
17,4.334239321469795,3.252637777477503
18,5.63288581056986,2.8906623478978872
19,8.534376006573439,3.1787428283132613
20,6.9673957247287035,2.269491322687827
21,2.79792361787986,1.9628549329936504
22,8.416423417627811,8.390349226887338
23,5.695494374260306,11.05090231448412
24,12.174767545657232,14.907214511185884
25,4.621912678703666,9.956179908360355
26,5.858809656230733,7.394062397652306
27,2.8701477646827698,5.113805837929249
28,17.04080604016781,4.042148549400736
29,8.98933869600296,6.620380976703018
30,16.180954666739126,8.603792019188404
31,15.371957089751959,25.032145080622286
32,14.840895742177963,5.302659315988421
33,11.699613373260945,6.734352003782988
34,4.179618142545223,15.204783536493778
35,6.588257698545931,4.884938240516931
36,6.793106287717819,6.7359919641166925
37,10.116413342300802,9.174235597252846
38,26.431065797805786,6.356893932446837
39,13.698214694857597,6.76369659032207
40,17.92649745941162,3.2806059184949845
41,24.223945301026106,14.273888561874628
42,54.421213656663895,9.509503245353699
43,98.3335491437465,2.764896403066814
44,8.568857565522194,6.021673934534192
45,20.227518647909164,5.092084342613816
46,6.870287710800767,3.1275900034233928
47,12.884062594734132,3.1338290329163385
48,11.064869257621467,6.100233242672402
49,7.393965474155266,1.205251294770278
50,5.753718368709087,3.632270462810993
51,30.878323689103127,8.43607234209776
52,12.140503399074078,5.872611694037914
53,9.489813052117825,3.1805142080411315
54,39.30546441487968,7.27787318546325
55,21.18899890780449,3.3124353134044213
56,19.767880618572235,1.047982473934212
57,19.81675072386861,1.2667158563563135
58,39.57751739025116,3.5199491349048913
59,27.60400127246976,1.0321317945163173
60,12.404676303267479,3.8898551147722173
61,14.917382665444165,3.3436086132423952
62,13.838062835857272,1.5577135380590335
63,23.286488473415375,1.3206720191519707
64,6.4156315587460995,1.1125051323440402
65,21.375571206212044,4.906264201679733
66,16.976395376375876,1.6607073859777302
67,20.029391156043857,1.3978976521175355
68,9.943521251901984,1.5497423466295004
69,6.187846500775777,0.5065558066125959
70,4.909752539359033,1.0498302429914474
71,10.738051488995552,1.8501212070696056
72,8.19457365758717,0.363433439983055
73,6.7669694274663925,6.026770614087582
74,4.809803182957694,3.136477865945494
75,12.519610799849033,4.405560246785171
76,7.545689828693867,4.10242621647194
77,4.351149123162031,1.4134628055617213
78,2.9550496706506237,2.328357637859881
79,9.788036050274968,5.380912220454775
80,10.264767425367609,2.736493207514286
81,11.184049118310213,9.728713429998606
82,8.2699607135728,3.1202652286738157
83,10.553616386721842,3.0584832737222314
84,15.59661491215229,3.5749723582412116
85,17.325033630244434,12.579497878439724
86,5.2762525249272585,7.039236315526068
87,5.6498360382393,1.814806384500116
88,15.212583065032959,4.980977928265929
89,3.5842402763664722,0.8422469471697696
90,5.578348323702812,1.5513542741537094
91,18.65855737030506,5.922531198244542
92,9.689622826874256,3.5662169754505157
93,16.128960935398936,6.289079993963242
94,36.797771483659744,3.9840194355347194
95,35.74727648496628,2.4192283982411027
96,3.167450665263459,0.9535838030278683
97,8.964076410979033,3.031756780575961
98,5.285592461936176,2.948125662980601
99,8.338597379624844,1.7452320714946836
100,21.43758413940668,3.682499661226757
101,11.167798653244972,3.4343838579952717
102,4.844254488503793,1.556762045249343
103,10.453614979982376,4.460492976009846
104,8.821411283541238,2.783798417483922
105,7.054171207651962,2.7757626529346453
106,9.328237009234726,2.6473963856697083
107,10.814221047563478,2.248643378930865
108,6.561170876026154,2.1339306607842445
109,4.043579520657659,3.0976545156445354
110,6.722242929041386,2.7852834444493055
111,18.407883348641917,2.170182630419731
112,3.192121062806109,3.029317555131456
113,11.223638735711575,1.5580027857904497
114,6.399720837478526,10.62583745457232
115,8.565904333794606,2.6662726037902758
116,23.19291955512017,4.221497189253569
117,15.304482199251652,3.291720171523707
118,12.745208904147148,10.824981555342674
119,15.704363288357854,5.661715185269713
120,11.313124768435955,4.923661991022527
121,11.351382634486072,6.670496287290007
122,12.807402917183936,7.115890543907881
123,15.766091649187729,10.276327091574785
124,25.359258722513914,6.247898802161217
125,53.29447929561138,7.100969299674034
126,35.737185675650835,4.203416692791507
127,51.72335001081228,7.522401914931834
128,31.237265430856496,4.820953337941319
129,3.5667016546358354,6.3046252168715
130,38.630092206411064,5.691233733203262
131,43.867401123046875,3.5919747250118235
132,39.22617828845978,4.9258202543715015
133,8.325974557548761,7.314027920365334
134,15.717608153820038,6.108018255792558
135,12.712332639377564,14.232427552575245
136,27.753270731307566,7.664059569950041
137,6.140017155557871,19.52429163455963
138,10.708679910749197,13.51432809830294
139,6.345980849815533,7.443494766950607
140,8.058254817966372,10.375495236366987
