method,scenario,split,n,feasibility_mean,feasibility_ci95_lo,feasibility_ci95_hi,time_feasible_mean,time_feasible_ci95_lo,time_feasible_ci95_hi,time_all_mean,time_all_ci95_lo,time_all_ci95_hi,time_all_hier_mean,time_all_hier_lo,time_all_hier_hi,sd_across_seeds,n_seeds,resampling_unit,runtime_mean
RestrictedLabelSetting,exact_small,,34,0.36944444444444446,0.05555555555555555,0.6833333333333333,905.994284222306,237.6837647452558,1022.6812966796402,769.3500832876234,234.8713202636253,872.5076807568112,539.6616298439981,234.8713202636253,872.5076807568112,0.0,1,training_seed_then_base_instance,
