episode,reward,epsilon
1,-6.385336648554404,0.9999
2,-6.369647106720263,0.9998000100000001
3,-6.318416036302331,0.9997000299990001
4,-3.824306558631586,0.9996000599960002
5,-5.62550007380859,0.9995000999900007
6,-7.419370891803516,0.9994001499800017
7,-9.065410748207917,0.9993002099650037
8,-5.44096815785189,0.9992002799440072
9,-9.066291683853626,0.9991003599160128
10,-7.073157192506178,0.9990004498800211
11,-7.22058773562463,0.9989005498350332
12,-6.546459582674705,0.9988006597800497
13,-7.019612528214195,0.9987007797140718
14,-4.006908923352076,0.9986009096361004
15,-5.622809688980882,0.9985010495451367
16,-5.564100046618271,0.9984011994401822
17,-6.755518624154432,0.9983013593202382
18,-4.3361917147235705,0.9982015291843062
19,-2.685827529441749,0.9981017090313877
20,-6.306376275126909,0.9980018988604846
21,-8.328726995448704,0.9979020986705985
22,-3.2202163577255973,0.9978023084607315
23,-4.790173848823567,0.9977025282298854
24,-7.569952943025389,0.9976027579770624
25,-7.57995715586156,0.9975029977012647
26,-5.083232074356012,0.9974032474014946
27,-6.5900116972557345,0.9973035070767544
28,-6.6588069828559435,0.9972037767260468
29,-7.1423844530844836,0.9971040563483742
30,-4.711742924555271,0.9970043459427393
31,-7.452560548418967,0.9969046455081451
32,-1.994560464637513,0.9968049550435942
33,-6.633124254334788,0.9967052745480899
34,-5.6193430181881086,0.9966056040206351
35,-4.781303042830741,0.9965059434602331
36,-4.227160830358634,0.9964062928658871
37,-7.281983018379276,0.9963066522366005
38,-7.829288451203209,0.9962070215713769
39,-3.778621820738052,0.9961074008692198
40,-1.7187300453365055,0.9960077901291329
41,-8.610879269258938,0.9959081893501199
42,-4.72568785229655,0.995808598531185
43,-3.8465839843382255,0.9957090176713319
44,-8.567737587078495,0.9956094467695648
45,-8.283159778793479,0.9955098858248879
46,-7.391991608525953,0.9954103348363054
47,-7.522035174303464,0.9953107938028217
48,-6.716939362095974,0.9952112627234414
49,-9.241829589045023,0.9951117415971691
50,-8.525450157797923,0.9950122304230093
51,-5.053082455026942,0.9949127291999671
52,-7.106154914864606,0.9948132379270471
53,-4.585157656208027,0.9947137566032545
54,-2.451431898424465,0.9946142852275941
55,-3.449255871697174,0.9945148237990713
56,-4.65943061900605,0.9944153723166914
57,-7.161763512044702,0.9943159307794598
58,-4.125662452485496,0.9942164991863819
59,-9.59629606809159,0.9941170775364633
60,-4.234313911684011,0.9940176658287097
61,-8.26787917152431,0.9939182640621268
62,-7.576433145925833,0.9938188722357206
63,-9.685024199685902,0.993719490348497
64,-9.18065264528851,0.9936201183994622
65,-7.88021353487264,0.9935207563876223
66,-7.527815797046169,0.9934214043119836
67,-7.263503184041196,0.9933220621715524
68,-9.358328802315988,0.9932227299653352
69,-8.135360194979278,0.9931234076923388
70,-9.165025371815222,0.9930240953515695
71,-8.099552362902028,0.9929247929420344
72,-6.615498921404385,0.9928255004627402
73,-7.883910174666319,0.992726217912694
74,-8.045260537787257,0.9926269452909028
