epoch,episode_count,mean_reward,std_reward,min_reward,max_reward,epsilon,time
1,292,-6.614200612760144,1.984113472294113,-10.90102051063296,-1.7187300453365055,0.9712207825228317,183.2663595676422
2,291,-7.225939576796235,2.0856339786274667,-11.375938669679767,-2.027782815743423,0.9433641448187432,198.6642599105835
3,292,-6.318880063100238,1.971858205189395,-10.760571477850448,-1.791150499239308,0.9162148629348421,180.1919596195221
4,293,-6.278578722446543,2.1725166843021277,-10.840353558597737,-1.5201017057109572,0.8897579314470128,178.23682141304016
5,293,-6.6421198241262935,2.021158555674369,-11.547832320510341,-1.489215660150868,0.8640649792964199,166.96338820457458
6,294,-6.554882952666237,1.9559520144864853,-11.109194937898408,-1.5427633537344523,0.8390300341617535,164.5058147907257
7,292,-6.440885969278295,1.9701673686522805,-10.690205780831594,-1.5573693032515719,0.8148834063387363,163.84843254089355
8,293,-6.43950306449133,2.015284680405171,-10.34777830561424,-1.8832582139156517,0.791352556399221,163.3364908695221
9,293,-6.384277579034266,2.023623264594053,-10.756649424752899,-1.5601884093787446,0.7685011912725871,192.4424386024475
10,293,-6.7043861215236005,1.9968916870790625,-11.221095545773668,-1.5294885491854857,0.7463096899246545,201.49477696418762
11,292,-6.909639016893766,1.9770250887396306,-10.75796828558759,-1.7789676559811356,0.7248314810529952,207.2709994316101
12,292,-6.390522745736625,1.993480059677501,-11.09984119143631,-1.1897201324144766,0.7039713982254727,200.27239894866943
13,292,-6.336673222133313,1.9454443625718454,-11.204759892759789,-1.514327722874517,0.683711652258236,223.57433891296387
14,291,-6.20590251593797,2.0768873511284807,-10.939398888535035,-1.8718265299364192,0.6641013760638284,200.92688179016113
15,295,-6.306713424115052,2.010450560963029,-10.4042599910146,-1.5211821674102999,0.6447955807667864,192.2862389087677
16,292,-6.0264429564417705,2.0857800631259398,-10.820847745205057,-1.4614426088216403,0.6262388685195813,194.95340538024902
17,292,-6.1958757737999015,1.9437579003828733,-10.643030419681136,-1.7446842470742565,0.6082162039298006,203.9965431690216
18,291,-6.00555083865645,2.092475772123391,-10.71134236593202,-1.3033974130154622,0.5907712946532314,194.24738693237305
19,292,-6.070880105399635,2.081679875611423,-11.693633509249594,-1.2104451571236692,0.5737693590851376,187.75411772727966
20,292,-6.226122497891181,1.967763396850637,-10.7600742582181,-1.4400650577638845,0.557256725918292,192.59669828414917
21,292,-6.381181490840662,1.8920604082360977,-10.441276385712918,-2.04975994655095,0.5412193134124749,211.14348030090332
22,292,-5.907888587682277,1.933535801309875,-11.469274196785651,-1.5552032061565313,0.5256434450889338,208.1347279548645
23,293,-5.731287120377326,2.00018469643528,-10.480400489180447,-1.7094419327265205,0.510464786483464,202.0739619731903
24,295,-5.72643160513763,1.8990050012568427,-10.88763219141078,-1.5240821189459197,0.4956252920487312,219.01835942268372
25,291,-6.056434725672628,1.8793455602863545,-10.559571633127021,-1.7789676559811356,0.48140972495417156,226.0236279964447
26,295,-5.890697460562306,1.9625512594356131,-10.553267975096208,-1.7345314243081131,0.467414877271343,239.7209370136261
27,291,-5.6684041761309,1.9453560058739037,-10.62295707519761,-1.8085223335330667,0.45400844371065807,204.45691633224487
28,291,-6.120168522324529,2.016403404073334,-11.85245583319585,-1.6279556226599405,0.4409865346261008,231.58983039855957
29,293,-5.820190809756524,1.9375484435063943,-10.393516631327762,-1.4717039793439195,0.4282524577128696,211.0848572254181
30,292,-5.650238566707979,1.76513246288814,-10.114243026878379,-1.8727599104935604,0.41592768709721983,209.81802606582642
31,291,-5.5984063953625505,1.8969998829657062,-12.243924318378124,-1.9986922648280427,0.40399801353682663,204.69159412384033
32,292,-5.450695196673888,1.8916363237938527,-10.314029137300949,-1.5463089110481802,0.3923712668449065,204.78877878189087
33,292,-5.679139583779349,1.9655278660720625,-11.145443558828553,-1.7715241923712786,0.3810791288245847,213.5302619934082
34,292,-5.43610574070274,1.8910998075753882,-11.165247796259377,-1.5390055435817513,0.37011196970013166,214.8620035648346
35,293,-5.420504691569559,1.9013684919461178,-9.533624589219258,-1.2104451571236692,0.3594244907895452,205.87282633781433
36,292,-5.592709708602211,1.8787897347577045,-9.424263161868748,-1.529252137083604,0.3490805352024923,209.0087080001831
37,291,-5.4406334173838555,1.9411356070055272,-10.307377257849003,-1.7460848587655438,0.3390681773805918,206.60618829727173
38,292,-5.783543060421176,1.8876424572099448,-10.116161956266332,-1.9142369157206247,0.32931006056416867,209.13871788978577
39,295,-5.33693283841912,1.8487995296202375,-10.903151237007615,-1.618089734085216,0.3197368344760222,208.5999400615692
40,290,-5.147582473095252,1.9833822522399003,-10.068624691649493,-1.4614426088216403,0.31059717491018524,207.73510217666626
41,293,-5.7046853213837,1.922662055913988,-10.875844883843392,-1.6799463306866758,0.3016282654225245,212.63078951835632
42,291,-5.213220773219457,1.6444939291555827,-10.03804995626918,-1.5850492251302681,0.29297693766843536,206.69935607910156
43,292,-5.657543487777912,1.813693633830076,-10.506815180982272,-1.8072169386893355,0.28454529066348055,214.09082961082458
