Total Episodes: 14604
Total Time: 134.3 min
Final Epsilon: 0.4818
Mean Reward: -3.57 +/- 1.11
Best Reward: -0.71
Worst Reward: -6.66

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -3.83       1.19      -6.18     -1.18     0.9855    
2       -3.78       1.09      -6.28     -0.98     0.9712    
3       -3.84       1.13      -6.04     -0.96     0.9571    
4       -3.84       1.14      -6.04     -0.83     0.9431    
5       -3.72       1.10      -5.82     -1.02     0.9295    
6       -3.71       1.05      -6.39     -1.28     0.9160    
7       -3.93       1.08      -6.04     -1.01     0.9028    
8       -3.54       1.11      -5.85     -1.16     0.8897    
9       -3.82       1.19      -6.44     -1.12     0.8768    
10      -3.54       1.17      -5.88     -0.94     0.8641    
11      -3.82       1.10      -6.38     -1.09     0.8515    
12      -3.73       1.11      -6.02     -1.09     0.8392    
13      -3.82       1.15      -6.55     -0.94     0.8272    
14      -3.67       1.22      -6.08     -0.78     0.8151    
15      -3.59       1.07      -6.14     -1.02     0.8033    
16      -3.61       1.15      -6.02     -0.78     0.7917    
17      -3.84       1.06      -6.61     -1.02     0.7802    
18      -3.88       1.13      -6.07     -0.96     0.7690    
19      -3.52       1.06      -5.58     -1.02     0.7579    
20      -3.65       1.15      -6.34     -0.94     0.7469    
21      -3.55       1.15      -6.62     -0.95     0.7359    
22      -3.69       1.07      -6.05     -0.75     0.7252    
23      -3.56       1.11      -6.15     -0.96     0.7146    
24      -3.51       1.09      -5.71     -0.79     0.7043    
25      -3.57       1.17      -6.66     -0.96     0.6940    
26      -3.48       1.11      -6.07     -1.13     0.6840    
27      -3.61       1.11      -6.36     -1.02     0.6740    
28      -3.38       1.05      -5.58     -1.03     0.6642    
29      -3.42       1.07      -6.34     -0.90     0.6545    
30      -3.40       1.08      -5.95     -0.97     0.6451    
31      -3.33       1.07      -6.02     -1.06     0.6358    
32      -3.53       1.10      -6.33     -1.03     0.6266    
33      -3.44       1.09      -5.84     -0.94     0.6175    
34      -3.78       1.12      -6.29     -1.03     0.6086    
35      -3.60       1.07      -6.34     -0.71     0.5998    
36      -3.58       1.04      -6.01     -1.22     0.5911    
37      -3.36       1.09      -5.65     -0.80     0.5825    
38      -3.41       1.07      -6.02     -1.09     0.5741    
39      -3.33       0.98      -5.48     -1.19     0.5658    
40      -3.41       1.03      -6.36     -0.76     0.5577    
41      -3.41       1.08      -5.77     -0.98     0.5496    
42      -3.56       1.16      -6.50     -1.08     0.5416    
43      -3.40       1.06      -6.07     -0.80     0.5337    
44      -3.39       0.96      -5.63     -0.95     0.5259    
45      -3.21       1.08      -5.88     -1.04     0.5183    
46      -3.42       1.07      -5.75     -0.99     0.5108    
47      -3.44       1.12      -6.26     -0.79     0.5034    
48      -3.51       1.08      -5.71     -0.98     0.4961    
49      -3.27       1.09      -5.60     -0.99     0.4889    
50      -3.40       1.05      -5.81     -0.97     0.4818    
