epoch,episode_count,mean_reward,std_reward,min_reward,max_reward,epsilon,time
1,293,-3.8268814305679015,1.1943866458201782,-6.180456573743071,-1.1839496674842882,0.9854564281915569,155.5129964351654
2,291,-3.784886678171198,1.093041774423548,-6.277108817008097,-0.9770663369808267,0.9712214915851658,161.84024596214294
3,293,-3.844738018537388,1.1276920234024415,-6.041132897810957,-0.9576328599100089,0.9570964620803947,164.31709337234497
4,295,-3.8408523870870304,1.1447370016757972,-6.040196519700137,-0.8316888744200924,0.9430825456283688,163.4782099723816
5,291,-3.718558315469626,1.1003413642558701,-5.821368270960718,-1.0160367269968464,0.9294597005511394,162.6173939704895
6,292,-3.706861438073555,1.0465356569710071,-6.389866668860119,-1.2764184498678317,0.9159878360449227,165.22936844825745
7,291,-3.9292854283869194,1.077162227614909,-6.040135517058381,-1.005414060305639,0.9027563745563085,165.83798003196716
8,291,-3.5376807264833343,1.1060721028542995,-5.854593944153844,-1.1563360810676802,0.8897160417773075,154.90777158737183
9,292,-3.823747321142597,1.1941048046478455,-6.438453253445082,-1.1229287671488255,0.8768202336462784,158.00743103027344
10,292,-3.5402222106633054,1.171157167450544,-5.883564967371035,-0.9399925630500672,0.8641113411822071,155.3545422554016
11,293,-3.8198361996243424,1.1043157068021743,-6.376668362452017,-1.087777026655922,0.8515440758412336,159.8237338066101
12,291,-3.729210504104719,1.1051261343663639,-6.018555230117649,-1.0912923787472024,0.8392435056786424,157.46265244483948
13,290,-3.820711907031773,1.1511932145452246,-6.5480796767177125,-0.9422046819838971,0.827161975581761,156.6988434791565
14,294,-3.6655247834843845,1.2169218702358122,-6.075351342988567,-0.7761147873815044,0.8150913293883747,157.71127080917358
15,292,-3.585421638117844,1.0663373589812228,-6.1401507804125535,-1.0160367269968464,0.8032771539666735,156.3871715068817
16,291,-3.610437635707881,1.1473655457076997,-6.019620704092496,-0.7761147873815044,0.7916738003967321,153.34740042686462
17,291,-3.843902289771298,1.0606098978815897,-6.6110868671945076,-1.020015124385768,0.7802380574869536,164.6124062538147
18,291,-3.883269147594383,1.1254478649537427,-6.0713518400863755,-0.956326231412219,0.7689675040982038,179.7532126903534
19,290,-3.5150631902448874,1.0555325395906903,-5.584387548505502,-1.017943771675047,0.7578976489471966,165.14285492897034
20,293,-3.647086281860534,1.1534885237462915,-6.33970070665575,-0.9355108362446827,0.7468751100662828,162.943612575531
21,295,-3.549910657399473,1.1536485815358544,-6.616687887232256,-0.948694667408243,0.7359392788233007,166.76810383796692
22,295,-3.691093683522657,1.0681156755032686,-6.051416306081828,-0.7458981704829484,0.7251635712788641,170.97486186027527
23,294,-3.5601674377029306,1.1088219510254254,-6.147456163263807,-0.9604627149751764,0.7145813719519626,163.81012535095215
24,289,-3.5144785802744942,1.0912444540312047,-5.7110881847827475,-0.792982391763236,0.7043296618237761,161.17420053482056
25,295,-3.572803044688774,1.1696901912919655,-6.663842913913962,-0.9569342027998232,0.6940167859261601,162.238374710083
26,290,-3.4840118279575267,1.108566553172343,-6.0742712581355836,-1.1279631244825281,0.6840259017189277,160.24972653388977
27,294,-3.6147407707442274,1.1075731501355952,-6.359851014725566,-1.0160367269968464,0.674044018012349,168.10662126541138
28,294,-3.379072569975979,1.0523630175240786,-5.582677692320568,-1.0323328966403886,0.6642077983838124,162.6654622554779
29,293,-3.4235644396764835,1.0724812959481396,-6.338508506229962,-0.9022337805923848,0.6545478445722898,162.3233642578125
30,292,-3.399539886981246,1.0771198846669632,-5.954623130618801,-0.9723850242022707,0.6450606340243917,157.28518915176392
31,290,-3.3335970135834385,1.0695776806142112,-6.022781083050081,-1.0581039543758308,0.6357745097808959,155.90907740592957
32,291,-3.5304234684535016,1.0990439023603809,-6.330158294300083,-1.0279614418229928,0.6265907350509475,161.21932411193848
33,291,-3.4409775626825216,1.091789409382577,-5.841659595257794,-0.9399925630500672,0.6175396201193921,157.2365963459015
34,292,-3.78420184892175,1.1246866110920615,-6.288200601718,-1.0320886965461389,0.6085888177505149,160.95282316207886
35,292,-3.5972808337096818,1.0703058457721943,-6.3383230374886566,-0.7062783959969432,0.5997677509652938,174.90927076339722
36,292,-3.579503311058548,1.0368613211662823,-6.012266494777793,-1.2234156959002314,0.5910745393377084,160.06558537483215
37,293,-3.3571080279369294,1.0881105521912677,-5.647926286257546,-0.7968440155773464,0.5824782043307084,159.60488748550415
38,290,-3.413547998919677,1.0749436252329865,-6.022419418954782,-1.0886365633953834,0.574093000383605,154.54045796394348
39,292,-3.3287135412813673,0.9789335880680867,-5.478913108905321,-1.1896895312385354,0.565771926204113,158.77522540092468
40,289,-3.4132136177227803,1.029865791034086,-6.364542076254758,-0.7640330225502006,0.5576551042244582,156.16607356071472
41,291,-3.4053933638218012,1.0788335062216687,-5.766587618304386,-0.9788411884015549,0.5495997657744031,155.58098435401917
42,293,-3.563704694162946,1.1560071166445276,-6.5016614502130325,-1.0750791755020117,0.5416066221149605,157.767653465271
43,293,-3.3984468588754737,1.0591010238258431,-6.06605244330746,-0.7968440155773464,0.5337297273143042,159.80705642700195
44,294,-3.386684023792106,0.9558136482632509,-5.625724322898273,-0.9539983736408205,0.5259410923292737,159.5783724784851
45,292,-3.2127728444730055,1.0817332964996225,-5.88122206697895,-1.0439275078833736,0.5183179461832806,154.4914698600769
46,292,-3.421942954324244,1.0730681668122952,-5.748502111701322,-0.9900343705399216,0.5108052921779678,159.43771409988403
