episode,reward,reward_ma,reward_rolling_std,epsilon
1,-2.9874573731516536,,0.0,0.999
2,-5.153077798617384,,1.0828102127328654,0.998001
3,-3.9648121702528303,,0.8855073517584057,0.997002999
4,-2.940994887889748,,0.9014148886715178,0.996005996001
5,-3.0154674130187784,,0.8597149567697008,0.995009990004999
6,-1.6376691606180658,,1.0758762816902596,0.994014980014994
7,-7.386961469507433,,1.7476413925180108,0.993020965034979
8,-3.866717658971246,,1.6347690888225797,0.9920279440699441
9,-2.310327072627085,,1.6172570068011243,0.9910359161258742
10,-3.866956980717252,,1.5351222526598043,0.9900448802097482
11,-6.383553750563195,,1.6528019011100386,0.9890548353295385
12,-3.735689465749884,,1.583606480167365,0.988065780494209
13,-3.8436122444601377,,1.5216854547742895,0.9870777147137147
14,-3.412154466964737,,1.472391143816762,0.986090636999001
15,-7.439375464280771,,1.6750680453764042,0.9851045463620021
16,-8.394177191585914,,1.9225196400115698,0.98411944181564
17,-3.6154630269781887,,1.8741427002435762,0.9831353223738244
18,-4.693826606852102,,1.8230387203163618,0.9821521870514506
19,-3.672187598501237,,1.7812313502813308,0.9811700348643991
20,-4.526357867376436,,1.736642758157475,0.9801888648295347
21,-4.192375058646592,,1.69509067760858,0.9792086759647052
22,-8.237582625821167,,1.8448497943498554,0.9782294672887405
23,-1.6451121892355975,,1.8966932705872674,0.9772512378214517
24,-6.749022964940632,,1.9157659064430466,0.9762739865836303
25,-2.3391744623955066,,1.923637308882365,0.9752977125970467
26,-7.53730910894493,,1.980396387731537,0.9743224148844496
27,-5.267194143424817,,1.9484782396777378,0.9733480924695651
28,-2.543989838899227,,1.9491995764184284,0.9723747443770956
29,-6.440903173109531,,1.9485288713933382,0.9714023696327185
30,-5.0571674244864555,,1.9179845103446036,0.9704309672630859
31,-2.642265310091983,,1.9170375594143896,0.9694605362958227
32,-8.601007359576602,,2.01726134394061,0.9684910757595269
33,-7.061247539392088,,2.0297759517864056,0.9675225846837673
34,-8.143662581610386,,2.0825416814353916,0.9665550620990835
35,-5.660446333887754,,2.057539330356733,0.9655885070369844
36,-8.911400345269763,,2.1368831512149113,0.9646229185299474
37,-6.34354932414908,,2.1200435432007176,0.9636582956114175
38,-8.320000080616007,,2.1592436058818527,0.9626946373158061
39,-8.175543190157232,,2.1872875093282285,0.9617319426784903
40,-6.196440910155674,,2.1659843919635264,0.9607702107358118
41,-6.917416313882834,,2.156266903945046,0.959809440525076
42,-2.8753583747316305,,2.160104655404327,0.9588496310845509
43,-6.76141561058259,,2.1484456121923565,0.9578907814534664
44,-6.594020604233358,,2.134073136545418,0.9569328906720129
45,-7.07322592474129,,2.1276730197349156,0.9559759577813409
46,-7.021459315953644,,2.1198688830860086,0.9550199818235596
47,-8.61126577251081,,2.1506952895162716,0.9540649618417361
48,-7.683646381500546,,2.1535013053353276,0.9531108968798944
49,-6.052241010451871,,2.133251708995462,0.9521577859830145
50,-6.027591360752645,-5.450597486056727,2.113419485569483,0.9512056281970315
51,-3.4833305499691507,-5.460514949593076,2.1029753126326063,0.9502544225688344
52,-8.469568810434021,-5.52684476982941,2.144132288643231,0.9493041681462656
53,-2.6928792237503276,-5.50140611089936,2.169904247500052,0.9483548639781193
54,-6.622616046695105,-5.575038534075467,2.1440827482539597,0.9474065091141411
55,-6.035128954350223,-5.635431764902096,2.1134448340215077,0.946459102605027
56,-6.557264916494897,-5.733823680019633,2.038215275154952,0.9455126435024219
57,-2.727160459551903,-5.640627659820522,2.0668282930857216,0.9445671308589195
58,-9.663153453081385,-5.756556375702724,2.125798407013294,0.9436225637280606
59,-8.483802322890428,-5.880025880707992,2.1011905267099187,0.9426789411643326
60,-5.6242064308022135,-5.915170869709691,2.0818324628029936,0.9417362622231683
61,-7.750109765524462,-5.942501990008916,2.096719289177622,0.9407945259609451
62,-5.206041001399512,-5.971909020721908,2.0757683082570892,0.9398537314349842
63,-8.706384095268975,-6.0691644577380846,2.087656481522942,0.9389138777035492
64,-6.233152104162629,-6.125584410482043,2.0529174778639616,0.9379749638258457
65,-5.350930027821488,-6.0838155017528575,2.046999359739415,0.9370369888620198
66,-7.898966271922239,-6.073911283359584,2.0369703750529995,0.9360999518731578
67,-6.033135352622456,-6.1222647298724695,2.0065054572560572,0.9351638519212846
68,-5.678947442864427,-6.141967146592716,1.9971975014221717,0.9342286880693633
69,-6.763318142398414,-6.203789757470659,1.967409755324893,0.933294459381294
70,-8.804586383218114,-6.289354327787493,1.985544549111386,0.9323611649219127
71,-9.390788525089109,-6.393322597116343,2.0089821293327637,0.9314288037569908
72,-7.423684350266565,-6.3770446316052505,1.9972358973327997,0.9304973749532338
73,-7.394185754352816,-6.4920261029075945,1.8837723639921509,0.9295668775782806
74,-5.526473450503097,-6.467575112618844,1.8882069164061144,0.9286373107007023
75,-6.640209289401447,-6.5535958091589634,1.7937803688119731,0.9277086733900016
76,-8.044206412043772,-6.563733755220939,1.8007303506771908,0.9267809647166116
77,-6.863234089559738,-6.595654554143638,1.7915871645422075,0.925854183751895
78,-5.056509019732603,-6.6459049377603066,1.7106487387320586,0.9249283295681431
79,-7.70720873947574,-6.6712310490876305,1.7167890074587304,0.9240034012385749
80,-7.560703447822398,-6.7213017695543495,1.705454958173942,0.9230793978373364
81,-7.315824668303381,-6.814772956718578,1.604412083076061,0.9221563184394991
82,-5.704371103894937,-6.756840231604944,1.5911093960936142,0.9212341621210596
83,-6.929403285430889,-6.75420334652572,1.5907119290257101,0.9203129279589385
84,-5.752758620144391,-6.706385267296399,1.5841476458727615,0.9193926150309796
85,-4.986716887199992,-6.692910678362645,1.595809393718105,0.9184732224159486
86,-8.631983818608923,-6.6873223478294275,1.5885032440828744,0.9175547491935327
87,-8.170331442583313,-6.723857990198113,1.6011341058652055,0.9166371944443392
88,-7.767472267328124,-6.712807433932355,1.5919602802530937,0.9157205572498949
89,-5.7684849463786065,-6.664666269056783,1.5833707536477835,0.914804836692645
90,-6.830875451187845,-6.677354959877426,1.582109272693432,0.9138900318559524
91,-6.689615335773663,-6.672798940315243,1.5817393624396194,0.9129761418240965
92,-9.349972797500385,-6.802291228770617,1.529727184229461,0.9120631656822724
93,-9.09413905942958,-6.848945697747557,1.5629800164908554,0.9111511025165902
94,-7.547407129595479,-6.868013428254799,1.5655670490185254,0.9102399514140735
95,-2.4811619008796386,-6.776172147777566,1.681253237101201,0.9093297114626595
96,-2.7319096388518305,-6.69038115423553,1.7734627770593177,0.9084203817511969
97,-7.296217469072017,-6.664080188166754,1.7544296165055346,0.9075119613694457
98,-3.511688115742064,-6.580641022851585,1.802504478795324,0.9066044494080763
99,-3.6936171047691335,-6.53346854473793,1.846052860563679,0.9056978449586682
100,-2.1793451776265096,-6.456503621075408,1.9432028036043845,0.9047921471137096
101,-5.825041815538537,-6.5033378463867955,1.8986899192067757,0.9038873549665959
102,-2.5844855826944055,-6.385636181832003,1.954736940018232,0.9029834676116293
103,-6.690998183841359,-6.465598561033823,1.882481968731822,0.9020804841440176
104,-2.8801775071597895,-6.390749790243117,1.9480112466222448,0.9011784036598737
105,-3.6761479595329205,-6.343570170346771,1.9842816934197294,0.9002772252562138
106,-7.94919685534621,-6.371408809123798,1.9968090247123609,0.8993769480309576
107,-4.872169966466597,-6.414308999262091,1.9402961826325178,0.8984775710829266
108,-5.392215385867091,-6.328890237917806,1.8887155987435849,0.8975790935118436
109,-5.351238726493426,-6.266238965989865,1.8680376224101418,0.8966815144183318
110,-7.685721696769159,-6.307469271309204,1.8761447517709906,0.8957848329039134
111,-5.9254083905983865,-6.270975243810683,1.8654443154313576,0.8948890480710096
112,-5.751996369546032,-6.281894351173612,1.860770901990631,0.8939941590229386
113,-8.253471325828036,-6.272836095784794,1.850017730363581,0.8931001648639156
114,-5.249090824569349,-6.253154870192929,1.8555613283429133,0.8922070646990518
115,-5.027311719492909,-6.2466825040263565,1.8592578054149569,0.8913148576343527
116,-2.499012244544845,-6.13868342347881,1.9161094958483782,0.8904235427767183
117,-3.3705586822974296,-6.085431890072309,1.9549085293229866,0.8895331192339416
118,-6.823766136112679,-6.108328263937274,1.9567169624513099,0.8886435861147077
119,-6.084235735093957,-6.094746615791185,1.9544790058119086,0.887754942528593
120,-2.063155148646548,-5.959917991099754,1.9949985939794102,0.8868671875860644
121,-7.606528383985587,-5.924232788277683,1.9487316438080016,0.8859803203984784
122,-6.037123435483322,-5.896501569982018,1.937027048169433,0.88509434007808
123,-9.649431786202065,-5.941606490619003,1.9967142703222156,0.8842092457380019
124,-6.085197080373058,-5.952780963216402,1.99592301073963,0.8833250364922639
125,-5.239743451552172,-5.9247716464594165,1.995906169829316,0.8824417114557717
126,-7.457027374912222,-5.9130280657167855,1.9850993942143675,0.8815592697443159
127,-4.825023708697623,-5.872263858099544,1.986095446888314,0.8806777104745716
128,-5.416432616713503,-5.879462330039161,1.9837766581544194,0.8797970327640969
129,-5.858102209390054,-5.842480199437448,1.9665192950503667,0.8789172357313328
130,-7.041018000382544,-5.832086490488651,1.9587685272128899,0.8780383184956015
131,-6.015394158994885,-5.806077880302481,1.9474958664440092,0.8771602801771059
132,-8.420913367633812,-5.860408725577258,1.9814965849622428,0.8762831198969288
133,-5.121878224066055,-5.824258224349961,1.9781494928673518,0.8754068367770318
134,-8.460954144586157,-5.878422134838797,2.012233274394321,0.8745314299402548
135,-7.686096804774001,-5.932409733190277,2.0237635926849524,0.8736568985103146
136,-6.138942181656555,-5.88254890045123,1.9870158742767472,0.8727832416118043
137,-6.780699844961849,-5.8547562684988,1.9644119164314195,0.8719104583701925
138,-7.043137077269291,-5.840269564697623,1.9528900742029147,0.8710385479118223
139,-7.2093383286810155,-5.869086632343672,1.9622265780266828,0.8701675093639105
140,-3.317342584187848,-5.798815975003672,1.9892517129152383,0.8692973418545467
141,-7.57769610777864,-5.816577590443771,2.0010559019842082,0.8684280445126921
142,-5.158248515154202,-5.732743104796848,1.9380832829175758,0.8675596164681794
143,-5.1625160552389655,-5.654110644713035,1.8789644143065243,0.8666920568517111
144,-6.070172547113345,-5.624565953063392,1.860485178646904,0.8658253647948594
145,-5.509617703213747,-5.685135069110075,1.8056525035131457,0.8649595394300645
146,-5.780602915660985,-5.746108934646258,1.7556806727081347,0.8640945798906344
147,-5.969719858423222,-5.719578982433282,1.7420258590764723,0.8632304853107438
148,-6.210077598848516,-5.773546772095411,1.7143680198953317,0.862367254825433
149,-5.17893451292534,-5.803253120258535,1.6907762616246063,0.8615048875706075
150,-8.31104711535485,-5.925887159013103,1.6452391006523688,0.8606433826830369
151,-6.025185349521681,-5.929890029692765,1.6452323490280918,0.8597827393003539
152,-6.681826352879861,-6.011836845096474,1.5771961666629544,0.8589229565610536
153,-7.051677298558312,-6.019050427390813,1.5811059019746272,0.8580640336044925
154,-7.2766970514930716,-6.106980818277479,1.525367875645951,0.857205969570888
155,-3.794356320349493,-6.10934498549381,1.521685657549319,0.8563487636013172
156,-6.20980204940113,-6.074557089374909,1.4989388836936328,0.8554924148377159
157,-6.278007152448147,-6.102673833094539,1.4892751151039536,0.8546369224228781
158,-5.743659345119153,-6.109702712279581,1.486732580954653,0.8537822855004553
159,-5.0105032628240025,-6.102888003006193,1.4909683978034476,0.8529285032149548
160,-6.590355664579389,-6.080980682362398,1.4755175623929917,0.8520755747117399
161,-8.471379271388187,-6.131900099978193,1.5127310875925237,0.8512234991370281
162,-5.369089566590103,-6.124241963919075,1.5156014507877693,0.8503722756378911
163,-7.433799022378176,-6.107848517850078,1.4967984008646156,0.8495219033622532
164,-7.048826213297268,-6.143843225624636,1.4973541060131033,0.8486723814588909
165,-6.198038872911075,-6.167257768692998,1.488840813937877,0.847823709077432
166,-6.695488743549779,-6.251187298673098,1.3950135691067034,0.8469758853683546
167,-7.378557597882083,-6.331347276984791,1.3413038757828202,0.8461289094829862
168,-5.5547616692049875,-6.305967187646637,1.3437500198038774,0.8452827805735033
169,-5.745647017672113,-6.2991954132982,1.3457020977585186,0.8444374977929298
170,-6.837122219445829,-6.394674754714186,1.2036213664499689,0.8435930602951368
171,-3.1992976210770157,-6.306530139456014,1.2711301415369474,0.8427494672348417
172,-7.610858150898245,-6.338004833764313,1.283493284800387,0.8419067177676068
173,-8.383990691324287,-6.312696011866757,1.229278108900476,0.8410648110498392
174,-6.897347604523093,-6.328939022349758,1.2315283464263727,0.8402237462387894
175,-6.947680532096515,-6.363097763960645,1.224510159088935,0.8393835224925505
176,-6.590816027082029,-6.345773537004041,1.2150014292770241,0.838544138970058
177,-6.698741491420167,-6.383247892658492,1.1962701503191115,0.8377055948310879
178,-5.270840156914856,-6.380336043462519,1.1987944684280136,0.8368678892362568
179,-6.712598974361932,-6.397425978761956,1.1973176358849231,0.8360310213470206
180,-4.446456016464978,-6.345534739083605,1.224221500593554,0.8351949903256736
181,-5.899307831944489,-6.343213012542597,1.2249552665718346,0.8343597953353479
182,-7.095879777823749,-6.316712340746395,1.1936525831985942,0.8335254355400126
183,-7.665033252458115,-6.367575441314237,1.1958370493795631,0.8326919101044725
184,-5.578656758129908,-6.309929493585113,1.1625430569430657,0.831859218194368
185,-5.525024753446376,-6.26670805255856,1.1506880749952457,0.8310273589761736
186,-6.057631626966867,-6.265081841464766,1.1509249228568992,0.8301963316171974
187,-8.309058844557994,-6.295649021456689,1.184032696691005,0.8293661352855802
188,-8.696759583425553,-6.328721471579814,1.2267728031793605,0.8285367691502946
189,-7.453770898198492,-6.333610122970164,1.2307528651092445,0.8277082323811443
190,-8.674192226041708,-6.440747115807241,1.196195374533182,0.8268805241487632
191,-6.875587169160007,-6.426704937034868,1.1868508113924874,0.8260536436246144
192,-3.1385168613976866,-6.386310303959738,1.2613671569581857,0.8252275899809898
193,-7.036331295772724,-6.423786608770413,1.2522538599510977,0.8244023623910088
194,-4.033136998519675,-6.38304589779854,1.2954856916692432,0.8235779600286178
195,-4.564747998986358,-6.3641485037139915,1.314835607432022,0.8227543820685892
196,-9.18058178921478,-6.432148081185067,1.3696730091528058,0.8219316276865206
197,-5.047967658317056,-6.413713037182945,1.381921348265244,0.8211096960588341
198,-5.69416931620473,-6.403394871530069,1.3853251112074234,0.8202885863627752
199,-4.094091355724288,-6.3816980083860475,1.4125602645685387,0.8194682977764125
200,-7.170394997510504,-6.35888496602916,1.3902514756036823,0.818648829478636
201,-2.4472270519758896,-6.287325800078245,1.4938114657603188,0.8178301806491574
202,-8.473640531879386,-6.323162083658236,1.5240325732814128,0.8170123504685082
203,-2.9054652184862375,-6.2402378420567945,1.5933603495301691,0.8161953381180397
204,-10.019026534916229,-6.2950844317252574,1.6732868794399194,0.8153791427799216
205,-8.901436202795114,-6.397226029374169,1.6733931529339394,0.8145637636371417
