episode,reward,epsilon
1,-2.9874573731516536,0.999
2,-5.153077798617384,0.998001
3,-3.9648121702528303,0.997002999
4,-2.940994887889748,0.996005996001
5,-3.0154674130187784,0.995009990004999
6,-1.6376691606180658,0.994014980014994
7,-7.386961469507433,0.993020965034979
8,-3.866717658971246,0.9920279440699441
9,-2.310327072627085,0.9910359161258742
10,-3.866956980717252,0.9900448802097482
11,-6.383553750563195,0.9890548353295385
12,-3.735689465749884,0.988065780494209
13,-3.8436122444601377,0.9870777147137147
14,-3.412154466964737,0.986090636999001
15,-7.439375464280771,0.9851045463620021
16,-8.394177191585914,0.98411944181564
17,-3.6154630269781887,0.9831353223738244
18,-4.693826606852102,0.9821521870514506
19,-3.672187598501237,0.9811700348643991
20,-4.526357867376436,0.9801888648295347
21,-4.192375058646592,0.9792086759647052
22,-8.237582625821167,0.9782294672887405
23,-1.6451121892355975,0.9772512378214517
24,-6.749022964940632,0.9762739865836303
25,-2.3391744623955066,0.9752977125970467
26,-7.53730910894493,0.9743224148844496
27,-5.267194143424817,0.9733480924695651
28,-2.543989838899227,0.9723747443770956
29,-6.440903173109531,0.9714023696327185
30,-5.0571674244864555,0.9704309672630859
31,-2.642265310091983,0.9694605362958227
32,-8.601007359576602,0.9684910757595269
33,-7.061247539392088,0.9675225846837673
34,-8.143662581610386,0.9665550620990835
35,-5.660446333887754,0.9655885070369844
36,-8.911400345269763,0.9646229185299474
37,-6.34354932414908,0.9636582956114175
38,-8.320000080616007,0.9626946373158061
39,-8.175543190157232,0.9617319426784903
40,-6.196440910155674,0.9607702107358118
41,-6.917416313882834,0.959809440525076
42,-2.8753583747316305,0.9588496310845509
43,-6.76141561058259,0.9578907814534664
44,-6.594020604233358,0.9569328906720129
45,-7.07322592474129,0.9559759577813409
46,-7.021459315953644,0.9550199818235596
47,-8.61126577251081,0.9540649618417361
48,-7.683646381500546,0.9531108968798944
49,-6.052241010451871,0.9521577859830145
50,-6.027591360752645,0.9512056281970315
51,-3.4833305499691507,0.9502544225688344
52,-8.469568810434021,0.9493041681462656
53,-2.6928792237503276,0.9483548639781193
54,-6.622616046695105,0.9474065091141411
55,-6.035128954350223,0.946459102605027
56,-6.557264916494897,0.9455126435024219
57,-2.727160459551903,0.9445671308589195
58,-9.663153453081385,0.9436225637280606
59,-8.483802322890428,0.9426789411643326
60,-5.6242064308022135,0.9417362622231683
61,-7.750109765524462,0.9407945259609451
62,-5.206041001399512,0.9398537314349842
63,-8.706384095268975,0.9389138777035492
64,-6.233152104162629,0.9379749638258457
65,-5.350930027821488,0.9370369888620198
66,-7.898966271922239,0.9360999518731578
67,-6.033135352622456,0.9351638519212846
68,-5.678947442864427,0.9342286880693633
69,-6.763318142398414,0.933294459381294
70,-8.804586383218114,0.9323611649219127
71,-9.390788525089109,0.9314288037569908
72,-7.423684350266565,0.9304973749532338
73,-7.394185754352816,0.9295668775782806
74,-5.526473450503097,0.9286373107007023
75,-6.640209289401447,0.9277086733900016
76,-8.044206412043772,0.9267809647166116
77,-6.863234089559738,0.925854183751895
78,-5.056509019732603,0.9249283295681431
79,-7.70720873947574,0.9240034012385749
80,-7.560703447822398,0.9230793978373364
81,-7.315824668303381,0.9221563184394991
82,-5.704371103894937,0.9212341621210596
83,-6.929403285430889,0.9203129279589385
84,-5.752758620144391,0.9193926150309796
85,-4.986716887199992,0.9184732224159486
86,-8.631983818608923,0.9175547491935327
87,-8.170331442583313,0.9166371944443392
88,-7.767472267328124,0.9157205572498949
89,-5.7684849463786065,0.914804836692645
90,-6.830875451187845,0.9138900318559524
91,-6.689615335773663,0.9129761418240965
92,-9.349972797500385,0.9120631656822724
93,-9.09413905942958,0.9111511025165902
94,-7.547407129595479,0.9102399514140735
95,-2.4811619008796386,0.9093297114626595
96,-2.7319096388518305,0.9084203817511969
97,-7.296217469072017,0.9075119613694457
98,-3.511688115742064,0.9066044494080763
99,-3.6936171047691335,0.9056978449586682
100,-2.1793451776265096,0.9047921471137096
101,-5.825041815538537,0.9038873549665959
102,-2.5844855826944055,0.9029834676116293
103,-6.690998183841359,0.9020804841440176
104,-2.8801775071597895,0.9011784036598737
105,-3.6761479595329205,0.9002772252562138
106,-7.94919685534621,0.8993769480309576
107,-4.872169966466597,0.8984775710829266
108,-5.392215385867091,0.8975790935118436
109,-5.351238726493426,0.8966815144183318
110,-7.685721696769159,0.8957848329039134
111,-5.9254083905983865,0.8948890480710096
112,-5.751996369546032,0.8939941590229386
113,-8.253471325828036,0.8931001648639156
114,-5.249090824569349,0.8922070646990518
115,-5.027311719492909,0.8913148576343527
116,-2.499012244544845,0.8904235427767183
117,-3.3705586822974296,0.8895331192339416
118,-6.823766136112679,0.8886435861147077
119,-6.084235735093957,0.887754942528593
120,-2.063155148646548,0.8868671875860644
121,-7.606528383985587,0.8859803203984784
122,-6.037123435483322,0.88509434007808
123,-9.649431786202065,0.8842092457380019
124,-6.085197080373058,0.8833250364922639
125,-5.239743451552172,0.8824417114557717
126,-7.457027374912222,0.8815592697443159
127,-4.825023708697623,0.8806777104745716
128,-5.416432616713503,0.8797970327640969
129,-5.858102209390054,0.8789172357313328
130,-7.041018000382544,0.8780383184956015
131,-6.015394158994885,0.8771602801771059
132,-8.420913367633812,0.8762831198969288
133,-5.121878224066055,0.8754068367770318
134,-8.460954144586157,0.8745314299402548
135,-7.686096804774001,0.8736568985103146
136,-6.138942181656555,0.8727832416118043
137,-6.780699844961849,0.8719104583701925
138,-7.043137077269291,0.8710385479118223
139,-7.2093383286810155,0.8701675093639105
140,-3.317342584187848,0.8692973418545467
141,-7.57769610777864,0.8684280445126921
142,-5.158248515154202,0.8675596164681794
143,-5.1625160552389655,0.8666920568517111
144,-6.070172547113345,0.8658253647948594
145,-5.509617703213747,0.8649595394300645
146,-5.780602915660985,0.8640945798906344
147,-5.969719858423222,0.8632304853107438
148,-6.210077598848516,0.862367254825433
149,-5.17893451292534,0.8615048875706075
150,-8.31104711535485,0.8606433826830369
151,-6.025185349521681,0.8597827393003539
152,-6.681826352879861,0.8589229565610536
153,-7.051677298558312,0.8580640336044925
154,-7.2766970514930716,0.857205969570888
155,-3.794356320349493,0.8563487636013172
156,-6.20980204940113,0.8554924148377159
157,-6.278007152448147,0.8546369224228781
158,-5.743659345119153,0.8537822855004553
159,-5.0105032628240025,0.8529285032149548
160,-6.590355664579389,0.8520755747117399
161,-8.471379271388187,0.8512234991370281
162,-5.369089566590103,0.8503722756378911
163,-7.433799022378176,0.8495219033622532
164,-7.048826213297268,0.8486723814588909
165,-6.198038872911075,0.847823709077432
166,-6.695488743549779,0.8469758853683546
167,-7.378557597882083,0.8461289094829862
168,-5.5547616692049875,0.8452827805735033
169,-5.745647017672113,0.8444374977929298
