Total Episodes: 8319
Total Time: 59.6 min
Final Epsilon: 0.0100
Mean Reward: -4.54 +/- 1.73
Best Reward: -1.16
Worst Reward: -10.02

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -6.12       1.86      -10.02    -1.45     0.7557    
2       -5.64       1.85      -9.91     -1.83     0.5710    
3       -5.28       1.89      -10.01    -1.33     0.4333    
4       -5.09       1.77      -9.04     -1.77     0.3281    
5       -4.96       1.85      -9.17     -1.60     0.2494    
6       -4.90       1.72      -9.40     -1.67     0.1887    
7       -4.68       1.86      -8.70     -1.16     0.1430    
8       -4.51       1.66      -8.51     -1.57     0.1085    
9       -4.56       1.65      -8.06     -1.37     0.0826    
10      -4.54       1.72      -8.76     -1.62     0.0628    
11      -4.48       1.72      -8.58     -1.55     0.0477    
12      -4.34       1.64      -8.38     -1.27     0.0362    
13      -4.28       1.66      -8.53     -1.55     0.0275    
14      -4.37       1.61      -8.36     -1.48     0.0208    
15      -4.33       1.63      -8.06     -1.44     0.0158    
16      -4.32       1.58      -7.59     -1.32     0.0119    
17      -4.37       1.60      -8.33     -1.50     0.0100    
18      -4.31       1.59      -8.11     -1.16     0.0100    
19      -4.28       1.53      -8.01     -1.62     0.0100    
20      -4.34       1.57      -7.63     -1.16     0.0100    
21      -4.27       1.70      -8.90     -1.50     0.0100    
22      -4.27       1.57      -9.05     -1.58     0.0100    
23      -4.19       1.57      -8.83     -1.63     0.0100    
24      -4.08       1.50      -7.74     -1.27     0.0100    
25      -4.26       1.54      -7.87     -1.57     0.0100    
26      -4.33       1.64      -8.88     -1.16     0.0100    
27      -4.26       1.58      -8.02     -1.49     0.0100    
28      -4.03       1.54      -8.04     -1.41     0.0100    
29      -4.43       1.62      -8.79     -1.67     0.0100    
30      -4.48       1.71      -8.47     -1.67     0.0100    
