Total Episodes: 67895
Total Time: 351.3 min
Final Epsilon: 0.0100
Mean Reward: -0.39 +/- 0.17
Best Reward: -0.14
Worst Reward: -1.19

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
236     -0.36       0.15      -0.84     -0.17     0.0100    
237     -0.34       0.17      -0.87     -0.16     0.0100    
238     -0.36       0.17      -0.81     -0.17     0.0100    
239     -0.35       0.15      -0.87     -0.15     0.0100    
240     -0.37       0.17      -0.88     -0.15     0.0100    
241     -0.36       0.15      -0.82     -0.16     0.0100    
242     -0.34       0.14      -0.77     -0.16     0.0100    
243     -0.37       0.15      -0.81     -0.18     0.0100    
244     -0.33       0.17      -0.86     -0.16     0.0100    
245     -0.35       0.15      -0.81     -0.20     0.0100    
246     -0.37       0.16      -0.80     -0.17     0.0100    
247     -0.33       0.14      -0.79     -0.16     0.0100    
248     -0.37       0.17      -0.78     -0.18     0.0100    
249     -0.35       0.19      -0.95     -0.16     0.0100    
250     -0.37       0.16      -0.80     -0.14     0.0100    
