method,n_routes,n_seeds,n_episode_rows,mean_feasible_routes_per_seed,seed_mean_route_weighted_feasibility,seed_sd_route_weighted_feasibility,seed_mean_parent_balanced_feasibility,seed_sd_parent_balanced_feasibility,route_weighted_feasibility,parent_balanced_feasibility,parent_balanced_feasibility_ci95_lo,parent_balanced_feasibility_ci95_hi,route_weighted_completion_all,parent_balanced_completion_all,parent_balanced_completion_all_ci95_lo,parent_balanced_completion_all_ci95_hi,seed_sd_completion_all,uncertainty,seeds,feasibility_count_note
GreedyMinimumSufficientCharge,49,1,196,7.0,0.03571428571428571,0.0,0.010802469135802469,0.0,0.03571428571428571,0.010802469135802469,0.0,0.032407407407407406,1068.7285287654397,1175.1709747500404,481.6666666666667,2145.3419495000812,,parent_cluster_for_parent_balanced_CI,0,"feasible-route counts are per-seed episodes (e.g. mean k/49), not a pooled 25/245 unique-route count"
HybridPPO,49,5,980,15.2,0.07755102040816327,0.02053531816071235,0.05339506172839507,0.011206881075143234,0.07755102040816327,0.05339506172839506,0.031249999999999997,0.08209876543209876,1057.5060921660347,1169.2331287777986,810.3462589900504,1574.6564146450755,3.4706503614590054,hierarchical_seed_then_parent_for_parent_balanced_CI,"42,43,44,45,46","feasible-route counts are per-seed episodes (e.g. mean k/49), not a pooled 25/245 unique-route count"
