epoch,episode_count,mean_reward,std_reward,min_reward,max_reward,epsilon,time
1,294,-5.668162160223958,1.639971206030255,-8.810860250567817,-1.7039913359293015,0.9854071553701473,196.59997653961182
2,295,-5.713843852303786,1.7146847106433116,-8.921647478134485,-1.5952993122724808,0.9709787104915928,180.88193774223328
3,292,-5.391847857253055,1.7363935860885518,-8.944539509563747,-1.721788366755347,0.956905057143947,177.6327509880066
4,295,-5.542083153724991,1.635331909710663,-9.169212355969623,-1.3164604170850334,0.9428939432650099,166.1214942932129
5,292,-5.379652731917519,1.7340185798829177,-8.924999330749998,-1.5139257859652155,0.9292273588613322,161.90013718605042
6,293,-5.689087190681674,1.7508137623836058,-9.513794640625768,-1.7146706914995276,0.9157130740413634,164.46106004714966
7,292,-5.882165694302099,1.6870506285757434,-9.1275587827457,-1.0928688027471263,0.9024404572159741,167.3281111717224
8,292,-5.4479950242707895,1.6575028944932977,-9.191276891317312,-1.0098928758879082,0.8893602176344919,162.6286907196045
9,293,-5.509482861952862,1.7370392450233711,-9.04478061324889,-1.4807219119211674,0.8764257434457526,165.10471057891846
10,293,-5.309067266606509,1.776800574829234,-9.100542062650534,-1.23958699516526,0.8636793827111815,161.94391441345215
11,291,-5.4018942273129715,1.647828330490437,-9.21194374899477,-1.7642693744631304,0.851203517813022,161.68124055862427
12,294,-5.334964120999958,1.6986242473269424,-9.338529142567273,-1.46745114615472,0.8387820371291935,165.2109854221344
13,293,-5.712121846796435,1.6971242830467554,-9.464393003870441,-1.8685533957844982,0.8265831503405726,165.84574222564697
14,295,-5.361307300047387,1.6406534383714662,-9.44783775405837,-1.46745114615472,0.8144802248064559,166.8263647556305
15,293,-5.765960982383452,1.6369880007452398,-9.239590772243488,-1.6046287361450138,0.8026347731704263,170.12610578536987
16,292,-5.398845047783744,1.5931673051267032,-8.628907212085423,-1.4334789234125977,0.7910011467682065,163.74259400367737
17,290,-5.285557493310409,1.5315548496356313,-9.386369903009003,-1.515902108470189,0.7796141010577736,163.1332607269287
18,292,-5.461409080237088,1.6839582395586463,-8.962690800071462,-1.3032002170503705,0.7683141431033209,163.52745485305786
19,294,-5.28358308351711,1.6567714152743092,-9.46464448655507,-1.2917907987556863,0.7571022541860956,164.55558443069458
20,292,-5.567175429914497,1.7259843577050227,-9.177315007834896,-1.6066039477065508,0.7461285896154866,165.11338758468628
21,293,-5.5531190640062125,1.743192256154855,-9.774079703278995,-1.1609127309347866,0.7352772148940822,168.42197251319885
22,294,-5.192541240844718,1.5801630461878315,-9.474459494361748,-1.5328513029382846,0.7245474287372633,166.83599281311035
23,292,-5.163785968465388,1.6628504950501946,-9.175555543307967,-1.23958699516526,0.7140456234599731,163.95167803764343
24,292,-5.104063342234829,1.7475586971242332,-8.634316561456503,-1.4425628587698713,0.7036960344624024,162.67731761932373
