Total Episodes: 87740
Total Time: 861.5 min
Final Epsilon: 0.0124
Mean Reward: -6.17 +/- 2.00
Best Reward: -1.01
Worst Reward: -10.58

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -5.67       1.64      -8.81     -1.70     0.9854    
2       -5.71       1.71      -8.92     -1.60     0.9710    
3       -5.39       1.74      -8.94     -1.72     0.9569    
4       -5.54       1.64      -9.17     -1.32     0.9429    
5       -5.38       1.73      -8.92     -1.51     0.9292    
6       -5.69       1.75      -9.51     -1.71     0.9157    
7       -5.88       1.69      -9.13     -1.09     0.9024    
8       -5.45       1.66      -9.19     -1.01     0.8894    
9       -5.51       1.74      -9.04     -1.48     0.8764    
10      -5.31       1.78      -9.10     -1.24     0.8637    
11      -5.40       1.65      -9.21     -1.76     0.8512    
12      -5.33       1.70      -9.34     -1.47     0.8388    
13      -5.71       1.70      -9.46     -1.87     0.8266    
14      -5.36       1.64      -9.45     -1.47     0.8145    
15      -5.77       1.64      -9.24     -1.60     0.8026    
16      -5.40       1.59      -8.63     -1.43     0.7910    
17      -5.29       1.53      -9.39     -1.52     0.7796    
18      -5.46       1.68      -8.96     -1.30     0.7683    
19      -5.28       1.66      -9.46     -1.29     0.7571    
20      -5.57       1.73      -9.18     -1.61     0.7461    
21      -5.55       1.74      -9.77     -1.16     0.7353    
22      -5.19       1.58      -9.47     -1.53     0.7245    
23      -5.16       1.66      -9.18     -1.24     0.7140    
24      -5.10       1.75      -8.63     -1.44     0.7037    
25      -5.43       1.61      -8.94     -1.65     0.6934    
26      -5.30       1.71      -9.14     -1.01     0.6833    
27      -5.00       1.67      -8.53     -1.27     0.6734    
28      -5.02       1.65      -9.22     -1.42     0.6635    
29      -5.13       1.72      -8.82     -1.15     0.6539    
30      -5.46       1.61      -9.38     -1.58     0.6444    
31      -4.94       1.65      -8.41     -1.15     0.6351    
32      -5.16       1.71      -8.92     -1.38     0.6258    
33      -4.86       1.65      -9.10     -1.38     0.6167    
34      -5.33       1.60      -9.44     -1.46     0.6077    
35      -5.29       1.55      -9.12     -1.58     0.5988    
36      -5.20       1.60      -9.28     -1.61     0.5901    
37      -5.23       1.60      -8.95     -1.43     0.5815    
38      -4.93       1.56      -8.81     -1.56     0.5731    
39      -5.04       1.63      -8.70     -1.34     0.5648    
40      -4.91       1.52      -8.12     -1.39     0.5565    
41      -5.10       1.58      -8.75     -1.66     0.5484    
42      -4.85       1.69      -8.85     -1.38     0.5405    
43      -5.04       1.68      -10.22    -1.38     0.5327    
44      -5.46       1.64      -9.34     -1.72     0.5250    
45      -5.27       1.54      -8.88     -1.57     0.5174    
46      -4.94       1.54      -9.33     -1.19     0.5098    
47      -4.88       1.65      -8.73     -1.20     0.5024    
48      -4.84       1.61      -8.92     -1.30     0.4952    
49      -5.13       1.65      -9.03     -1.31     0.4880    
50      -4.84       1.58      -8.53     -1.13     0.4809    
51      -4.79       1.68      -8.62     -1.30     0.4738    
52      -4.96       1.78      -9.25     -1.43     0.4669    
53      -4.95       1.60      -8.69     -1.51     0.4601    
54      -4.94       1.61      -9.28     -1.38     0.4534    
55      -4.93       1.53      -9.58     -1.32     0.4468    
56      -4.89       1.57      -8.18     -1.01     0.4403    
57      -4.62       1.58      -9.00     -1.20     0.4339    
58      -4.77       1.59      -8.92     -1.13     0.4276    
59      -4.68       1.51      -8.62     -1.35     0.4214    
60      -4.87       1.57      -8.69     -1.31     0.4153    
61      -5.01       1.67      -9.44     -1.20     0.4093    
62      -4.87       1.46      -8.87     -1.58     0.4034    
63      -4.55       1.50      -8.41     -1.38     0.3975    
64      -4.63       1.57      -8.97     -1.30     0.3918    
65      -4.53       1.46      -8.04     -1.58     0.3861    
66      -4.85       1.58      -9.85     -1.48     0.3805    
67      -4.85       1.64      -9.08     -1.26     0.3750    
68      -5.36       1.62      -8.73     -1.54     0.3696    
69      -5.43       1.59      -9.01     -1.67     0.3642    
70      -5.48       1.83      -8.88     -1.48     0.3590    
71      -4.56       1.41      -8.55     -1.38     0.3538    
72      -4.69       1.43      -7.98     -1.50     0.3487    
73      -4.66       1.56      -8.99     -1.13     0.3436    
74      -4.73       1.57      -9.06     -1.19     0.3386    
75      -4.82       1.66      -9.35     -1.13     0.3337    
76      -5.28       1.72      -9.18     -1.16     0.3288    
77      -4.68       1.55      -8.45     -1.49     0.3240    
78      -4.65       1.47      -8.15     -1.51     0.3194    
79      -4.64       1.56      -8.79     -1.19     0.3147    
80      -5.15       1.57      -8.83     -1.35     0.3102    
81      -5.66       1.90      -9.34     -1.38     0.3057    
82      -6.12       1.93      -9.41     -1.75     0.3012    
83      -6.09       2.11      -10.04    -1.63     0.2968    
84      -6.09       1.72      -9.20     -1.73     0.2926    
85      -6.60       2.05      -10.11    -1.68     0.2883    
86      -6.10       2.01      -9.64     -1.20     0.2842    
87      -6.52       1.67      -9.41     -1.80     0.2800    
88      -6.11       1.73      -9.48     -1.31     0.2759    
89      -6.24       1.98      -9.82     -1.58     0.2719    
90      -6.35       1.92      -9.69     -1.52     0.2680    
91      -6.21       2.04      -10.00    -1.71     0.2641    
92      -6.49       1.92      -9.84     -1.91     0.2602    
93      -6.03       1.98      -9.35     -1.51     0.2565    
94      -6.65       1.87      -9.62     -1.60     0.2528    
95      -6.37       1.86      -9.58     -1.53     0.2491    
96      -6.41       2.01      -9.92     -1.58     0.2454    
97      -6.19       1.98      -9.75     -1.29     0.2419    
98      -6.27       1.82      -9.43     -1.68     0.2384    
99      -6.08       2.04      -9.39     -1.71     0.2349    
100     -6.37       1.92      -9.46     -1.90     0.2315    
101     -6.46       2.01      -9.77     -1.91     0.2282    
102     -6.35       1.87      -9.74     -1.36     0.2249    
103     -6.67       1.81      -9.79     -1.91     0.2216    
104     -6.17       2.02      -10.03    -1.91     0.2184    
105     -6.35       2.01      -10.07    -1.91     0.2152    
106     -6.54       2.00      -9.98     -1.59     0.2121    
107     -6.42       2.10      -10.27    -1.92     0.2090    
108     -6.37       1.77      -9.50     -1.30     0.2060    
109     -6.42       1.66      -9.76     -1.93     0.2030    
110     -6.30       1.91      -9.61     -1.30     0.2001    
111     -6.22       1.92      -9.63     -1.65     0.1972    
112     -6.26       1.90      -9.27     -1.36     0.1943    
113     -6.42       2.05      -9.84     -1.70     0.1915    
114     -5.99       1.93      -9.24     -1.49     0.1887    
115     -6.10       1.82      -9.84     -1.85     0.1860    
116     -6.16       1.93      -9.74     -1.68     0.1833    
117     -6.87       1.93      -9.77     -1.73     0.1806    
118     -6.66       1.93      -9.51     -1.39     0.1780    
119     -6.46       1.80      -9.50     -2.07     0.1754    
120     -6.62       2.08      -10.09    -1.36     0.1729    
121     -6.44       1.74      -9.49     -1.79     0.1703    
122     -6.33       2.03      -9.85     -1.73     0.1679    
123     -6.45       1.95      -9.81     -1.36     0.1654    
124     -6.07       1.86      -9.60     -1.87     0.1630    
125     -6.53       2.05      -9.83     -1.86     0.1607    
126     -7.18       2.15      -10.15    -1.91     0.1583    
127     -6.82       1.89      -9.80     -1.85     0.1560    
128     -6.48       2.13      -10.39    -1.86     0.1537    
129     -6.34       1.90      -10.10    -1.34     0.1515    
130     -6.26       1.85      -9.80     -1.36     0.1493    
131     -6.32       1.88      -10.14    -1.69     0.1471    
132     -7.01       2.07      -10.17    -1.82     0.1450    
133     -6.21       1.84      -9.51     -2.07     0.1429    
134     -6.47       1.68      -9.57     -2.07     0.1408    
135     -6.43       2.03      -9.92     -1.50     0.1388    
136     -6.69       2.16      -10.01    -1.73     0.1367    
137     -6.86       1.89      -9.43     -1.93     0.1348    
138     -6.30       1.90      -9.58     -1.68     0.1328    
139     -6.13       1.80      -9.10     -1.79     0.1309    
140     -6.56       1.88      -9.57     -1.82     0.1290    
141     -6.32       1.85      -9.52     -1.45     0.1271    
142     -6.86       2.25      -10.23    -1.49     0.1253    
143     -6.55       1.97      -9.83     -1.73     0.1235    
144     -6.66       2.07      -9.87     -1.87     0.1217    
145     -6.89       1.90      -10.34    -1.92     0.1199    
146     -6.82       2.12      -10.39    -1.68     0.1182    
147     -6.27       1.98      -9.60     -1.57     0.1164    
148     -6.12       1.91      -9.58     -1.13     0.1147    
149     -7.12       2.09      -10.31    -2.21     0.1131    
150     -6.48       1.99      -9.92     -1.51     0.1114    
151     -6.42       1.90      -9.41     -1.73     0.1098    
152     -6.98       1.73      -9.94     -1.91     0.1082    
153     -6.67       2.04      -9.87     -1.44     0.1067    
154     -6.23       1.92      -9.24     -1.79     0.1051    
155     -6.88       1.99      -10.17    -2.14     0.1036    
156     -6.87       1.96      -10.39    -1.93     0.1021    
157     -6.35       2.03      -9.88     -1.36     0.1006    
158     -6.39       2.04      -9.90     -1.36     0.0991    
159     -6.63       1.88      -10.02    -1.73     0.0977    
160     -6.46       1.79      -9.45     -1.51     0.0963    
161     -6.36       1.98      -9.47     -1.79     0.0949    
162     -6.34       1.93      -9.43     -2.07     0.0935    
163     -6.12       1.96      -9.36     -1.79     0.0921    
164     -6.91       2.03      -10.39    -2.08     0.0908    
165     -6.49       2.01      -9.82     -2.04     0.0895    
166     -6.31       2.00      -9.70     -1.57     0.0882    
167     -6.87       2.03      -10.15    -1.79     0.0869    
168     -6.92       1.76      -9.88     -1.36     0.0856    
169     -6.43       1.85      -9.43     -1.68     0.0844    
170     -6.59       2.18      -10.39    -1.85     0.0832    
171     -7.26       2.05      -10.23    -1.36     0.0820    
172     -6.15       2.00      -9.58     -1.49     0.0808    
173     -6.80       2.10      -9.94     -1.73     0.0796    
174     -7.02       2.18      -10.23    -1.93     0.0785    
175     -6.94       2.07      -10.15    -2.07     0.0773    
176     -6.68       1.95      -9.92     -1.68     0.0762    
177     -6.35       1.80      -9.82     -1.69     0.0751    
178     -6.60       1.92      -9.71     -1.36     0.0740    
179     -7.06       2.10      -10.11    -1.36     0.0729    
180     -6.25       2.00      -9.33     -1.66     0.0719    
181     -7.01       2.07      -10.48    -1.43     0.0708    
182     -6.36       1.94      -9.92     -1.90     0.0698    
183     -6.50       1.86      -9.68     -1.82     0.0688    
184     -6.37       1.86      -9.50     -1.75     0.0678    
185     -6.71       2.21      -10.39    -1.86     0.0668    
186     -6.41       2.02      -9.48     -1.82     0.0658    
187     -6.58       2.09      -9.92     -2.01     0.0649    
188     -6.47       1.95      -10.15    -1.79     0.0639    
189     -6.63       1.91      -9.43     -2.07     0.0630    
190     -6.27       1.84      -9.67     -2.08     0.0621    
191     -6.32       1.99      -9.52     -2.08     0.0612    
192     -6.40       2.01      -9.58     -2.01     0.0603    
193     -6.82       1.79      -9.41     -2.03     0.0594    
194     -7.11       2.20      -10.23    -1.49     0.0586    
195     -6.42       1.90      -9.35     -1.59     0.0577    
196     -7.12       2.10      -10.34    -1.86     0.0569    
197     -6.83       1.83      -9.39     -1.43     0.0561    
198     -7.02       2.06      -9.96     -1.91     0.0553    
199     -6.27       1.73      -9.15     -1.68     0.0544    
200     -6.59       2.10      -10.34    -1.68     0.0537    
201     -6.75       1.94      -9.75     -1.73     0.0529    
202     -6.77       1.92      -9.39     -2.01     0.0521    
203     -6.53       1.84      -9.27     -1.61     0.0514    
204     -6.43       1.85      -9.58     -1.92     0.0506    
205     -6.43       1.86      -9.65     -1.93     0.0499    
206     -6.52       1.94      -9.51     -1.82     0.0492    
207     -6.84       2.00      -9.84     -1.49     0.0484    
208     -6.32       1.88      -9.60     -1.90     0.0478    
209     -6.58       1.91      -9.64     -2.01     0.0471    
210     -6.46       2.07      -9.52     -1.86     0.0464    
211     -6.56       1.94      -9.96     -1.91     0.0457    
212     -6.64       1.83      -9.30     -1.68     0.0450    
213     -6.38       1.98      -9.81     -1.49     0.0444    
214     -6.30       1.89      -9.66     -1.79     0.0437    
215     -6.61       1.97      -9.72     -1.68     0.0431    
216     -6.20       1.83      -9.43     -1.93     0.0425    
217     -6.82       1.89      -9.55     -1.39     0.0419    
218     -6.31       1.84      -9.38     -2.07     0.0413    
219     -6.92       1.90      -9.84     -1.36     0.0407    
220     -6.39       1.93      -9.27     -1.66     0.0401    
221     -6.21       1.85      -9.91     -1.90     0.0395    
222     -6.40       2.08      -9.90     -1.49     0.0389    
