Total Episodes: 87740
Total Time: 861.5 min
Final Epsilon: 0.0124
Mean Reward: -6.17 +/- 2.00
Best Reward: -1.01
Worst Reward: -10.58

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
223     -6.49       1.94      -9.10     -1.93     0.0384    
224     -6.72       2.01      -9.60     -1.49     0.0378    
225     -7.29       2.07      -10.39    -2.38     0.0373    
226     -6.66       2.00      -9.83     -1.51     0.0367    
227     -6.99       1.84      -9.83     -2.21     0.0362    
228     -6.63       1.91      -9.76     -1.36     0.0357    
229     -6.31       1.85      -9.61     -1.36     0.0351    
230     -7.25       1.97      -9.92     -1.91     0.0346    
231     -6.68       1.97      -9.67     -1.92     0.0341    
232     -6.51       1.99      -9.96     -1.91     0.0336    
233     -7.00       1.91      -9.93     -1.36     0.0331    
234     -6.61       2.11      -10.11    -1.73     0.0327    
235     -6.56       1.93      -9.91     -1.68     0.0322    
236     -6.50       1.91      -9.40     -1.90     0.0317    
237     -6.61       1.95      -9.63     -1.36     0.0312    
238     -6.25       1.87      -9.23     -1.79     0.0308    
239     -6.56       2.03      -9.77     -1.90     0.0303    
240     -6.80       1.75      -9.01     -1.36     0.0299    
241     -6.43       1.95      -9.82     -1.49     0.0295    
242     -6.43       1.89      -9.42     -1.79     0.0290    
243     -6.37       2.00      -9.35     -1.49     0.0286    
244     -7.14       2.09      -10.17    -1.36     0.0282    
245     -6.40       1.98      -9.76     -1.76     0.0278    
246     -6.45       1.99      -9.45     -1.49     0.0274    
247     -6.36       2.01      -9.54     -1.79     0.0270    
248     -6.78       2.10      -9.94     -1.91     0.0266    
249     -6.95       1.81      -9.57     -1.36     0.0262    
250     -6.55       1.97      -9.31     -1.90     0.0258    
251     -7.13       2.06      -10.39    -1.86     0.0255    
252     -6.44       1.92      -9.96     -1.36     0.0251    
253     -6.83       1.88      -9.44     -2.01     0.0247    
254     -6.43       1.85      -9.25     -1.90     0.0244    
255     -6.43       1.95      -9.53     -1.36     0.0240    
256     -6.40       2.01      -9.07     -1.49     0.0237    
257     -6.78       1.90      -9.34     -1.68     0.0233    
258     -6.83       2.13      -10.39    -2.02     0.0230    
259     -6.57       2.04      -9.84     -1.82     0.0227    
260     -6.77       2.12      -9.96     -1.68     0.0223    
261     -6.72       1.97      -10.02    -1.73     0.0220    
262     -6.85       1.88      -9.72     -1.82     0.0217    
263     -6.56       1.90      -9.67     -1.92     0.0214    
264     -6.43       2.04      -9.67     -1.49     0.0211    
265     -6.22       1.76      -9.18     -2.12     0.0208    
266     -6.59       1.90      -9.68     -1.36     0.0205    
267     -6.28       1.83      -9.67     -1.57     0.0202    
268     -7.09       2.05      -10.23    -2.07     0.0199    
269     -6.40       2.02      -10.06    -2.02     0.0196    
270     -6.74       2.08      -10.34    -1.68     0.0193    
271     -6.47       1.86      -9.67     -1.92     0.0190    
272     -6.49       1.86      -9.45     -1.82     0.0187    
273     -6.67       2.02      -9.96     -1.91     0.0185    
274     -7.43       2.12      -10.39    -2.26     0.0182    
275     -6.58       2.05      -9.67     -1.73     0.0179    
276     -6.65       2.21      -10.39    -2.08     0.0177    
277     -6.54       1.78      -9.71     -1.68     0.0174    
278     -6.79       2.19      -10.23    -1.79     0.0172    
279     -6.83       2.00      -10.31    -1.68     0.0169    
280     -6.99       2.03      -10.27    -2.12     0.0167    
281     -6.70       2.02      -10.43    -1.51     0.0164    
282     -6.77       2.03      -9.96     -1.90     0.0162    
283     -7.26       2.06      -10.23    -2.35     0.0159    
284     -6.48       1.91      -9.99     -1.82     0.0157    
285     -6.71       2.13      -10.19    -1.73     0.0155    
286     -6.46       2.05      -9.45     -1.49     0.0153    
287     -6.60       1.97      -9.84     -1.77     0.0150    
288     -6.04       1.76      -9.38     -1.90     0.0148    
289     -6.34       1.78      -9.29     -2.01     0.0146    
290     -6.66       1.96      -9.72     -1.92     0.0144    
291     -6.42       1.89      -9.38     -2.07     0.0142    
292     -7.14       2.04      -10.23    -1.82     0.0140    
293     -6.54       2.02      -9.66     -1.93     0.0138    
294     -7.04       1.86      -10.58    -1.73     0.0136    
295     -6.37       1.73      -9.29     -1.68     0.0134    
296     -6.95       1.91      -10.15    -1.73     0.0132    
297     -6.57       1.98      -9.96     -1.91     0.0130    
298     -6.73       1.99      -9.83     -1.73     0.0128    
299     -6.83       2.09      -10.34    -1.68     0.0126    
300     -7.07       2.09      -10.17    -1.82     0.0124    
