split,method,route_id,base_instance,n_customers,network_group,feasible,reason,completion_time,n_station_visits,consecutive_same_station,repeat_energy_added,repeat_time_added,loop_guard_hit,return_value,horizon,n_continue,n_charge
train,GreedyFullCharge,r104C25_NL__v1,r104,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,6,0
train,GreedyFullCharge,r104C25_NL__v2,r104,9,Medium_Network,False,ZERO_CHARGE_NOOP,230.0,0,0,0.0,0.0,False,-230.0,230.0,0,0
train,GreedyFullCharge,r107C25_NL__v0,r107,7,Medium_Network,False,ZERO_CHARGE_NOOP,230.0,3,0,0.0,0.0,False,-230.0,230.0,6,3
train,GreedyFullCharge,r107C25_NL__v1,r107,7,Medium_Network,False,ZERO_CHARGE_NOOP,230.0,0,0,0.0,0.0,False,-230.0,230.0,0,0
train,GreedyFullCharge,r107C25_NL__v2,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,3,50
train,GreedyFullCharge,r107C25_NL__v3,r107,4,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,3,50
train,GreedyFullCharge,rc101C25_NL__v0,rc101,3,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,2,50
train,GreedyFullCharge,rc101C25_NL__v1,rc101,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,3,50
train,GreedyFullCharge,rc101C25_NL__v2,rc101,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,2,50
train,GreedyFullCharge,rc101C25_NL__v3,rc101,7,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0.0,0.0,False,-240.0,240.0,3,2
train,GreedyFullCharge,rc101C25_NL__v4,rc101,6,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,0,0,0.0,0.0,False,-240.0,240.0,0,0
train,GreedyFullCharge,rc103C25_NL__v0,rc103,10,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,4,0,0.0,0.0,False,-240.0,240.0,4,4
train,GreedyFullCharge,rc103C25_NL__v1,rc103,5,Medium_Network,True,,213.3893965461283,1,0,0.0,0.0,False,-213.3893965461283,240.0,6,1
train,GreedyFullCharge,rc103C25_NL__v2,rc103,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,51,0,0.0,0.0,True,-240.0,240.0,4,51
train,GreedyFullCharge,rc103C25_NL__v3,rc103,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,4,1
train,GreedyFullCharge,rc104C25_NL__v0,rc104,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,51,0,0.0,0.0,True,-240.0,240.0,4,51
train,GreedyFullCharge,rc104C25_NL__v1,rc104,8,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0.0,0.0,False,-240.0,240.0,6,2
train,GreedyFullCharge,rc104C25_NL__v2,rc104,6,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0.0,0.0,False,-240.0,240.0,4,3
train,GreedyFullCharge,rc104C25_NL__v3,rc104,6,Medium_Network,True,,209.81138830084188,1,0,0.0,0.0,False,-209.81138830084188,240.0,7,1
train,GreedyFullCharge,rc106C25_NL__v0,rc106,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,5,50
train,GreedyFullCharge,rc106C25_NL__v1,rc106,5,Medium_Network,False,ZERO_CHARGE_NOOP,240.0,2,0,0.0,0.0,False,-240.0,240.0,2,2
train,GreedyFullCharge,rc106C25_NL__v2,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,3,0
train,GreedyFullCharge,rc106C25_NL__v3,rc106,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,3,50
train,GreedyFullCharge,rc106C25_NL__v4,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,4,0
train,GreedyFullCharge,c104C10_L__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,3,0
train,GreedyFullCharge,c104C10_NL__v0,c104,10,Small_Network,False,ZERO_CHARGE_NOOP,1236.0,5,0,0.0,0.0,False,-1236.0,1236.0,4,5
train,GreedyFullCharge,c104C10_VG__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,5,2
train,GreedyFullCharge,r103C10_L__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
train,GreedyFullCharge,r103C10_L__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,4,50
train,GreedyFullCharge,r103C10_NL__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
train,GreedyFullCharge,r103C10_NL__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,5,0
train,GreedyFullCharge,r103C10_VG__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,4,0
train,GreedyFullCharge,r103C10_VG__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,0,0.0,0.0,True,-230.0,230.0,4,51
train,GreedyFullCharge,r203C10_L__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,1,0,0.0,0.0,False,-1000.0,1000.0,6,1
train,GreedyFullCharge,r203C10_NL__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,5,0
train,GreedyFullCharge,r203C10_VG__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,3,0,0.0,0.0,False,-1000.0,1000.0,6,3
train,GreedyFullCharge,rc201C10_L__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,53,0,0.0,0.0,True,-960.0,960.0,4,53
train,GreedyFullCharge,rc201C10_NL__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,3,1
train,GreedyFullCharge,rc201C10_VG__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,3,1
train,GreedyFullCharge,c103C15_L__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,3,50
train,GreedyFullCharge,c103C15_L__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,3,50
train,GreedyFullCharge,c103C15_NL__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,3,51
train,GreedyFullCharge,c103C15_NL__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,3,51
train,GreedyFullCharge,c103C15_VG__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,1,50
train,GreedyFullCharge,c103C15_VG__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,3,51
train,GreedyFullCharge,c106C15_L__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,3,0
train,GreedyFullCharge,c106C15_L__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,5,0
train,GreedyFullCharge,c106C15_NL__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,3,0
train,GreedyFullCharge,c106C15_NL__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,3,50
train,GreedyFullCharge,c106C15_VG__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,3,51
train,GreedyFullCharge,c106C15_VG__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,3,0
train,GreedyFullCharge,c208C15_L__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,0,0,0.0,0.0,False,-3390.0,3390.0,3,0
train,GreedyFullCharge,c208C15_NL__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,0,0.0,0.0,True,-3390.0,3390.0,4,50
train,GreedyFullCharge,c208C15_VG__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,0,0.0,0.0,True,-3390.0,3390.0,4,50
train,GreedyFullCharge,r105C15_L__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,0,0.0,0.0,True,-230.0,230.0,5,51
train,GreedyFullCharge,r105C15_L__v1,r105,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
train,GreedyFullCharge,r105C15_L__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,3,50
train,GreedyFullCharge,r105C15_NL__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,2,0
train,GreedyFullCharge,r105C15_NL__v1,r105,5,Small_Network,False,ZERO_CHARGE_NOOP,230.0,1,0,0.0,0.0,False,-230.0,230.0,2,1
train,GreedyFullCharge,r105C15_NL__v2,r105,4,Small_Network,False,ZERO_CHARGE_NOOP,230.0,4,0,0.0,0.0,False,-230.0,230.0,3,4
train,GreedyFullCharge,r105C15_VG__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,1,50
train,GreedyFullCharge,r105C15_VG__v1,r105,5,Small_Network,False,ZERO_CHARGE_NOOP,230.0,1,0,0.0,0.0,False,-230.0,230.0,2,1
train,GreedyFullCharge,r105C15_VG__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,3,50
train,GreedyFullCharge,r202C15_L__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,51,0,0.0,0.0,True,-1000.0,1000.0,3,51
train,GreedyFullCharge,r202C15_NL__v0,r202,15,Small_Network,False,ZERO_CHARGE_NOOP,1000.0,3,0,0.0,0.0,False,-1000.0,1000.0,2,3
train,GreedyFullCharge,r202C15_VG__v0,r202,15,Small_Network,False,ZERO_CHARGE_NOOP,1000.0,4,0,0.0,0.0,False,-1000.0,1000.0,5,4
train,GreedyFullCharge,rc103C15_L__v0,rc103,5,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,4,0
train,GreedyFullCharge,rc103C15_L__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,0,0.0,0.0,True,-240.0,240.0,3,51
train,GreedyFullCharge,rc103C15_L__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,4,0
train,GreedyFullCharge,rc103C15_NL__v0,rc103,5,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,3,50
train,GreedyFullCharge,rc103C15_NL__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,2,0
train,GreedyFullCharge,rc103C15_NL__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,2,50
train,GreedyFullCharge,rc103C15_VG__v0,rc103,5,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,3,50
train,GreedyFullCharge,rc103C15_VG__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,2,50
train,GreedyFullCharge,rc103C15_VG__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,2,50
train,GreedyFullCharge,rc202C15_L__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,52,0,0.0,0.0,True,-960.0,960.0,5,52
train,GreedyFullCharge,rc202C15_NL__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,5,1
train,GreedyFullCharge,rc202C15_VG__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,52,0,0.0,0.0,True,-960.0,960.0,5,52
train,GreedyFullCharge,rc204C15_L__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,0,0,0.0,0.0,False,-960.0,960.0,3,0
train,GreedyFullCharge,rc204C15_NL__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,2,0,0.0,0.0,False,-960.0,960.0,7,2
train,GreedyFullCharge,rc204C15_VG__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,54,0,0.0,0.0,True,-960.0,960.0,7,54
train,GreedyFullCharge,c103C5_L__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,2,0
train,GreedyFullCharge,c103C5_NL__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,2,0
train,GreedyFullCharge,c103C5_VG__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,2,0
train,GreedyFullCharge,c206C5_L__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0.0,0.0,False,-3390.0,3390.0,4,1
train,GreedyFullCharge,c206C5_NL__v0,c206,5,Small_Network,True,,2814.8112797438116,5,0,0.0,0.0,False,-2814.8112797438116,3390.0,6,5
train,GreedyFullCharge,c206C5_VG__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,0,0.0,0.0,True,-3390.0,3390.0,1,50
train,GreedyFullCharge,c208C5_L__v0,c208,5,Small_Network,True,,2399.495313058383,2,0,0.0,0.0,False,-2399.495313058383,3390.0,6,2
train,GreedyFullCharge,c208C5_NL__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0.0,0.0,False,-3390.0,3390.0,5,1
train,GreedyFullCharge,c208C5_VG__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0.0,0.0,False,-3390.0,3390.0,5,1
train,GreedyFullCharge,r104C5_L__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,4,1
train,GreedyFullCharge,r104C5_NL__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,52,0,0.0,0.0,True,-230.0,230.0,3,52
train,GreedyFullCharge,r104C5_VG__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,2,0
train,GreedyFullCharge,r105C5_L__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,2,0
train,GreedyFullCharge,r105C5_L__v1,r105,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,1,50
train,GreedyFullCharge,r105C5_NL__v0,r105,2,Small_Network,False,ZERO_CHARGE_NOOP,230.0,3,0,0.0,0.0,False,-230.0,230.0,1,3
train,GreedyFullCharge,r105C5_NL__v1,r105,3,Small_Network,False,ZERO_CHARGE_NOOP,230.0,2,0,0.0,0.0,False,-230.0,230.0,1,2
train,GreedyFullCharge,r105C5_VG__v0,r105,2,Small_Network,False,ZERO_CHARGE_NOOP,230.0,3,0,0.0,0.0,False,-230.0,230.0,1,3
train,GreedyFullCharge,r105C5_VG__v1,r105,3,Small_Network,False,ZERO_CHARGE_NOOP,230.0,2,0,0.0,0.0,False,-230.0,230.0,1,2
train,GreedyFullCharge,r202C5_L__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,2,0
train,GreedyFullCharge,r202C5_NL__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,2,0
train,GreedyFullCharge,r202C5_VG__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,2,0
train,GreedyFullCharge,r203C5_L__v0,r203,5,Small_Network,True,,690.4602405903871,3,0,0.0,0.0,False,-690.4602405903871,1000.0,6,3
train,GreedyFullCharge,r203C5_NL__v0,r203,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,1,0
train,GreedyFullCharge,r203C5_VG__v0,r203,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,5,0,0.0,0.0,False,-1000.0,1000.0,2,5
train,GreedyFullCharge,rc105C5_L__v0,rc105,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,1,50
train,GreedyFullCharge,rc105C5_L__v1,rc105,2,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,2,0
train,GreedyFullCharge,rc105C5_NL__v0,rc105,3,Small_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0.0,0.0,False,-240.0,240.0,1,3
train,GreedyFullCharge,rc105C5_NL__v1,rc105,2,Small_Network,True,,195.64494901193152,1,0,0.0,0.0,False,-195.64494901193152,240.0,3,1
train,GreedyFullCharge,rc105C5_VG__v0,rc105,3,Small_Network,False,ZERO_CHARGE_NOOP,240.0,3,0,0.0,0.0,False,-240.0,240.0,1,3
train,GreedyFullCharge,rc105C5_VG__v1,rc105,2,Small_Network,True,,191.3636493809546,1,0,0.0,0.0,False,-191.3636493809546,240.0,3,1
train,GreedyFullCharge,rc204C5_L__v0,rc204,5,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,5,1
train,GreedyFullCharge,rc204C5_NL__v0,rc204,5,Small_Network,True,,920.3631263440752,2,0,0.0,0.0,False,-920.3631263440752,960.0,6,2
train,GreedyFullCharge,rc204C5_VG__v0,rc204,5,Small_Network,False,NO_FEASIBLE_ACTION,960.0,52,0,0.0,0.0,True,-960.0,960.0,4,52
train,OneStepLookahead,c102_50_21_NL__v0,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,0,50
train,OneStepLookahead,c102_50_21_NL__v1,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,51,16,1020.7805747103098,3460.446148267948,True,-1236.0,1236.0,1,51
train,OneStepLookahead,c102_50_21_NL__v2,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,52,1,59.09925464142984,200.34647323444716,True,-1236.0,1236.0,2,52
train,OneStepLookahead,c102_50_21_NL__v3,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,0,50
train,OneStepLookahead,c102_50_21_NL__v4,c102,10,Large_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,0,50
train,OneStepLookahead,r107_50_21_NL__v0,r107,11,Large_Network,False,NO_FEASIBLE_ACTION,230.0,52,3,71.22217738422965,32.04997982290331,True,-230.0,230.0,4,52
train,OneStepLookahead,r107_50_21_NL__v1,r107,7,Large_Network,False,NO_FEASIBLE_ACTION,230.0,52,1,38.68710595224877,17.40919767851196,True,-230.0,230.0,2,52
train,OneStepLookahead,r107_50_21_NL__v2,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,52,16,423.3034869807689,190.48656914134565,True,-230.0,230.0,1,52
train,OneStepLookahead,r107_50_21_NL__v3,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,3,1
train,OneStepLookahead,r107_50_21_NL__v4,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,2,64.43984522087227,28.99793034939252,True,-230.0,230.0,2,50
train,OneStepLookahead,r107_50_21_NL__v5,r107,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,16,415.07084699956346,186.78188114980324,True,-230.0,230.0,4,50
train,OneStepLookahead,c102C25_NL__v0,c102,9,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,2,2
train,OneStepLookahead,c102C25_NL__v1,c102,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,1,51
train,OneStepLookahead,c102C25_NL__v2,c102,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,2,2
train,OneStepLookahead,c104C25_NL__v0,c104,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,2,50
train,OneStepLookahead,c104C25_NL__v1,c104,9,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,4,2
train,OneStepLookahead,c104C25_NL__v2,c104,8,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,54,17,471.03871342802563,1596.8212385210063,True,-1236.0,1236.0,7,54
train,OneStepLookahead,r104C25_NL__v0,r104,9,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,51,0,0.0,0.0,True,-230.0,230.0,1,51
train,OneStepLookahead,r104C25_NL__v1,r104,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,54,1,37.49184870030534,16.871331915137404,True,-230.0,230.0,6,54
train,OneStepLookahead,r104C25_NL__v2,r104,9,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,50,17,240.9454580532536,108.42545612396404,True,-230.0,230.0,0,50
train,OneStepLookahead,r107C25_NL__v0,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,54,12,608.663738880172,273.89868249607764,True,-230.0,230.0,6,54
train,OneStepLookahead,r107C25_NL__v1,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,50,12,358.1295253544382,161.15828640949707,True,-230.0,230.0,0,50
train,OneStepLookahead,r107C25_NL__v2,r107,7,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,50,16,450.53444268372914,202.74049920767777,True,-230.0,230.0,0,50
train,OneStepLookahead,r107C25_NL__v3,r107,4,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,53,16,248.73083431010795,111.92887543954842,True,-230.0,230.0,3,53
train,OneStepLookahead,rc101C25_NL__v0,rc101,3,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,51,16,477.8869796530036,181.59705226814168,True,-240.0,240.0,1,51
train,OneStepLookahead,rc101C25_NL__v1,rc101,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,51,2,60.72471760068688,23.07539268826099,True,-240.0,240.0,3,51
train,OneStepLookahead,rc101C25_NL__v2,rc101,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,0,50
train,OneStepLookahead,rc101C25_NL__v3,rc101,7,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,52,0,0.0,0.0,True,-240.0,240.0,2,52
train,OneStepLookahead,rc101C25_NL__v4,rc101,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,17,226.31512328758805,85.99974684928338,True,-240.0,240.0,0,50
train,OneStepLookahead,rc103C25_NL__v0,rc103,10,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,53,16,273.0428482499388,103.7562823349766,True,-240.0,240.0,2,53
train,OneStepLookahead,rc103C25_NL__v1,rc103,5,Medium_Network,True,,229.81067801310763,4,0,0.0,0.0,False,-229.81067801310763,240.0,6,4
train,OneStepLookahead,rc103C25_NL__v2,rc103,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,56,2,14.617311483246894,5.554578363633823,True,-240.0,240.0,4,56
train,OneStepLookahead,rc103C25_NL__v3,rc103,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,2,0,0.0,0.0,False,-240.0,240.0,4,2
train,OneStepLookahead,rc104C25_NL__v0,rc104,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,55,1,36.28108891285797,13.786813786886029,True,-240.0,240.0,4,55
train,OneStepLookahead,rc104C25_NL__v1,rc104,8,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,54,0,0.0,0.0,True,-240.0,240.0,5,54
train,OneStepLookahead,rc104C25_NL__v2,rc104,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,51,17,211.15343163482862,80.23830402123473,True,-240.0,240.0,3,51
train,OneStepLookahead,rc104C25_NL__v3,rc104,6,Medium_Network,True,,231.61281767675948,3,0,0.0,0.0,False,-231.61281767675948,240.0,7,3
train,OneStepLookahead,rc106C25_NL__v0,rc106,6,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,51,1,20.195076423332296,7.674129040866262,True,-240.0,240.0,5,51
train,OneStepLookahead,rc106C25_NL__v1,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,54,23,223.09958723153733,84.7778431479841,True,-240.0,240.0,2,54
train,OneStepLookahead,rc106C25_NL__v2,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,0,50
train,OneStepLookahead,rc106C25_NL__v3,rc106,4,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,54,1,23.96286619754285,9.10588915506628,True,-240.0,240.0,3,54
train,OneStepLookahead,rc106C25_NL__v4,rc106,5,Medium_Network,False,NO_FEASIBLE_ACTION,240.0,52,0,0.0,0.0,True,-240.0,240.0,2,52
train,OneStepLookahead,c104C10_L__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,16,657.5565849281847,2281.7213497007997,True,-1236.0,1236.0,1,50
train,OneStepLookahead,c104C10_NL__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,5,1,20.019018862494406,69.46599545285551,False,-1236.0,1236.0,4,5
train,OneStepLookahead,c104C10_VG__v0,c104,10,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,5,1,10.773224164342892,37.38308785026982,False,-1236.0,1236.0,4,5
train,OneStepLookahead,r103C10_L__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,2,0,0.0,0.0,False,-230.0,230.0,5,2
train,OneStepLookahead,r103C10_L__v1,r103,5,Small_Network,True,,189.37278694784055,2,0,0.0,0.0,False,-189.37278694784055,230.0,6,2
train,OneStepLookahead,r103C10_NL__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,53,20,480.5133586343084,235.4515457308108,True,-230.0,230.0,4,53
