method,scenario,split,n,feasibility_mean,feasibility_ci95_lo,feasibility_ci95_hi,time_feasible_mean,time_feasible_ci95_lo,time_feasible_ci95_hi,time_all_mean,time_all_ci95_lo,time_all_ci95_hi,time_all_hier_mean,time_all_hier_lo,time_all_hier_hi,sd_across_seeds,n_seeds,resampling_unit,runtime_mean
GreedyMinimumSufficientCharge,soc_reserve,,196,0.010802469135802469,0.0,0.032407407407407406,1159.2559482894558,1159.2559482894558,1159.2559482894558,1068.7285287654397,481.6666666666667,2145.3419495000812,1175.1709747500404,481.6666666666667,2145.3419495000812,0.0,1,training_seed_then_base_instance,0.010732292857232541
HybridPPO,soc_reserve,,980,0.05339506172839505,0.031249999999999997,0.08209876543209876,762.4206621409728,186.01229548431564,802.5451184250179,1057.5060921660347,476.4788849434652,2139.024593315074,1169.2331287777986,810.3462589900504,1574.6564146450755,3.4706503614590054,5,training_seed_then_base_instance,0.07654507285695551
