Total Episodes: 14632
Total Time: 156.1 min
Final Epsilon: 0.0099
Mean Reward: -4.91 +/- 1.61
Best Reward: -1.15
Worst Reward: -11.35

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
======================================================================
1       -6.11       1.97      -10.69    -2.03     0.0537    
2       -6.25       1.79      -10.67    -2.04     0.0099    
3       -6.22       1.74      -10.76    -1.84     0.0099    
4       -5.88       1.83      -11.14    -1.38     0.0099    
5       -5.33       1.91      -11.35    -1.53     0.0099    
6       -5.04       1.47      -8.90     -1.71     0.0099    
7       -5.08       1.62      -10.05    -1.77     0.0099    
8       -5.32       1.69      -10.47    -1.66     0.0099    
9       -5.21       1.53      -9.80     -1.72     0.0099    
10      -5.12       1.73      -9.21     -1.51     0.0099    
11      -5.01       1.59      -9.03     -1.59     0.0099    
12      -4.79       1.38      -8.48     -1.47     0.0099    
13      -5.20       1.63      -10.22    -1.43     0.0099    
14      -5.06       1.60      -9.05     -1.56     0.0099    
15      -5.12       1.44      -8.22     -1.89     0.0099    
16      -4.82       1.63      -9.29     -1.56     0.0099    
17      -4.59       1.44      -8.77     -1.56     0.0099    
18      -4.73       1.39      -9.12     -1.81     0.0099    
19      -4.36       1.36      -9.26     -1.59     0.0099    
20      -4.52       1.66      -9.53     -1.20     0.0099    
21      -4.56       1.46      -9.91     -1.56     0.0099    
22      -4.57       1.43      -8.66     -1.31     0.0099    
23      -4.46       1.39      -7.59     -1.26     0.0099    
24      -4.65       1.42      -8.65     -1.48     0.0099    
25      -4.76       1.59      -8.63     -1.27     0.0099    
26      -4.62       1.59      -9.28     -1.20     0.0099    
27      -5.08       1.80      -11.09    -1.85     0.0099    
28      -4.77       1.55      -8.48     -1.27     0.0099    
29      -4.60       1.52      -8.37     -1.48     0.0099    
30      -4.60       1.38      -8.26     -1.26     0.0099    
31      -4.61       1.41      -8.10     -1.84     0.0099    
32      -4.52       1.46      -9.25     -1.54     0.0099    
33      -4.66       1.54      -8.49     -1.38     0.0099    
34      -4.57       1.40      -8.43     -1.56     0.0099    
35      -4.57       1.40      -9.02     -1.31     0.0099    
36      -4.63       1.47      -8.91     -1.46     0.0099    
37      -4.62       1.47      -8.57     -1.80     0.0099    
38      -4.98       1.44      -8.32     -1.46     0.0099    
39      -4.69       1.55      -9.03     -1.50     0.0099    
40      -4.40       1.46      -8.28     -1.48     0.0099    
41      -4.84       1.49      -9.90     -1.27     0.0099    
42      -5.16       1.73      -10.35    -1.50     0.0099    
43      -4.98       1.48      -8.92     -1.57     0.0099    
44      -5.03       1.56      -8.72     -1.68     0.0099    
45      -4.78       1.66      -9.74     -1.22     0.0099    
46      -5.00       1.66      -9.00     -1.38     0.0099    
47      -4.81       1.49      -8.60     -1.23     0.0099    
48      -4.76       1.44      -8.80     -1.15     0.0099    
49      -4.67       1.38      -8.01     -1.65     0.0099    
50      -4.80       1.40      -8.38     -1.15     0.0099    
