epoch,episode_count,mean_reward,std_reward,min_reward,max_reward,epsilon,time
1,291,-6.110025188833369,1.9703633214756313,-10.686802362978995,-2.0301514341309983,0.05368359952302266,170.85440301895142
2,291,-6.2451874255416335,1.7922424457528452,-10.673237370392126,-2.037434054841866,0.009920974201040588,200.63320207595825
3,296,-6.220535107403329,1.7408498252619011,-10.762179003798344,-1.835617782827501,0.009920974201040588,235.21104955673218
4,292,-5.876246394522174,1.8338158019909856,-11.142596427830757,-1.3815087765983938,0.009920974201040588,209.00618362426758
5,291,-5.329399334738104,1.9078501702719404,-11.346002245954491,-1.5330055378785803,0.009920974201040588,177.6701681613922
6,294,-5.037160650670664,1.4736582392667785,-8.902411644674547,-1.7056830482006506,0.009920974201040588,180.49985194206238
7,289,-5.0806775084015925,1.617944605492596,-10.05207872842695,-1.772340749910431,0.009920974201040588,178.38823676109314
8,294,-5.32300948423713,1.6863097895271906,-10.466793000960564,-1.6644296324678765,0.009920974201040588,179.6655671596527
9,293,-5.212737684091447,1.531159003308955,-9.800842580435795,-1.7181752636946102,0.009920974201040588,170.00698566436768
10,290,-5.123311865339141,1.7292845972348654,-9.208830530368836,-1.514327722874517,0.009920974201040588,162.87114763259888
11,294,-5.013859035172322,1.5860266794827145,-9.03026335820537,-1.5868740506363612,0.009920974201040588,167.55768060684204
12,293,-4.7871907343355415,1.3796459576725135,-8.47517446470923,-1.4717039793439195,0.009920974201040588,167.7883038520813
13,293,-5.202822686046753,1.625536114305722,-10.215109778992723,-1.4268592254519963,0.009920974201040588,168.47048616409302
14,292,-5.061290306390652,1.603053742705135,-9.048327181585574,-1.5574023909735182,0.009920974201040588,164.28145503997803
15,293,-5.1173955630891585,1.4439953362084965,-8.224601497686322,-1.892751976604491,0.009920974201040588,166.88652396202087
16,294,-4.820703741774665,1.6341565562370541,-9.286246570856834,-1.5574023909735182,0.009920974201040588,166.3977496623993
17,293,-4.590503892692556,1.437056303512524,-8.772095187523554,-1.5646255628846815,0.009920974201040588,166.67156147956848
18,291,-4.729011036635704,1.3898851534604624,-9.11979726610232,-1.8085223335330667,0.009920974201040588,165.32220482826233
19,292,-4.358978644857658,1.3588095106235072,-9.260455085825857,-1.587373543792404,0.009920974201040588,169.4741780757904
20,293,-4.523746274680329,1.659997388373323,-9.531478277357373,-1.2039697883149136,0.009920974201040588,165.94417595863342
21,293,-4.561551386239338,1.4560060457497872,-9.908894712529138,-1.5601884093787446,0.009920974201040588,164.93340134620667
22,295,-4.569963590668554,1.4254234825908119,-8.661255472709513,-1.3092757293872446,0.009920974201040588,165.57012462615967
23,293,-4.4583146694367715,1.3884471080455132,-7.591402909815914,-1.2552520308837174,0.009920974201040588,161.6024305820465
24,294,-4.65192860433344,1.4204307456280132,-8.649943639231651,-1.475415004682357,0.009920974201040588,166.92666363716125
25,291,-4.757346176129539,1.586886007883758,-8.631986647886864,-1.2720811912234535,0.009920974201040588,159.65702104568481
26,293,-4.62175168641041,1.588504749767243,-9.275129381629048,-1.2039697883149136,0.009920974201040588,168.24300742149353
27,291,-5.077037463873764,1.8023273188155622,-11.091790731016292,-1.8489415660182493,0.009920974201040588,166.94087481498718
28,290,-4.774209054317084,1.5500924748480693,-8.47835958417848,-1.2720811912234535,0.009920974201040588,176.76480865478516
29,294,-4.596011500802942,1.5248497372667869,-8.3699558907471,-1.475415004682357,0.009920974201040588,194.93582558631897
30,295,-4.598762508800093,1.3760099939777906,-8.263792726173525,-1.2552520308837174,0.009920974201040588,199.1641240119934
31,291,-4.605072490014192,1.4136521575755374,-8.09644346995679,-1.8438472075712493,0.009920974201040588,199.62266778945923
32,294,-4.515057224913166,1.457019859224604,-9.252558033719335,-1.5427633537344523,0.009920974201040588,177.207861661911
33,292,-4.656976185468197,1.5421813511587614,-8.486889264751415,-1.3815087765983938,0.009920974201040588,189.34128260612488
34,293,-4.57405725359603,1.4038537576730425,-8.429501281846239,-1.5626041055318338,0.009920974201040588,215.89968085289001
35,293,-4.566264046263619,1.3953818448882196,-9.015862343023015,-1.3092757293872446,0.009920974201040588,195.08599615097046
36,291,-4.628042160468375,1.4732188772127202,-8.906949058707418,-1.4614426088216403,0.009920974201040588,224.6116442680359
37,292,-4.622192739202062,1.4728921477120434,-8.567552419011689,-1.8031673789285274,0.009920974201040588,198.8739628791809
38,292,-4.981869596218276,1.4399101878751104,-8.316250622048194,-1.4614426088216403,0.009920974201040588,202.23089694976807
39,293,-4.685454686783774,1.5508948163470373,-9.03026335820537,-1.5001506942673557,0.009920974201040588,191.80305171012878
40,294,-4.398670842915537,1.4601176739787347,-8.284564583067288,-1.481649838702041,0.009920974201040588,221.95408034324646
41,292,-4.840476849384569,1.4884044598826724,-9.899501020611012,-1.2720811912234535,0.009920974201040588,216.9496932029724
42,293,-5.161600667878337,1.7315747357474123,-10.348405590522312,-1.5001506942673557,0.009920974201040588,207.68150973320007
43,292,-4.980986537320725,1.4818886227671006,-8.923919311053972,-1.571430991054064,0.009920974201040588,201.3899269104004
44,293,-5.026364100269843,1.5637861875922614,-8.719056284774357,-1.68219146892446,0.009920974201040588,217.27008748054504
45,293,-4.781633645406037,1.6619583934435842,-9.739474535677868,-1.2165563921007982,0.009920974201040588,207.59115529060364
46,295,-4.999064149354411,1.6604831232587989,-9.001727874465416,-1.3815087765983938,0.009920974201040588,193.14421606063843
47,293,-4.808909618655811,1.493019616335807,-8.599582356035373,-1.228158929528671,0.009920974201040588,202.6967122554779
48,293,-4.759595463945687,1.4432152606647017,-8.799548671704557,-1.1489193805566607,0.009920974201040588,213.1353747844696
49,290,-4.668941106563298,1.3777975729017407,-8.011749222605811,-1.6471228246622713,0.009920974201040588,211.42331719398499
50,295,-4.7986312029494425,1.3981459384921067,-8.379375781634335,-1.1489193805566607,0.009920974201040588,187.27461123466492
