Total Episodes: 94949
Total Time: 453.6 min
Final Epsilon: 0.0100
Mean Reward: -0.39 +/- 0.17
Best Reward: -0.14
Worst Reward: -1.22

======================================================================
Epoch   Mean        Std       Min       Max       Epsilon   
101     -0.39       0.16      -0.81     -0.20     0.0647    
102     -0.37       0.15      -0.85     -0.18     0.0630    
103     -0.37       0.15      -0.82     -0.18     0.0613    
104     -0.38       0.16      -0.93     -0.19     0.0596    
105     -0.40       0.17      -0.84     -0.21     0.0581    
106     -0.38       0.16      -0.86     -0.16     0.0565    
107     -0.37       0.16      -0.90     -0.14     0.0550    
108     -0.41       0.17      -0.86     -0.18     0.0535    
109     -0.36       0.15      -0.82     -0.16     0.0520    
110     -0.37       0.15      -0.84     -0.20     0.0506    
111     -0.40       0.16      -0.88     -0.20     0.0493    
112     -0.37       0.16      -0.97     -0.19     0.0480    
113     -0.37       0.17      -0.84     -0.16     0.0467    
114     -0.38       0.13      -0.90     -0.15     0.0454    
115     -0.38       0.16      -1.01     -0.18     0.0442    
116     -0.38       0.17      -0.85     -0.20     0.0430    
117     -0.39       0.18      -1.22     -0.18     0.0419    
118     -0.37       0.15      -0.81     -0.20     0.0408    
119     -0.40       0.17      -0.93     -0.19     0.0397    
120     -0.35       0.15      -0.73     -0.18     0.0386    
121     -0.36       0.15      -0.88     -0.18     0.0376    
122     -0.38       0.15      -0.79     -0.16     0.0366    
123     -0.37       0.17      -0.87     -0.20     0.0356    
124     -0.38       0.15      -0.93     -0.18     0.0347    
125     -0.36       0.13      -0.79     -0.18     0.0337    
126     -0.39       0.15      -0.84     -0.18     0.0328    
127     -0.39       0.15      -0.93     -0.19     0.0320    
128     -0.36       0.15      -0.84     -0.16     0.0311    
129     -0.36       0.18      -0.86     -0.16     0.0303    
130     -0.37       0.14      -0.83     -0.19     0.0295    
131     -0.38       0.16      -0.80     -0.14     0.0287    
132     -0.38       0.16      -0.92     -0.16     0.0279    
133     -0.38       0.18      -0.95     -0.18     0.0271    
134     -0.35       0.15      -0.78     -0.18     0.0264    
135     -0.38       0.15      -0.78     -0.14     0.0257    
136     -0.36       0.16      -0.86     -0.18     0.0250    
137     -0.37       0.15      -0.76     -0.18     0.0244    
138     -0.37       0.17      -0.88     -0.17     0.0237    
139     -0.37       0.15      -0.80     -0.18     0.0231    
140     -0.40       0.15      -0.80     -0.20     0.0225    
141     -0.36       0.15      -0.80     -0.16     0.0219    
142     -0.37       0.13      -0.86     -0.18     0.0213    
143     -0.36       0.15      -0.81     -0.15     0.0207    
144     -0.35       0.16      -0.81     -0.17     0.0202    
145     -0.34       0.13      -0.83     -0.18     0.0196    
146     -0.36       0.14      -0.87     -0.18     0.0191    
147     -0.37       0.16      -0.88     -0.20     0.0186    
148     -0.36       0.15      -0.78     -0.18     0.0181    
149     -0.40       0.15      -0.85     -0.17     0.0176    
150     -0.37       0.16      -0.91     -0.16     0.0171    
151     -0.38       0.16      -0.95     -0.18     0.0167    
152     -0.37       0.17      -0.80     -0.18     0.0162    
153     -0.36       0.14      -0.90     -0.18     0.0158    
154     -0.36       0.14      -0.81     -0.19     0.0154    
155     -0.40       0.16      -0.90     -0.19     0.0150    
156     -0.37       0.16      -0.95     -0.16     0.0146    
157     -0.40       0.15      -0.80     -0.19     0.0142    
158     -0.36       0.15      -0.81     -0.14     0.0138    
159     -0.36       0.18      -0.93     -0.16     0.0134    
160     -0.38       0.17      -0.84     -0.18     0.0131    
161     -0.38       0.15      -0.78     -0.18     0.0127    
162     -0.39       0.15      -0.90     -0.14     0.0124    
163     -0.37       0.16      -0.84     -0.16     0.0121    
164     -0.37       0.15      -0.84     -0.14     0.0117    
165     -0.37       0.18      -1.05     -0.14     0.0114    
166     -0.39       0.16      -0.78     -0.18     0.0111    
167     -0.33       0.15      -0.98     -0.16     0.0108    
168     -0.37       0.16      -0.77     -0.18     0.0105    
169     -0.36       0.15      -0.84     -0.16     0.0103    
170     -0.35       0.14      -0.84     -0.19     0.0100    
171     -0.39       0.15      -0.76     -0.14     0.0100    
172     -0.36       0.16      -0.88     -0.16     0.0100    
173     -0.35       0.14      -0.96     -0.18     0.0100    
174     -0.32       0.13      -0.91     -0.18     0.0100    
175     -0.35       0.13      -0.87     -0.18     0.0100    
176     -0.37       0.16      -0.85     -0.20     0.0100    
177     -0.39       0.16      -0.88     -0.18     0.0100    
178     -0.36       0.15      -0.85     -0.20     0.0100    
179     -0.36       0.14      -0.78     -0.14     0.0100    
180     -0.39       0.16      -0.81     -0.18     0.0100    
181     -0.37       0.15      -0.83     -0.20     0.0100    
182     -0.35       0.16      -0.86     -0.16     0.0100    
183     -0.38       0.15      -0.77     -0.20     0.0100    
184     -0.36       0.14      -0.94     -0.19     0.0100    
185     -0.37       0.16      -0.91     -0.18     0.0100    
186     -0.35       0.13      -1.00     -0.14     0.0100    
187     -0.37       0.15      -0.78     -0.19     0.0100    
188     -0.35       0.15      -0.85     -0.15     0.0100    
189     -0.39       0.16      -0.87     -0.18     0.0100    
190     -0.36       0.15      -0.85     -0.19     0.0100    
191     -0.37       0.16      -0.84     -0.18     0.0100    
192     -0.34       0.15      -0.83     -0.17     0.0100    
193     -0.38       0.16      -0.86     -0.18     0.0100    
194     -0.34       0.17      -0.88     -0.16     0.0100    
195     -0.39       0.14      -0.80     -0.19     0.0100    
196     -0.38       0.16      -0.89     -0.18     0.0100    
197     -0.38       0.16      -0.90     -0.16     0.0100    
198     -0.37       0.13      -0.81     -0.16     0.0100    
199     -0.37       0.16      -0.83     -0.19     0.0100    
200     -0.38       0.17      -0.90     -0.17     0.0100    
201     -0.36       0.13      -0.88     -0.14     0.0100    
202     -0.35       0.13      -0.80     -0.18     0.0100    
203     -0.35       0.15      -0.82     -0.18     0.0100    
204     -0.39       0.17      -0.88     -0.14     0.0100    
205     -0.41       0.15      -0.90     -0.21     0.0100    
206     -0.38       0.17      -0.84     -0.19     0.0100    
207     -0.38       0.15      -0.77     -0.16     0.0100    
208     -0.38       0.14      -0.88     -0.16     0.0100    
209     -0.40       0.15      -0.79     -0.21     0.0100    
210     -0.42       0.14      -0.82     -0.18     0.0100    
211     -0.34       0.16      -0.89     -0.16     0.0100    
212     -0.37       0.14      -0.87     -0.18     0.0100    
213     -0.35       0.16      -0.88     -0.16     0.0100    
214     -0.35       0.16      -0.76     -0.16     0.0100    
215     -0.40       0.15      -0.86     -0.17     0.0100    
216     -0.41       0.15      -0.88     -0.16     0.0100    
217     -0.35       0.16      -0.89     -0.16     0.0100    
218     -0.39       0.16      -0.81     -0.17     0.0100    
219     -0.37       0.18      -0.88     -0.18     0.0100    
220     -0.41       0.16      -0.90     -0.19     0.0100    
221     -0.37       0.13      -0.80     -0.14     0.0100    
222     -0.35       0.16      -1.05     -0.21     0.0100    
223     -0.37       0.13      -0.80     -0.18     0.0100    
224     -0.36       0.15      -0.84     -0.21     0.0100    
225     -0.38       0.14      -0.87     -0.17     0.0100    
226     -0.34       0.12      -0.78     -0.16     0.0100    
227     -0.38       0.18      -0.90     -0.18     0.0100    
228     -0.39       0.15      -0.83     -0.14     0.0100    
229     -0.36       0.16      -0.90     -0.18     0.0100    
230     -0.35       0.14      -0.83     -0.14     0.0100    
231     -0.34       0.14      -0.91     -0.20     0.0100    
232     -0.36       0.14      -0.86     -0.18     0.0100    
233     -0.34       0.18      -0.89     -0.15     0.0100    
234     -0.34       0.18      -0.90     -0.16     0.0100    
235     -0.34       0.16      -1.03     -0.18     0.0100    
236     -0.36       0.15      -0.77     -0.16     0.0100    
237     -0.38       0.18      -0.89     -0.16     0.0100    
238     -0.39       0.14      -0.87     -0.18     0.0100    
239     -0.39       0.16      -0.90     -0.18     0.0100    
240     -0.39       0.16      -0.85     -0.18     0.0100    
241     -0.39       0.14      -0.85     -0.17     0.0100    
242     -0.42       0.15      -0.81     -0.19     0.0100    
243     -0.40       0.15      -0.93     -0.21     0.0100    
244     -0.41       0.17      -0.91     -0.15     0.0100    
245     -0.46       0.14      -0.97     -0.16     0.0100    
246     -0.41       0.15      -0.93     -0.19     0.0100    
247     -0.43       0.17      -0.94     -0.19     0.0100    
248     -0.35       0.15      -1.05     -0.14     0.0100    
249     -0.37       0.17      -0.88     -0.16     0.0100    
250     -0.33       0.14      -0.77     -0.14     0.0100    
251     -0.38       0.15      -0.82     -0.19     0.0100    
252     -0.42       0.18      -0.96     -0.20     0.0100    
253     -0.38       0.15      -0.95     -0.17     0.0100    
254     -0.37       0.17      -0.82     -0.19     0.0100    
255     -0.37       0.15      -0.79     -0.14     0.0100    
256     -0.36       0.17      -0.91     -0.19     0.0100    
257     -0.34       0.14      -0.79     -0.21     0.0100    
258     -0.34       0.14      -0.79     -0.16     0.0100    
259     -0.37       0.14      -0.83     -0.18     0.0100    
260     -0.35       0.15      -0.86     -0.17     0.0100    
261     -0.37       0.17      -0.95     -0.16     0.0100    
262     -0.37       0.17      -0.91     -0.18     0.0100    
263     -0.38       0.17      -0.81     -0.17     0.0100    
264     -0.36       0.15      -0.87     -0.16     0.0100    
265     -0.35       0.14      -0.95     -0.18     0.0100    
266     -0.38       0.16      -0.81     -0.18     0.0100    
267     -0.42       0.17      -0.88     -0.20     0.0100    
268     -0.42       0.15      -0.94     -0.18     0.0100    
269     -0.44       0.16      -1.04     -0.18     0.0100    
270     -0.59       0.20      -1.10     -0.21     0.0100    
271     -0.54       0.19      -1.12     -0.16     0.0100    
272     -0.57       0.20      -1.07     -0.16     0.0100    
273     -0.55       0.16      -0.96     -0.20     0.0100    
274     -0.48       0.19      -0.98     -0.18     0.0100    
275     -0.44       0.19      -0.98     -0.19     0.0100    
276     -0.46       0.19      -0.96     -0.20     0.0100    
277     -0.40       0.20      -0.93     -0.14     0.0100    
278     -0.38       0.18      -0.90     -0.18     0.0100    
279     -0.42       0.16      -1.09     -0.16     0.0100    
280     -0.40       0.15      -0.83     -0.16     0.0100    
281     -0.40       0.19      -1.00     -0.18     0.0100    
282     -0.44       0.15      -0.98     -0.16     0.0100    
283     -0.40       0.16      -0.83     -0.14     0.0100    
284     -0.35       0.15      -0.77     -0.18     0.0100    
285     -0.40       0.16      -0.85     -0.19     0.0100    
286     -0.43       0.15      -0.89     -0.18     0.0100    
287     -0.41       0.16      -0.90     -0.16     0.0100    
288     -0.37       0.15      -0.82     -0.16     0.0100    
289     -0.37       0.14      -0.94     -0.20     0.0100    
290     -0.38       0.16      -0.81     -0.20     0.0100    
291     -0.40       0.17      -0.83     -0.17     0.0100    
292     -0.38       0.15      -0.95     -0.16     0.0100    
293     -0.38       0.18      -0.89     -0.16     0.0100    
294     -0.35       0.15      -0.81     -0.18     0.0100    
295     -0.40       0.15      -0.88     -0.14     0.0100    
296     -0.36       0.13      -0.87     -0.14     0.0100    
297     -0.41       0.18      -0.82     -0.18     0.0100    
298     -0.37       0.15      -0.82     -0.17     0.0100    
299     -0.39       0.15      -0.78     -0.14     0.0100    
300     -0.36       0.16      -0.94     -0.14     0.0100    
301     -0.35       0.14      -0.85     -0.18     0.0100    
302     -0.38       0.15      -0.78     -0.18     0.0100    
303     -0.39       0.16      -0.88     -0.18     0.0100    
304     -0.38       0.16      -0.91     -0.21     0.0100    
305     -0.36       0.14      -1.03     -0.16     0.0100    
306     -0.40       0.16      -0.77     -0.19     0.0100    
307     -0.38       0.18      -0.84     -0.16     0.0100    
308     -0.39       0.18      -0.90     -0.19     0.0100    
309     -0.38       0.15      -0.79     -0.18     0.0100    
310     -0.37       0.16      -0.83     -0.16     0.0100    
311     -0.39       0.18      -0.88     -0.18     0.0100    
312     -0.37       0.15      -0.79     -0.18     0.0100    
313     -0.37       0.16      -0.90     -0.18     0.0100    
314     -0.36       0.14      -0.86     -0.14     0.0100    
315     -0.37       0.17      -0.91     -0.18     0.0100    
316     -0.37       0.15      -0.91     -0.19     0.0100    
317     -0.34       0.13      -0.81     -0.19     0.0100    
318     -0.34       0.15      -0.85     -0.19     0.0100    
319     -0.38       0.16      -0.82     -0.17     0.0100    
320     -0.36       0.16      -0.79     -0.18     0.0100    
321     -0.37       0.17      -0.79     -0.18     0.0100    
322     -0.39       0.18      -0.92     -0.17     0.0100    
323     -0.36       0.17      -1.03     -0.16     0.0100    
324     -0.38       0.17      -0.85     -0.18     0.0100    
325     -0.36       0.15      -0.81     -0.18     0.0100    
326     -0.37       0.15      -0.87     -0.18     0.0100    
327     -0.38       0.16      -0.82     -0.16     0.0100    
328     -0.37       0.15      -0.80     -0.18     0.0100    
329     -0.33       0.14      -0.98     -0.18     0.0100    
330     -0.39       0.16      -0.93     -0.14     0.0100    
331     -0.38       0.16      -0.84     -0.19     0.0100    
332     -0.34       0.16      -0.98     -0.14     0.0100    
333     -0.37       0.15      -0.82     -0.18     0.0100    
334     -0.39       0.14      -0.81     -0.18     0.0100    
335     -0.34       0.16      -0.92     -0.16     0.0100    
336     -0.37       0.15      -0.79     -0.18     0.0100    
337     -0.38       0.14      -0.86     -0.14     0.0100    
338     -0.36       0.15      -0.83     -0.21     0.0100    
339     -0.38       0.17      -0.83     -0.18     0.0100    
340     -0.35       0.16      -0.94     -0.18     0.0100    
341     -0.37       0.17      -0.85     -0.19     0.0100    
342     -0.36       0.14      -0.84     -0.18     0.0100    
343     -0.37       0.15      -0.90     -0.15     0.0100    
344     -0.38       0.16      -0.84     -0.18     0.0100    
345     -0.37       0.16      -0.92     -0.20     0.0100    
346     -0.38       0.15      -0.90     -0.19     0.0100    
347     -0.34       0.17      -0.97     -0.16     0.0100    
348     -0.38       0.16      -0.90     -0.18     0.0100    
349     -0.34       0.17      -0.88     -0.14     0.0100    
350     -0.39       0.15      -0.82     -0.17     0.0100    
