episode,reward,epsilon
1,-0.4802219909458537,0.9999
2,-0.5106324915655369,0.9998000100000001
3,-0.49570812140711923,0.9997000299990001
4,-0.5103478618101253,0.9996000599960002
5,-0.46661583601120704,0.9995000999900007
6,-0.441320575305484,0.9994001499800017
7,-0.3616440021797942,0.9993002099650037
8,-0.7050124665518862,0.9992002799440072
9,-0.6477584969623735,0.9991003599160128
10,-0.428413698167907,0.9990004498800211
11,-0.6572980593962083,0.9989005498350332
12,-0.48486264077231606,0.9988006597800497
13,-0.60620797930373,0.9987007797140718
14,-1.0410834537807274,0.9986009096361004
15,-0.8108579546885076,0.9985010495451367
16,-0.7435627104718028,0.9984011994401822
17,-0.6942751575327373,0.9983013593202382
18,-0.9924691678391077,0.9982015291843062
19,-0.7133454736316129,0.9981017090313877
20,-0.7663809303003268,0.9980018988604846
21,-0.8437013737630352,0.9979020986705985
22,-0.648172007429518,0.9978023084607315
23,-0.888388981873131,0.9977025282298854
24,-0.9188412089909103,0.9976027579770624
25,-0.9450659758990931,0.9975029977012647
26,-0.8013109962550953,0.9974032474014946
27,-0.4745232546234965,0.9973035070767544
28,-0.5951017199664008,0.9972037767260468
29,-0.4887296157374299,0.9971040563483742
30,-0.46627975833181645,0.9970043459427393
31,-0.5600640652527055,0.9969046455081451
32,-0.5709777874928967,0.9968049550435942
33,-0.5403898535615582,0.9967052745480899
34,-0.4734189312010554,0.9966056040206351
35,-0.4911684357709368,0.9965059434602331
36,-0.33336205365027066,0.9964062928658871
37,-0.5745435764498159,0.9963066522366005
38,-0.800417485337601,0.9962070215713769
39,-0.5477367448052323,0.9961074008692198
40,-0.542642710811924,0.9960077901291329
41,-0.4867440400947689,0.9959081893501199
42,-0.5222464771664364,0.995808598531185
43,-0.4847528266252892,0.9957090176713319
44,-0.5605760855800161,0.9956094467695648
45,-0.3721576583507691,0.9955098858248879
46,-0.5682707351702344,0.9954103348363054
47,-0.6124384534100236,0.9953107938028217
48,-0.5274085974004827,0.9952112627234414
49,-0.5344864914243375,0.9951117415971691
50,-0.4519075938406936,0.9950122304230093
51,-0.5360820118875765,0.9949127291999671
52,-0.6671215385424486,0.9948132379270471
53,-0.6195031239357864,0.9947137566032545
54,-0.3407763722467483,0.9946142852275941
55,-0.516375607701882,0.9945148237990713
56,-0.4683342894803864,0.9944153723166914
57,-0.5905002682872973,0.9943159307794598
58,-0.45351278839605313,0.9942164991863819
59,-0.3724127845281427,0.9941170775364633
60,-0.24548916820355082,0.9940176658287097
61,-0.4907762498784494,0.9939182640621268
62,-0.5386752089550076,0.9938188722357206
63,-0.5332243712210561,0.993719490348497
64,-0.4891475567621084,0.9936201183994622
65,-0.385772476855868,0.9935207563876223
66,-0.6096576949230081,0.9934214043119836
67,-0.5076586953079069,0.9933220621715524
68,-0.6727173678902617,0.9932227299653352
69,-0.3963943751235798,0.9931234076923388
70,-0.6218639378421297,0.9930240953515695
71,-0.532246077297391,0.9929247929420344
72,-0.5243076801979849,0.9928255004627402
73,-0.39351337077020676,0.992726217912694
74,-0.6234197794357985,0.9926269452909028
75,-0.608471118065478,0.9925276825963737
76,-0.593117414531277,0.9924284298281141
77,-0.5195153559901857,0.9923291869851313
78,-0.4951175606483895,0.9922299540664328
79,-0.4509610711058608,0.9921307310710261
80,-0.44931516293020013,0.992031517997919
81,-0.4769385422976807,0.9919323148461192
82,-0.5173846745057071,0.9918331216146347
83,-0.5528060331591172,0.9917339383024733
84,-0.32858427810017576,0.991634764908643
85,-0.5361912682013183,0.9915356014321521
86,-0.45211955438572216,0.9914364478720089
87,-0.5331973142293481,0.9913373042272218
88,-0.26565899329194964,0.9912381704967991
89,-0.4473757952554202,0.9911390466797494
90,-0.4556668073072716,0.9910399327750814
91,-0.34516906504242223,0.9909408287818039
92,-0.8208758555003782,0.9908417346989258
93,-0.4042860111402395,0.9907426505254558
94,-0.3440826699196551,0.9906435762604033
95,-0.7232143811663173,0.9905445119027773
96,-0.667372612568607,0.990445457451587
97,-0.37228229034095195,0.9903464129058418
98,-0.8675056774433975,0.9902473782645512
99,-0.27600833235236777,0.9901483535267248
100,-0.42622437702080423,0.9900493386913721
101,-0.6844526550664929,0.989950333757503
102,-0.4519662550383867,0.9898513387241272
103,-0.5592556324208158,0.9897523535902548
104,-0.4498384928032012,0.9896533783548958
105,-0.4118618691862064,0.9895544130170603
106,-0.34565582734182426,0.9894554575757586
107,-0.8310911683432277,0.9893565120300011
108,-0.3707870722330234,0.9892575763787981
109,-0.4353490538366625,0.9891586506211602
110,-0.360062313827506,0.9890597347560981
111,-0.7036125651437514,0.9889608287826225
112,-0.6543291952549295,0.9888619326997442
